average	sd	ratio	ava	avb	cumsum	p
Fung_ASV3358	1.90963041306775e-05	0.000126701839636023	0.150718444069444	0.00381926082613549	0	0.960277024641557	0.001
Fung_ASV3404	1.90963041306775e-05	0.000126701839636024	0.150718444069442	0.00381926082613549	0	0.960297417887481	0.001
Fung_ASV3464	1.90963041306775e-05	0.000126701839636024	0.150718444069442	0.00381926082613549	0	0.960317811133405	0.001
Fung_ASV3675	1.90963041306775e-05	0.000126701839636022	0.150718444069444	0	0.0038192608261355	0.96033820437933	0.001
Fung_ASV3983	1.90963041306775e-05	0.000126701839636022	0.150718444069444	0	0.0038192608261355	0.960358597625254	0.001
Fung_ASV3218	1.90963041306775e-05	8.88415902220778e-05	0.214947797342915	0.00381926082613549	0	0.960378990871178	0.001
Fung_ASV3678	1.90963041306775e-05	8.43542234212406e-05	0.226382312066535	0	0.0038192608261355	0.960399384117102	0.001
Fung_ASV4608	1.90963041306775e-05	8.88415902220776e-05	0.214947797342916	0.0038192608261355	0	0.960419777363027	0.001
Fung_ASV2520	1.90963041306775e-05	7.19211523025956e-05	0.265517215996945	0	0.0038192608261355	0.960440170608951	0.001
Fung_ASV2910	1.90963041306775e-05	0.000101115812738406	0.188855764627843	0.0038192608261355	0	0.960460563854875	0.001
Fung_ASV3030	1.90963041306775e-05	0.000108530151912372	0.175953905842646	0	0.00381926082613549	0.960480957100799	0.001
Fung_ASV2200	1.90963041306775e-05	7.45737803830996e-05	0.256072630790288	0.00381926082613549	0	0.960501350346724	0.001
Fung_ASV2743	1.90963041306775e-05	9.1002333625469e-05	0.209844114649528	0.00381926082613549	0	0.960521743592648	0.001
Fung_ASV3111	1.90963041306775e-05	9.10023336254688e-05	0.209844114649528	0	0.00381926082613549	0.960542136838572	0.001
Fung_ASV2034	1.90636608757534e-05	4.63141882900044e-05	0.411615998889647	0.0020565250602268	0.0020565250602268	0.960562495224247	0.729
Fung_ASV2417	1.9031017620829e-05	0.000116929270449789	0.162756660908111	0.000293789294318115	0.00352547153181738	0.960582818749672	0.523
Fung_ASV2773	1.89657311109806e-05	8.63561870114943e-05	0.219622145990029	0.00352547153181738	0.000293789294318115	0.960603072554599	0.252
Fung_ASV2341	1.89657311109806e-05	0.000108114642538803	0.175422409634972	0.000587578588636231	0.00323168223749926	0.960623326359525	0.511
Fung_ASV2312	1.89657311109805e-05	0.000108114642538803	0.175422409634972	0.00058757858863623	0.00323168223749926	0.960643580164452	0.49
Fung_ASV2667	1.8900444601132e-05	7.02423425607965e-05	0.269074804627611	0.000293789294318115	0.00352547153181738	0.96066376424888	0.123
Fung_ASV2113	1.88351580912836e-05	8.91156459642262e-05	0.211356354852039	0.00117515717727246	0.00264410364886303	0.960683878612808	0.361
Fung_ASV3608	1.88351580912836e-05	9.44091615567815e-05	0.199505617682617	0.00117515717727246	0.00264410364886303	0.960703992976737	0.509
Fung_ASV2825	1.88351580912836e-05	9.44091615567852e-05	0.199505617682609	0.00117515717727246	0.00264410364886303	0.960724107340666	0.498
Fung_ASV2706	1.88351580912836e-05	7.65817573888602e-05	0.245948365948878	0.00058757858863623	0.00323168223749927	0.960744221704595	0.252
Fung_ASV3355	1.87698715814352e-05	8.33983949531577e-05	0.22506274361728	0.00146894647159058	0.00235031435454492	0.960764266348024	0.511
Fung_ASV2907	1.87698715814352e-05	7.13444373074304e-05	0.263088087730707	0.00323168223749927	0.000587578588636231	0.960784310991454	0.241
Fung_ASV2747	1.87698715814352e-05	8.36568567283148e-05	0.224367401734833	0.00293789294318115	0.000881367882954345	0.960804355634884	0.518
Fung_ASV3208	1.87045850715867e-05	6.85848375946658e-05	0.272721868674972	0.000587578588636231	0.00323168223749927	0.960824330557815	0.099
Fung_ASV3660	1.87045850715867e-05	8.11567277106156e-05	0.230474855249001	0.00117515717727246	0.00264410364886303	0.960844305480746	0.604
Fung_ASV2832	1.87045850715867e-05	8.78993613789996e-05	0.212795460378117	0.0020565250602268	0.00176273576590869	0.960864280403677	0.492
Fung_ASV2370	1.87045850715867e-05	6.56908165255456e-05	0.284736681029272	0.00323168223749927	0.00058757858863623	0.960884255326608	0.129
Fung_ASV3529	1.86392985617382e-05	6.11132373062522e-05	0.304996092226836	0.00058757858863623	0.00323168223749927	0.96090416052904	0.123
Fung_ASV2980	1.85740120518898e-05	6.37605420147444e-05	0.291308879519791	0.00117515717727246	0.00264410364886303	0.960923996010973	0.307
Fung_ASV2748	1.85087255420413e-05	6.08698511803722e-05	0.304070491107255	0.000881367882954345	0.00293789294318115	0.960943761772407	0.373
Fung_ASV2675	1.83781525223444e-05	6.51895317875306e-05	0.281918768526265	0.00146894647159058	0.00235031435454492	0.960963388092844	0.804
Fung_ASV2527	1.83128660124959e-05	5.74269204751429e-05	0.318889918891307	0.00117515717727246	0.00264410364886304	0.960982944692782	0.489
Fung_ASV2124	1.82475795026474e-05	5.04871525479251e-05	0.36143015760942	0.000881367882954345	0.00293789294318115	0.96100243157222	0.185
Fung_ASV2866	1.8182292992799e-05	5.02536136867377e-05	0.361810657162699	0.00264410364886304	0.00117515717727246	0.96102184873116	0.35
Fung_ASV1102	1.7627357659087e-05	0.000116955544279399	0.150718444069453	0.00352547153181738	0	0.96104067326586	0.001
Fung_ASV1239	1.7627357659087e-05	0.000116955544279399	0.150718444069453	0.00352547153181738	0	0.961059497800559	0.001
Fung_ASV2003	1.7627357659087e-05	0.000116955544279399	0.150718444069453	0.00352547153181738	0	0.961078322335258	0.001
Fung_ASV2120	1.7627357659087e-05	0.000116955544279399	0.150718444069453	0.00352547153181738	0	0.961097146869958	0.001
Fung_ASV3312	1.7627357659087e-05	7.55802196991675e-05	0.233227129125177	0	0.00352547153181738	0.961115971404657	0.001
Fung_ASV1875	1.7627357659087e-05	9.8957736517943e-05	0.178130162222241	0.00352547153181738	0	0.961134795939356	0.001
Fung_ASV3402	1.7627357659087e-05	5.97920434778764e-05	0.294811092476029	0.00352547153181738	0	0.961153620474056	0.001
Fung_ASV2551	1.7627357659087e-05	7.81086818597517e-05	0.225677315752656	0	0.00352547153181738	0.961172445008755	0.001
Fung_ASV2792	1.7627357659087e-05	8.05578224256428e-05	0.21881621335231	0	0.00352547153181738	0.961191269543454	0.001
Fung_ASV3110	1.7627357659087e-05	5.47009470221486e-05	0.322249588328875	0	0.00352547153181738	0.961210094078154	0.001
Fung_ASV4760	1.7627357659087e-05	7.55802196991674e-05	0.233227129125177	0	0.00352547153181738	0.961228918612853	0.001
Fung_ASV2948	1.7627357659087e-05	9.89577365179431e-05	0.178130162222241	0.00352547153181738	0	0.961247743147552	0.001
Fung_ASV3843	1.7627357659087e-05	6.74283315342587e-05	0.261423607228527	0	0.00352547153181738	0.961266567682252	0.001
Fung_ASV2697	1.7627357659087e-05	8.63773939419054e-05	0.20407373798453	0	0.00352547153181738	0.961285392216951	0.001
Fung_ASV2884	1.7627357659087e-05	0.000107430527277755	0.164081459020604	0.00352547153181738	0	0.96130421675165	0.001
Fung_ASV1546	1.7627357659087e-05	0.0001169555442794	0.150718444069452	0.00352547153181738	0	0.96132304128635	0.001
Fung_ASV1946	1.7627357659087e-05	0.0001169555442794	0.150718444069452	0.00352547153181738	0	0.961341865821049	0.001
Fung_ASV2240	1.7627357659087e-05	6.74283315342587e-05	0.261423607228527	0	0.00352547153181738	0.961360690355748	0.001
Fung_ASV3508	1.7627357659087e-05	8.63773939419054e-05	0.20407373798453	0	0.00352547153181738	0.961379514890448	0.001
Fung_ASV3873	1.7627357659087e-05	6.88540353177697e-05	0.256010523969068	0	0.00352547153181738	0.961398339425147	0.001
Fung_ASV4058	1.7627357659087e-05	8.9688065216807e-05	0.196540728317369	0	0.00352547153181738	0.961417163959846	0.001
Fung_ASV2701	1.7627357659087e-05	8.29346690236054e-05	0.212545101663934	0.00352547153181738	0	0.961435988494546	0.001
Fung_ASV1750	1.76273576590869e-05	8.63773939419053e-05	0.20407373798453	0.00352547153181738	0	0.961454813029245	0.001
Fung_ASV3403	1.76273576590869e-05	7.02508111382881e-05	0.25092034345892	0.00352547153181738	0	0.961473637563944	0.001
Fung_ASV3930	1.76273576590869e-05	7.16203515185043e-05	0.246122188530904	0.00352547153181738	0	0.961492462098644	0.001
Fung_ASV2829	1.76273576590869e-05	8.63773939419058e-05	0.204073737984529	0	0.00352547153181738	0.961511286633343	0.001
Fung_ASV2858	1.76273576590869e-05	5.64490202852703e-05	0.312270391408132	0.00352547153181738	0	0.961530111168042	0.001
Fung_ASV3396	1.76273576590869e-05	5.47009470221496e-05	0.322249588328868	0	0.00352547153181738	0.961548935702742	0.001
Fung_ASV3401	1.76273576590869e-05	8.63773939419056e-05	0.20407373798453	0.00352547153181738	0	0.961567760237441	0.001
Fung_ASV2390	1.76273576590869e-05	0.000107430527277755	0.164081459020605	0.00352547153181738	0	0.96158658477214	0.001
Fung_ASV2570	1.76273576590869e-05	9.18288931351587e-05	0.191958729516015	0.00352547153181738	0	0.96160540930684	0.001
Fung_ASV3076	1.76273576590869e-05	0.000107430527277754	0.164081459020606	0.00352547153181738	0	0.961624233841539	0.001
Fung_ASV2467	1.76273576590869e-05	8.29346690236048e-05	0.212545101663936	0	0.00352547153181738	0.961643058376238	0.001
Fung_ASV3918	1.76273576590869e-05	8.29346690236046e-05	0.212545101663936	0.00352547153181738	0	0.961661882910938	0.001
Fung_ASV2320	1.76273576590869e-05	9.18288931351609e-05	0.19195872951601	0	0.00352547153181738	0.961680707445637	0.001
Fung_ASV2550	1.76273576590869e-05	9.18288931351604e-05	0.191958729516011	0	0.00352547153181738	0.961699531980336	0.001
Fung_ASV2715	1.76273576590869e-05	0.000107430527277756	0.164081459020604	0.00352547153181738	0	0.961718356515036	0.001
Fung_ASV2846	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.961737181049735	0.001
Fung_ASV3432	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.961756005584434	0.001
Fung_ASV3471	1.76273576590869e-05	0.000116955544279399	0.150718444069453	0	0.00352547153181738	0.961774830119134	0.001
Fung_ASV3564	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.961793654653833	0.001
Fung_ASV3755	1.76273576590869e-05	8.29346690236049e-05	0.212545101663935	0	0.00352547153181738	0.961812479188532	0.001
Fung_ASV1993	1.76273576590869e-05	0.000116955544279395	0.150718444069457	0.00352547153181738	0	0.961831303723232	0.001
Fung_ASV2022	1.76273576590869e-05	8.17548838908606e-05	0.215612289078885	0.00352547153181738	0	0.961850128257931	0.001
Fung_ASV2174	1.76273576590869e-05	0.000116955544279395	0.150718444069457	0.00352547153181738	0	0.96186895279263	0.001
Fung_ASV2752	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0	0.00352547153181738	0.96188777732733	0.001
Fung_ASV2998	1.76273576590869e-05	0.000116955544279399	0.150718444069452	0	0.00352547153181738	0.961906601862029	0.001
Fung_ASV3689	1.76273576590869e-05	0.000116955544279399	0.150718444069452	0.00352547153181738	0	0.961925426396728	0.001
Fung_ASV3725	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0	0.00352547153181738	0.961944250931428	0.001
Fung_ASV4286	1.76273576590869e-05	8.29346690236048e-05	0.212545101663936	0	0.00352547153181738	0.961963075466127	0.001
Fung_ASV2721	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.961981900000827	0.001
Fung_ASV2725	1.76273576590869e-05	9.18288931351532e-05	0.191958729516026	0.00352547153181738	0	0.962000724535526	0.001
Fung_ASV2799	1.76273576590869e-05	6.44824264540372e-05	0.273366847813204	0.00352547153181738	0	0.962019549070225	0.001
Fung_ASV2974	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0	0.00352547153181738	0.962038373604925	0.001
Fung_ASV3122	1.76273576590869e-05	0.000116955544279398	0.150718444069453	0	0.00352547153181738	0.962057198139624	0.001
Fung_ASV3304	1.76273576590869e-05	0.000116955544279397	0.150718444069455	0.00352547153181738	0	0.962076022674323	0.001
Fung_ASV3351	1.76273576590869e-05	9.89577365179478e-05	0.178130162222232	0.00352547153181738	0	0.962094847209022	0.001
Fung_ASV3436	1.76273576590869e-05	8.29346690236048e-05	0.212545101663935	0	0.00352547153181738	0.962113671743722	0.001
Fung_ASV3574	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0	0.00352547153181738	0.962132496278421	0.001
Fung_ASV2393	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.96215132081312	0.001
Fung_ASV2583	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.96217014534782	0.001
Fung_ASV2627	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.962188969882519	0.001
Fung_ASV2698	1.76273576590869e-05	8.63773939419053e-05	0.20407373798453	0	0.00352547153181738	0.962207794417218	0.001
Fung_ASV2819	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.962226618951918	0.001
Fung_ASV2820	1.76273576590869e-05	7.5580219699167e-05	0.233227129125178	0.00352547153181738	0	0.962245443486617	0.001
Fung_ASV2830	1.76273576590869e-05	0.000116955544279396	0.150718444069456	0	0.00352547153181738	0.962264268021317	0.001
Fung_ASV2857	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0	0.00352547153181738	0.962283092556016	0.001
Fung_ASV2912	1.76273576590869e-05	0.000116955544279396	0.150718444069455	0	0.00352547153181738	0.962301917090715	0.001
Fung_ASV2983	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0	0.00352547153181738	0.962320741625415	0.001
Fung_ASV3012	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.962339566160114	0.001
Fung_ASV3046	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.962358390694813	0.001
Fung_ASV3051	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.962377215229513	0.001
Fung_ASV3053	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.962396039764212	0.001
Fung_ASV3095	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0	0.00352547153181738	0.962414864298911	0.001
Fung_ASV3195	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.962433688833611	0.001
Fung_ASV3212	1.76273576590869e-05	8.63773939419058e-05	0.204073737984529	0	0.00352547153181738	0.96245251336831	0.001
Fung_ASV3237	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0	0.00352547153181738	0.962471337903009	0.001
Fung_ASV3398	1.76273576590869e-05	0.000116955544279396	0.150718444069456	0	0.00352547153181738	0.962490162437709	0.001
Fung_ASV3612	1.76273576590869e-05	0.000116955544279398	0.150718444069453	0	0.00352547153181738	0.962508986972408	0.001
Fung_ASV3629	1.76273576590869e-05	8.29346690236049e-05	0.212545101663935	0	0.00352547153181738	0.962527811507107	0.001
Fung_ASV3655	1.76273576590869e-05	9.89577365179431e-05	0.17813016222224	0.00352547153181738	0	0.962546636041807	0.001
Fung_ASV3665	1.76273576590869e-05	0.000116955544279397	0.150718444069455	0	0.00352547153181738	0.962565460576506	0.001
Fung_ASV3669	1.76273576590869e-05	0.000116955544279397	0.150718444069455	0.00352547153181738	0	0.962584285111205	0.001
Fung_ASV3986	1.76273576590869e-05	0.000116955544279398	0.150718444069453	0	0.00352547153181738	0.962603109645905	0.001
Fung_ASV4070	1.76273576590869e-05	0.000116955544279397	0.150718444069454	0.00352547153181738	0	0.962621934180604	0.001
Fung_ASV4180	1.76273576590869e-05	0.000116955544279396	0.150718444069456	0	0.00352547153181738	0.962640758715303	0.001
Fung_ASV4396	1.76273576590869e-05	0.000116955544279397	0.150718444069455	0.00352547153181738	0	0.962659583250003	0.001
Fung_ASV4476	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.962678407784702	0.001
Fung_ASV4509	1.76273576590869e-05	0.000116955544279397	0.150718444069455	0.00352547153181738	0	0.962697232319401	0.001
Fung_ASV4515	1.76273576590869e-05	0.000116955544279397	0.150718444069454	0.00352547153181738	0	0.962716056854101	0.001
Fung_ASV1883	1.76273576590869e-05	8.17548838908609e-05	0.215612289078884	0.00352547153181738	0	0.9627348813888	0.001
Fung_ASV2896	1.76273576590869e-05	8.29346690236046e-05	0.212545101663936	0.00352547153181738	0	0.962753705923499	0.001
Fung_ASV3098	1.76273576590869e-05	8.17548838908618e-05	0.215612289078882	0.00352547153181738	0	0.962772530458199	0.001
Fung_ASV3150	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0	0.00352547153181738	0.962791354992898	0.001
Fung_ASV3156	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.962810179527597	0.001
Fung_ASV4069	1.76273576590869e-05	8.29346690236049e-05	0.212545101663935	0.00352547153181738	0	0.962829004062297	0.001
Fung_ASV4430	1.76273576590869e-05	0.000116955544279399	0.150718444069452	0.00352547153181738	0	0.962847828596996	0.001
Fung_ASV2783	1.76273576590869e-05	0.000116955544279399	0.150718444069452	0.00352547153181738	0	0.962866653131695	0.001
Fung_ASV2877	1.76273576590869e-05	0.000116955544279399	0.150718444069452	0.00352547153181738	0	0.962885477666395	0.001
Fung_ASV3002	1.76273576590869e-05	0.000116955544279399	0.150718444069452	0.00352547153181738	0	0.962904302201094	0.001
Fung_ASV3027	1.76273576590869e-05	0.000116955544279397	0.150718444069455	0.00352547153181738	0	0.962923126735793	0.001
Fung_ASV3028	1.76273576590869e-05	8.63773939419052e-05	0.20407373798453	0.00352547153181738	0	0.962941951270493	0.001
Fung_ASV3083	1.76273576590869e-05	8.17548838908606e-05	0.215612289078885	0.00352547153181738	0	0.962960775805192	0.001
Fung_ASV3108	1.76273576590869e-05	0.000116955544279396	0.150718444069455	0	0.00352547153181738	0.962979600339891	0.001
Fung_ASV3191	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.962998424874591	0.001
Fung_ASV3271	1.76273576590869e-05	0.000116955544279398	0.150718444069453	0	0.00352547153181738	0.96301724940929	0.001
Fung_ASV3364	1.76273576590869e-05	0.000116955544279399	0.150718444069452	0.00352547153181738	0	0.96303607394399	0.001
Fung_ASV3539	1.76273576590869e-05	0.000116955544279397	0.150718444069455	0.00352547153181738	0	0.963054898478689	0.001
Fung_ASV3553	1.76273576590869e-05	0.000116955544279399	0.150718444069452	0.00352547153181738	0	0.963073723013388	0.001
Fung_ASV3614	1.76273576590869e-05	0.000116955544279399	0.150718444069452	0	0.00352547153181738	0.963092547548087	0.001
Fung_ASV3633	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.963111372082787	0.001
Fung_ASV3813	1.76273576590869e-05	7.55802196991683e-05	0.233227129125174	0.00352547153181738	0	0.963130196617486	0.001
Fung_ASV4029	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.963149021152185	0.001
Fung_ASV4166	1.76273576590869e-05	0.000116955544279395	0.150718444069457	0.00352547153181738	0	0.963167845686885	0.001
Fung_ASV4169	1.76273576590869e-05	0.000116955544279395	0.150718444069457	0.00352547153181738	0	0.963186670221584	0.001
Fung_ASV4379	1.76273576590869e-05	0.000116955544279395	0.150718444069457	0.00352547153181738	0	0.963205494756283	0.001
Fung_ASV4442	1.76273576590869e-05	0.000116955544279399	0.150718444069451	0	0.00352547153181738	0.963224319290983	0.001
Fung_ASV4517	1.76273576590869e-05	8.17548838908609e-05	0.215612289078884	0.00352547153181738	0	0.963243143825682	0.001
Fung_ASV4796	1.76273576590869e-05	0.000116955544279399	0.150718444069451	0	0.00352547153181738	0.963261968360381	0.001
Fung_ASV3119	1.76273576590869e-05	0.000116955544279398	0.150718444069454	0.00352547153181738	0	0.963280792895081	0.001
Fung_ASV3381	1.76273576590869e-05	0.0001169555442794	0.150718444069451	0.00352547153181738	0	0.96329961742978	0.001
Fung_ASV3902	1.76273576590869e-05	0.000116955544279398	0.150718444069454	0.00352547153181738	0	0.96331844196448	0.001
Fung_ASV2790	1.76273576590869e-05	7.0250811138288e-05	0.25092034345892	0	0.00352547153181738	0.963337266499179	0.001
Fung_ASV3532	1.76273576590869e-05	6.59718243453006e-05	0.267195243333339	0	0.00352547153181738	0.963356091033878	0.001
Fung_ASV2670	1.76273576590869e-05	8.29346690236055e-05	0.212545101663933	0.00352547153181738	0	0.963374915568578	0.001
Fung_ASV3971	1.76273576590869e-05	5.97920434778766e-05	0.294811092476026	0	0.00352547153181738	0.963393740103277	0.001
Fung_ASV3166	1.75620711492385e-05	0.000107219968217933	0.163794780404543	0.00323168223749927	0.000293789294318115	0.963412494917477	0.469
Fung_ASV3037	1.75620711492385e-05	0.000107219968217933	0.163794780404543	0.00323168223749927	0.000293789294318115	0.963431249731678	0.495
Fung_ASV2061	1.749678463939e-05	9.77518732576784e-05	0.178991809121322	0.00323168223749927	0.000293789294318115	0.963449934825379	0.245
Fung_ASV3552	1.73662116196931e-05	7.10792719777877e-05	0.24432174298465	0.00293789294318115	0.00058757858863623	0.963468480478083	0.221
Fung_ASV3043	1.73662116196931e-05	7.50676878758944e-05	0.231340702119449	0.00058757858863623	0.00293789294318115	0.963487026130787	0.255
Fung_ASV1301	1.7366211619693e-05	7.10792719777876e-05	0.24432174298465	0.00293789294318115	0.00058757858863623	0.963505571783491	0.22
Fung_ASV4324	1.73009251098446e-05	7.46502249311864e-05	0.231759852375432	0.00205652506022681	0.00146894647159058	0.963524047715696	0.504
Fung_ASV3145	1.73009251098446e-05	6.3898637616554e-05	0.270755774382308	0.00058757858863623	0.00293789294318115	0.963542523647901	0.232
Fung_ASV2956	1.72356385999961e-05	6.08004539693791e-05	0.28347878140312	0.00058757858863623	0.00293789294318115	0.963560929859607	0.125
Fung_ASV2802	1.72356385999961e-05	6.95144642598479e-05	0.247943198347449	0.000881367882954345	0.00264410364886304	0.963579336071313	0.267
Fung_ASV3526	1.72356385999961e-05	7.06236459705323e-05	0.244049119287719	0.00176273576590869	0.00176273576590869	0.963597742283019	0.501
Fung_ASV3089	1.71703520901476e-05	5.75356062594723e-05	0.29843001936424	0.00058757858863623	0.00293789294318115	0.963616078774226	0.105
Fung_ASV2729	1.71050655802992e-05	4.83848466505659e-05	0.353521128295219	0.00058757858863623	0.00293789294318115	0.963634345544934	0.07
Fung_ASV2793	1.71050655802992e-05	6.04100034054524e-05	0.283149554975118	0.00235031435454492	0.00117515717727246	0.963652612315642	0.36
Fung_ASV2252	1.71050655802992e-05	6.37146276924673e-05	0.268463713903509	0.00264410364886304	0.000881367882954345	0.963670879086351	0.419
Fung_ASV1710	1.70397790704507e-05	5.87988139720425e-05	0.289798006445381	0.00235031435454492	0.00117515717727246	0.96368907613656	0.635
Fung_ASV3023	1.70397790704507e-05	5.87988139720425e-05	0.28979800644538	0.00235031435454492	0.00117515717727246	0.963707273186769	0.594
Fung_ASV3599	1.61584111874964e-05	5.24442578599798e-05	0.308106394233617	0	0.00323168223749927	0.963724529010244	0.001
Fung_ASV1389	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0.00323168223749927	0	0.963741784833718	0.001
Fung_ASV1478	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0.00323168223749927	0	0.963759040657192	0.001
Fung_ASV1839	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0.00323168223749927	0	0.963776296480667	0.001
Fung_ASV2148	1.61584111874964e-05	7.78040554552179e-05	0.207680834796546	0.00323168223749927	0	0.963793552304141	0.001
Fung_ASV3011	1.61584111874964e-05	7.39633435367708e-05	0.218465126302237	0.00323168223749927	0	0.963810808127616	0.001
Fung_ASV1564	1.61584111874964e-05	0.000107209248922784	0.15071844406945	0.00323168223749927	0	0.96382806395109	0.001
Fung_ASV2977	1.61584111874964e-05	6.10073078632194e-05	0.264860256147085	0.00323168223749927	0	0.963845319774565	0.001
Fung_ASV1577	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0.00323168223749926	0	0.963862575598039	0.001
Fung_ASV1599	1.61584111874964e-05	7.78040554552179e-05	0.207680834796546	0.00323168223749927	0	0.963879831421513	0.001
Fung_ASV1767	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0.00323168223749926	0	0.963897087244988	0.001
Fung_ASV2424	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0.00323168223749926	0	0.963914343068462	0.001
Fung_ASV2439	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0	0.00323168223749926	0.963931598891937	0.001
Fung_ASV2976	1.61584111874964e-05	0.000107209248922784	0.15071844406945	0.00323168223749927	0	0.963948854715411	0.001
Fung_ASV3563	1.61584111874964e-05	0.000107209248922784	0.15071844406945	0.00323168223749927	0	0.963966110538885	0.001
Fung_ASV4281	1.61584111874964e-05	7.39633435367713e-05	0.218465126302235	0.00323168223749927	0	0.96398336636236	0.001
Fung_ASV2814	1.61584111874964e-05	6.25794686679616e-05	0.258206270066478	0	0.00323168223749927	0.964000622185834	0.001
Fung_ASV3029	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0	0.00323168223749926	0.964017878009309	0.001
Fung_ASV3323	1.61584111874964e-05	9.77284001410035e-05	0.16533997450263	0.00323168223749927	0	0.964035133832783	0.001
Fung_ASV3365	1.61584111874964e-05	9.77284001410035e-05	0.16533997450263	0.00323168223749927	0	0.964052389656258	0.001
Fung_ASV3606	1.61584111874964e-05	7.78040554552184e-05	0.207680834796544	0.00323168223749927	0	0.964069645479732	0.001
Fung_ASV3838	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0	0.00323168223749926	0.964086901303206	0.001
Fung_ASV4071	1.61584111874964e-05	8.26478323337377e-05	0.195509195235122	0.00323168223749927	0	0.964104157126681	0.001
Fung_ASV1766	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0.00323168223749926	0	0.964121412950155	0.001
Fung_ASV1787	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0.00323168223749926	0	0.96413866877363	0.001
Fung_ASV1915	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0.00323168223749926	0	0.964155924597104	0.001
Fung_ASV1968	1.61584111874964e-05	9.77284001410036e-05	0.16533997450263	0	0.00323168223749926	0.964173180420578	0.001
Fung_ASV2458	1.61584111874964e-05	7.7804055455218e-05	0.207680834796545	0	0.00323168223749927	0.964190436244053	0.001
Fung_ASV2470	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0	0.00323168223749926	0.964207692067527	0.001
Fung_ASV2553	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0	0.00323168223749926	0.964224947891002	0.001
Fung_ASV2984	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0	0.00323168223749926	0.964242203714476	0.001
Fung_ASV3162	1.61584111874964e-05	7.78040554552189e-05	0.207680834796543	0.00323168223749927	0	0.96425945953795	0.001
Fung_ASV3242	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0	0.00323168223749926	0.964276715361425	0.001
Fung_ASV3409	1.61584111874964e-05	7.7804055455218e-05	0.207680834796545	0	0.00323168223749927	0.964293971184899	0.001
Fung_ASV3626	1.61584111874964e-05	9.77284001410036e-05	0.16533997450263	0	0.00323168223749927	0.964311227008374	0.001
Fung_ASV4036	1.61584111874964e-05	0.000107209248922785	0.150718444069449	0	0.00323168223749926	0.964328482831848	0.001
Fung_ASV4213	1.61584111874964e-05	0.000107209248922784	0.150718444069449	0.00323168223749927	0	0.964345738655323	0.001
Fung_ASV4423	1.61584111874964e-05	0.000107209248922784	0.150718444069449	0.00323168223749927	0	0.964362994478797	0.001
Fung_ASV2006	1.61584111874964e-05	7.52653603803578e-05	0.214685894093098	0.00323168223749927	0	0.964380250302271	0.001
