pathway	K01	K02	K03	K04	K05	K06	K07	K08	K09	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K26	K27	K28	K29	K30	K31	K32	K33	K34	K35	K36	K37	K38	K39	K40	K41	K42	K43	K44	K45	K46	K47	K48	K49	K50	K51	K52	K53	K54	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36
P341-PWY	0.0	0.0	0.0	0.0	0.0	0.7228915662650603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0578947368421052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1904761904761905	0.0	0.0	0.0	0.3614457831325302	0.6092307692307692	0.0	0.0	1.236923076923077	0.6092307692307692	3.6923076923076925	4.929230769230769	3.083076923076923	2.4553846153846157	3.083076923076923	10.855384615384615	3.083076923076923	1.8461538461538463	0.0	1.8461538461538463	3.083076923076923	5.538461538461538	0.0	1.236923076923077	4.929230769230769	5.538461538461538	1.236923076923077	0.0	0.0	1.236923076923077	0.0	4.3015384615384615	0.0	7.97985347985348	4.929230769230769	4.929230769230769	2.4553846153846157	5.538461538461538	1.8461538461538463	0.6092307692307692	1.236923076923077	4.3015384615384615	2.4553846153846157	2.4553846153846157
P4-PWY	614.5740070250355	672.1579009670053	661.7806725215315	454.0346484509708	330.38453437868503	417.7181596999982	482.35051820879994	477.77664669070225	474.7567488140173	289.89584932367575	244.05075138506385	325.1111446530309	269.77821794147	219.90714530468534	210.86451602843823	253.78721463234695	210.5600738704814	227.86279370383565	494.7973992895772	374.8444478839963	456.70523693755837	385.7235412682559	630.0150858550361	756.0557116746627	264.37680459943863	456.4099687386475	354.68754535540995	386.4524869088897	358.37451992037063	270.24738479352624	364.64740004880537	425.2230698183527	195.6372180585509	349.9836068740808	318.65760288531146	351.38597373787223	246.5078465463681	257.89177839504714	358.1319345830058	212.26908297050377	235.48396257969486	223.6404030756268	119.55199641001283	186.37639038544435	200.9133836031105	421.06164528603375	377.6161073438173	344.6790331542112	400.33562031968944	467.9086902026049	377.46150332732316	161.04670579925616	189.24301053390812	160.4189883977693	424.1362117785684	339.11842803189234	372.64471270560426	372.43797024719504	428.47301495968946	398.65154126146444	449.5615161561098	379.3736954011082	532.607676139812	688.0115934755818	661.3545651451822	521.6541401130659	408.63683836135345	483.5978711786233	430.34268917163	372.3322818164479	369.8871233236694	360.005039299045	422.7417401007789	416.94921359597936	358.634979863213	366.6269887052981	397.94733670189703	228.0966770270142	312.9735887778953	390.2573825901721	447.18804675613205	240.18477297144798	255.35583466210798	245.25595441452444	374.96938131001025	428.01133229826445	350.7899690301138	318.6518389928455	370.0756220202802	309.99000085308495
P42-PWY	4789.446070906864	3865.5921788950386	4218.384315873139	3934.75081131606	4874.788887127056	4588.395743056257	4112.839355279338	5215.333263871858	3868.0039318417935	4240.730646140177	4254.678288374442	4372.549546224251	3758.321187087856	3995.980584108122	3897.476866745953	4209.779743005669	4875.759041566892	3564.6496062699375	4087.28151838327	4392.402510110781	4790.388695814384	4727.450012361702	4155.169530287778	4700.962953661019	3910.8597296762987	4275.801847462042	4908.210234221764	4376.0231351760285	4244.959533304168	4311.347105909229	4228.00728627188	4321.413016300889	4757.840903392115	4217.581633973465	4542.4313181810885	4818.16828379537	4395.256049456683	4446.62616391018	4403.340034634156	3919.210138886638	3832.114729054054	3679.0078650232595	4620.079068459213	4264.894668216905	3938.053991926012	4058.1928013507722	3988.973985495509	4607.424201562659	4766.044783825216	4582.609940115407	4436.468624458128	4281.143353817345	4777.260648225141	3859.112782822379	3376.816436641718	3470.1372629647944	3530.2355774833272	3837.1651047243445	3831.0680453802897	3778.871233030917	3880.122524020727	4024.3707373995258	3756.0652012565615	7042.126747988285	5031.443293929991	5740.5600882534145	4573.567732181069	5807.0253958036665	4841.033504959873	3710.7561776809835	4628.796506943547	4496.185254098492	3493.9154082722002	3494.0744576053808	3227.409565508825	3722.697854262295	3356.7389110962663	3461.6341427385073	2584.9885121173807	4425.2596043661715	3757.1150813327877	4596.219267517856	3593.8055735016246	4613.288542991339	3912.4378102408655	3311.596721073683	4140.381404293167	3545.219696345885	3307.5279887726565	4095.392221712893
P441-PWY	0.0	0.0	0.0	8.326530612244898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.714285714285714	3.4693877551020407	0.0	0.3846857142857143	0.0	6.244897959183674	0.19817142857142858	0.0	0.0	3.2989714285714284	0.0	6.244897959183674	1.7485714285714287	6.415094339622641	17.346938775510203	4.861028571428571	15.26530612244898	0.0	0.0	4.163265306122449	0.0	6.938775510204081	2.0816326530612246	8.326530612244898	0.0	2.0816326530612246	0.0	0.0	13.183673469387754	6.938775510204081	0.0	0.0	0.0	0.0	6.938775510204081	2.6815815668202765	5.128020444072057	1.1657142857142857	0.36193548387096774	6.133877551020408	3.4693877551020407	6.244897959183674	0.0	0.0	0.0	0.0	0.0	0.0	0.2813793103448276	1.3877551020408163	0.0	0.0	0.3846857142857143	1.3638857142857141	0.0	1.1657142857142857	0.5253753694581281	0.0	0.967542857142857	0.967542857142857	0.0	0.8441379310344829	0.0	0.3846857142857143	0.0	2.7755102040816326	0.0	0.0	1.946742857142857	0.967542857142857	0.5627586206896552	1.1657142857142857	0.0	0.0	0.0	0.5828571428571429	0.0	3.4693877551020407
P461-PWY	0.0	0.0	0.0	9.600000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.931034482758621	11.200000000000001	4.0	0.0	0.44	0.0	7.2	0.22666666666666668	0.0	0.0	3.7733333333333334	0.0	7.2	2.0	7.5	20.0	5.56	17.6	0.0	0.0	30.981818181818188	0.0	24.20779220779221	13.066666666666666	9.600000000000001	0.0	2.4000000000000004	0.0	0.0	32.27359307359308	8.0	26.73417721518987	0.0	0.0	18.666666666666664	86.61471861471861	15.559999999999999	26.939999999999998	17.0	22.5	33.980779220779226	42.96103896103896	28.394805194805198	24.689655172413794	29.333333333333332	0.0	19.74025974025974	12.46753246753247	0.0	17.373593073593074	18.154112554112555	14.666666666666666	54.25287356321839	69.19956736410687	76.02413502109705	18.437363596682673	18.660264804306706	45.9972457442165	8.50632911392405	28.481498731153906	40.32744588744589	8.0	11.774358974358973	0.0	7.731139240506328	10.666666666666666	16.060759493670886	0.0	0.0	2.2266666666666666	21.106666666666666	8.08051948051948	2.6933333333333334	31.1204657411554	0.0	46.07613076578595	29.215737848649244	12.46753246753247	39.581538714450105
P562-PWY	710.4027272727272	817.0572727272727	674.0881818181819	571.4272727272727	425.9818181818182	474.76363636363635	691.1454545454545	488.6363636363636	648.676923076923	721.8181818181818	570.1845454545454	865.090909090909	730.4304195804195	578.5427272727272	825.1581118881119	555.2498601398601	821.4181818181818	794.1598951048951	542.1171657754011	544.315909090909	474.09090909090907	553.4690909090909	1112.5695187165775	320.14	643.8917482517483	605.8	592.5063636363636	625.3127272727272	678.4731550802139	727.7997202797203	961.1090909090908	809.9636363636363	819.7845454545454	660.0909090909091	757.9636363636363	689.420909090909	1018.1414808720691	1080.8584615384616	837.9636363636363	1168.9108021390373	1327.3942257742258	1145.6316783216782	1102.381818181818	1109.010909090909	1318.1454545454544	544.8598930481284	852.4261096256685	559.7711912225706	746.0653960339863	754.7713523950695	790.6681537110918	927.3139637059298	849.5087715529905	1012.2387748762394	1881.1962563118623	2128.362379768569	1683.6466358329403	2298.561012664792	2117.5753694061473	2259.786366264572	2064.695238061705	1949.1315565994619	1963.5672229799525	2101.0317681699107	1520.050226605358	1909.5554835649184	1558.7285868929832	1689.49645192429	1653.7741956772809	1524.0708086031616	1282.8201455518547	1500.9005867334145	2455.4574373080513	2694.5448345093946	2223.153749274013	1991.889761752838	2114.518972614572	1918.068037458895	1909.6828563124855	1596.3020337994449	1902.3677856975762	1246.5443305562803	1373.7118195890796	1178.9607158086922	1419.5404912773163	1282.7929906097959	1630.6148392810348	1265.871780418791	1335.630998165944	1348.583579051483
P621-PWY	42.666666666666664	73.33333333333333	81.33333333333333	45.33333333333333	56.0	41.33333333333333	21.333333333333332	81.33333333333333	64.0	28.0	62.666666666666664	58.666666666666664	42.666666666666664	0.0	0.0	34.666666666666664	40.0	24.0	60.0	45.33333333333333	49.33333333333333	86.66666666666666	120.0	74.66666666666666	77.33333333333333	97.33333333333333	112.0	56.0	65.33333333333333	48.0	68.0	60.0	45.33333333333333	0.0	30.666666666666664	28.0	33.33333333333333	41.33333333333333	30.666666666666664	42.666666666666664	49.33333333333333	49.33333333333333	26.666666666666664	38.666666666666664	49.33333333333333	56.0	70.66666666666666	44.0	29.333333333333332	41.33333333333333	41.33333333333333	16.0	26.666666666666664	29.333333333333332	54.666666666666664	34.666666666666664	46.666666666666664	26.666666666666664	38.666666666666664	52.0	32.0	41.33333333333333	40.0	56.0	58.666666666666664	53.33333333333333	46.666666666666664	32.0	54.666666666666664	41.33333333333333	57.33333333333333	37.33333333333333	22.666666666666664	37.33333333333333	61.33333333333333	33.33333333333333	36.0	0.0	54.666666666666664	0.0	30.666666666666664	21.333333333333332	29.333333333333332	22.666666666666664	50.666666666666664	58.666666666666664	22.666666666666664	30.666666666666664	44.0	25.333333333333332
PANTO-PWY	7745.551853108765	7871.65801934449	7550.462409020288	6967.737686524002	6683.812072649573	6560.037256996816	7184.60138132851	7305.7880738705735	7010.517161172161	7583.645631868132	7896.017540106952	7818.143163650076	8070.316995504496	8113.456087246087	8062.473410364146	7851.244614902641	7877.483818681319	7827.1304610095785	7908.6572593256415	7153.944994542495	8039.417974155474	8167.483629211919	8473.623687293099	7969.366196450608	8248.122554071315	7975.262182325472	8736.099495571509	7482.550383880825	7728.000417474682	7416.1163787138785	7970.714856021172	7935.633721562235	8014.1728571428575	7319.613543956044	7448.679294594294	7576.977727321698	7677.10423721159	7744.57686327862	7821.243451940217	7866.881437195129	8305.639524948736	8072.45193056943	7846.862025562157	7523.618816753422	7525.413193319664	8144.800177046895	8255.987850140056	8347.555876623377	8138.672696078432	8314.325788133436	7963.4470690422795	7622.955151640986	8158.369973085738	7735.748123988598	8225.842952374423	8227.1938967034	8088.8547978796805	8537.614965604113	8428.908615570705	8668.014938109362	8380.650501945767	8360.402651711034	8446.821055650233	9357.71330430354	8895.372011669846	8723.812023239918	8093.559301737479	8423.062711102622	8357.877624927703	7508.677546895256	7574.646544460184	7806.09111264226	8591.284947037497	8643.92517144627	8486.521319908761	8175.686806592101	7994.211345606406	7975.270873236671	8422.531070786797	7865.173510107539	8300.278950629923	7782.987111913886	8252.105398523045	8034.125920932009	8038.317802078726	8065.150411833265	8366.53085778927	7936.118986395957	7829.707595522125	7908.023348073495
PANTOSYN-PWY	6477.0178359383235	6684.048298180973	6238.767942856396	5760.324461221296	5469.245456012782	5524.480096683553	6051.755563781871	6054.767316630643	5942.740756255939	6358.9222940850395	6454.719133950698	6513.218516614625	6689.961315447465	6595.659521977305	6713.777844875499	6221.0711018498305	6200.794841528629	6567.687472407916	6544.551112203016	5792.009788588384	6702.842130885614	6533.582414931605	6973.089432819691	6498.823472120291	6901.526576992448	6333.885015478475	6871.232561246112	6040.567733202872	6176.29476283217	6179.883742034508	6572.530795727382	6589.701103403945	6616.68125	5702.257312182079	5754.26254259908	5982.800499847671	5856.286643182945	5851.35532643426	5534.88575105268	5869.922386245766	6553.289261461791	6298.290565247164	5854.967377765962	5372.746100286013	5440.086049606377	7282.237794422128	7513.691916877805	7481.594216497017	7267.728064585506	7463.583367898272	7213.816646319097	6358.702994971508	6863.007497578835	6395.256374124397	6886.17266869928	7113.989979254746	6877.126851173823	7432.950195003458	7196.946428416395	7381.776102902871	7240.593936784122	7249.69180460355	7338.737799400581	8911.787912651485	8271.214737659964	8125.077068069163	7421.273698501453	7721.64786505769	7876.858339483155	6621.529576522995	6692.968822483488	6960.0519417270925	7366.064747007995	7373.250809433066	7188.929675635918	7047.027154173261	6727.353895546924	6723.479350564272	7025.8262275055085	6786.258913464758	7319.9246973499385	7003.656212938103	7614.9039402932995	7358.832312779278	7303.796717915746	7385.763446724425	7672.1000658588555	7205.951411849901	7099.9576341960155	7120.552897319423
PENTOSE-P-PWY	5590.850633731275	6146.04175152712	5340.278819289849	4311.792160342025	3987.2609247728187	4100.555205831682	4717.387523978998	4698.415738730195	4791.8370469443635	6127.2583527556235	6574.018336674328	6189.420581482783	6636.602360763288	6796.067311958242	6840.600638593762	6398.881043101547	6184.293571637358	6321.542244129996	5959.745450979827	5354.519621852174	6358.920826188975	6858.547159184035	7107.792631721306	5927.645942003746	7234.741098463425	6657.391503340821	7074.073143316802	6117.6072467232525	6086.171359537816	5783.3882152192955	6702.083610822363	6205.2481158750725	6330.213087247888	5821.8876961618	5660.7627396333455	5626.034547920823	6112.379343186679	6292.513790665803	6307.060306175538	6744.23894704521	6888.861054620618	7046.676878427952	6839.965011541574	6336.634071308397	6498.601204528661	5936.120146490535	6359.6704066882385	5956.24650658107	5696.192797726664	5817.931996075804	5795.203705836257	6265.973945706403	6431.405660103255	6454.957603421283	7181.809977755041	7253.8389661430865	6929.801611265937	7177.011863069244	7032.776821285983	7484.948818406894	7167.716493396881	7155.4213640558055	7197.762054430345	6626.241379105739	6906.513481407465	6811.904416728337	6711.955552088816	6517.175893779134	6730.889981315754	6595.36566357891	6153.36838438517	6607.461997527703	7622.941432508082	7925.542773147465	7472.945054549656	7216.16281832932	6926.144498253532	6925.590494496444	7336.1251892802675	6434.493957757727	6982.090669949244	6217.76704729692	7119.58706312446	6688.732660067697	6724.45030554157	6895.782313813611	6976.706855725966	6885.000745722335	6718.989735446558	6820.185409686693
PEPTIDOGLYCANSYN-PWY	8164.999938563901	7788.124895917214	7561.889433848367	7279.838262710025	7681.622574605264	7418.036715009879	7429.669434034909	8238.961508968132	7056.590859769084	7692.422905270269	8382.572147558254	8220.626558368554	8154.096378840182	8348.833099023268	8406.208364622247	8311.998097076365	8891.847083461671	7975.08766447395	7785.323143442191	7669.4813460056075	8175.320245382033	8688.781503601771	8821.888801670288	8797.75271724221	8246.569345760912	8331.96926230671	8831.30802785265	8090.298865067199	8270.182608654903	7880.1287623948465	8611.745445284978	8171.574931103728	8563.842570262133	8090.5380910394915	8297.327239963754	8358.765269324886	8096.610547164343	8188.238304212351	8336.501498281334	7931.108274239457	8468.069423104364	8106.650776514082	7736.302874674787	7830.197915850309	7878.63797738919	8434.417781584001	8536.652790116601	8647.418686495586	8426.32071616802	8470.828008031564	7997.284570414078	7931.861177317055	8322.38166564279	7882.940378235825	8413.972699271506	8309.266392696283	8155.105012936483	8517.051061816306	8590.582123948981	8673.103989284236	8403.208241051652	8306.470767002666	8459.355080156973	9458.615377361873	8966.438089435693	8890.452923891135	8407.182772537502	8488.302992300922	8565.137014275422	7699.357346809019	7554.693285288493	8010.82062451082	8691.499994648333	8952.647943164473	8562.960449678354	8268.308565006295	8110.892658214512	8054.2155269647155	8478.306853501628	7816.368295148185	8248.327412763292	7867.479049426994	8326.797263587267	8086.300094576884	8134.367547279403	8054.470264340885	8373.360843898492	7938.580269584358	7876.361501101203	7979.622194054546
PHOSLIPSYN-PWY	9852.299296017543	9612.38483409194	9217.055641764458	8421.491280746284	9151.049942244252	8818.254841163523	8708.631855680918	9905.839110096505	8454.107930926466	9217.943989688423	9974.390580820746	9711.412739882566	9466.728736192124	9893.259537471153	9692.667917979259	9930.94912277322	10514.24769430667	9146.731548744498	9884.724879564214	9743.075197751963	10306.105249625874	10573.93943871166	9905.81763236116	10891.67011745287	9832.22078036462	10024.572321332316	10483.772164240505	9591.876390714642	9976.96383924865	9672.36868581889	10212.577709841637	9625.536625648816	10204.306775503892	9734.324306613542	9817.86357005959	9959.72091167309	9640.441665181806	9836.811928302035	10108.592956564162	9574.52578150874	9775.01882282209	9806.517933213092	9466.909803952989	9688.089132500923	9342.22705658753	9112.856960979356	9201.938523211868	9450.974110749814	9322.871322417046	9283.233542113214	9026.830498744514	9404.311771816976	9949.194445784351	9365.18007048762	8820.040547564688	8799.989665288065	8514.84721318901	8921.032346534284	8995.290141936908	8707.126546110669	8788.687641354118	8588.627190877793	9007.759090151329	9183.560258473919	9186.385715707851	8697.070369300774	8035.6038921980835	8125.152708504568	8244.40655307831	7320.026833238377	7361.281330777752	7646.734219407299	8942.41507003181	8756.957686496446	8671.505851345442	8328.509944518604	8189.454914862153	8088.808668285232	8741.97858513559	7730.883824873159	8590.940007384292	7774.823066468693	8100.410964935687	7653.619557436656	7998.838584835055	7923.460056167945	8024.380671484016	8088.429220710859	8125.1730984836995	7724.399399420794
POLYAMINSYN3-PWY	10.32258064516129	0.0	0.0	9.29032258064516	21.677419354838708	10.32258064516129	12.387096774193548	15.483870967741936	5.161290322580645	0.0	0.0	0.0	0.0	0.0	0.0	0.3443478260869565	0.0	0.0	0.1773913043478261	32.0	0.0	2.9530434782608697	0.0	128.73997825299023	1.5652173913043477	0.0	0.0	4.351304347826087	0.0	18.58064516129032	0.0	18.58064516129032	0.0	0.0	0.0	17.548387096774192	0.0	0.0	3.451685393258428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.677419354838708	2.605530043966781	0.8660869565217391	1.0434782608695652	0.0	0.5217391304347826	0.0	0.0	0.0	0.0	0.0	1.5483870967741935	0.0	0.0	0.0	1.032258064516129	0.5161290322580645	0.0	0.3443478260869565	1.220869565217391	0.0	1.0434782608695652	0.3443478260869565	0.0	2.4144740532959323	0.8660869565217391	0.0	0.0	0.0	0.3443478260869565	0.0	0.0	0.0	1.8064516129032258	1.7426086956521738	0.8660869565217391	0.0	1.0434782608695652	0.0	0.0	0.0	2.070126227208976	0.0	0.0
POLYAMSYN-PWY	74.0	52.0	87.0	97.57894736842105	68.0	133.0	44.0	118.71428571428571	46.0	30.0	3.652173913043478	0.0	8.842105263157896	3.1578947368421058	39.130434782608695	0.34941176470588237	81.0	5.68421052631579	39.18	112.0	0.0	106.710756302521	113.52173913043478	193.39725400457667	61.588235294117645	147.31578947368422	108.78947368421052	70.80659846547314	97.19908466819221	109.0	104.0	38.78947368421053	82.0	61.31578947368421	53.89473684210526	54.578947368421055	74.0	62.89473684210526	74.3391304347826	37.0	70.42857142857143	44.17293233082707	4.571428571428571	0.0	30.0	0.0	44.31578947368421	13.460160759956155	8.779444647424187	8.760686883449031	5.826086956521738	30.234217256696727	38.23864007845701	39.15004903563256	49.85714285714286	26.0	32.285714285714285	3.279503105590062	30.857142857142858	0.0	0.2526315789473685	2.406015037593985	0.0	0.0	0.34941176470588237	2.3816806722689075	4.0	30.058823529411764	50.04715612560814	0.0	46.922301790281324	61.61795396419437	0.0	0.7578947368421053	0.0	42.95189623675557	1.1428571428571428	36.097744360902254	70.47826086956522	66.96894409937889	13.768235294117646	38.87882352941176	30.50526315789474	22.18925831202046	4.434782608695652	18.0	27.0	2.09462915601023	6.0	45.37528604118993
POLYISOPRENSYN-PWY	8665.291428571429	8163.816666666667	8437.972714285714	7944.230659340659	8418.80619047619	8488.114673992673	8481.48238095238	8722.52380952381	8322.789523809524	8397.252476190477	8576.520952380952	8589.683571428572	8376.21380952381	8714.246666666666	8423.865952380953	8813.192761904762	8778.939047619047	8209.14	8759.565619047618	9288.637545787546	9034.939523809524	8505.139761904762	8450.491476190477	9416.628095238095	8512.571904761904	8831.511428571428	8704.726095238095	8777.312857142857	8864.122047619048	8654.369523809524	8910.279523809524	8670.949619047618	8860.240952380953	8781.094761904762	8815.885714285714	8637.207619047618	8759.200366300367	8662.749238095237	8786.783347985347	8588.42057142857	8322.685142857143	8374.91761904762	8269.030571428571	8596.464666666667	8375.159194139194	8253.173904761905	7859.883333333333	8178.103666666667	7937.328446886447	7989.537398303451	7936.414761904762	8429.992899749373	8437.363424908424	8453.805619047618	7887.207523809524	7809.772197802198	7733.685428571429	7681.858380952381	7599.816783882784	7945.798882205514	7842.5973884711775	7764.578333333333	7687.083571428571	7042.340045112782	7355.949571428571	7382.309142857142	7802.798857142857	7362.689190476191	7589.872857142857	8122.60152014652	7757.202692114903	7811.963351648352	8108.317366300366	8256.579413919413	7938.332047619047	7781.976521303258	7682.816619047619	7547.23052014652	7889.360523809523	7492.9039824561405	7471.996	7285.379408521303	7325.001428571429	7419.532	7467.392238095238	7657.4701904761905	7537.809453634085	7334.3304761904765	7498.372761904762	7627.356428571428
PPGPPMET-PWY	234.16666666666669	91.0	162.77777777777777	132.61111111111111	217.86111111111111	184.66666666666669	105.44444444444444	246.77777777777777	75.44444444444444	19.0	65.47222222222223	62.611111111111114	32.77777777777778	5.277777777777778	0.0	65.36666666666667	71.77777777777777	44.77777777777778	190.55	289.77777777777777	202.0	148.4777777777778	159.22222222222223	788.25	91.22222222222223	250.11111111111111	132.02777777777777	240.63333333333333	200.66666666666666	170.72222222222223	128.88888888888889	131.11111111111111	105.72222222222223	124.16666666666667	143.38888888888889	165.66666666666669	186.5	206.97222222222223	252.88888888888889	82.11111111111111	68.66666666666667	104.33333333333334	42.833333333333336	99.11111111111111	69.44444444444444	106.33333333333334	121.52777777777777	118.2388888888889	121.77777777777777	131.66666666666666	172.14444444444445	47.361111111111114	27.88888888888889	79.25	109.19444444444446	128.33333333333334	102.08333333333333	164.41666666666669	149.36111111111111	159.38888888888889	119.41666666666667	214.97222222222223	141.13888888888889	84.94444444444444	109.22777777777777	88.77222222222223	154.13888888888889	212.61111111111111	51.03333333333334	46.25	233.50555555555556	154.31111111111113	112.94444444444444	84.80555555555556	95.61111111111111	183.61666666666667	63.88888888888889	130.88888888888889	25.555555555555557	247.97222222222223	229.02222222222224	248.5611111111111	40.30555555555556	215.11111111111111	131.16666666666669	14.027777777777779	157.55555555555554	105.61111111111111	127.83333333333334	220.52777777777777
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	1788.4245245136983	1885.0937442914972	1596.643019185202	1371.6335001416296	974.8547270457383	1116.7590735670049	1399.487034064562	1320.271219798781	1457.819914809642	1320.3873414534353	1350.2098713623895	1540.5971672918402	1480.405433887549	1020.0645640074212	1800.1006507218272	1167.0530100170813	1508.7435810279167	1634.0157233557366	1385.3966736384714	1250.2849954872427	1068.9763985494321	1361.9601259820693	3004.8047365972398	1623.1612307190496	1577.7985610423946	2205.2966843520976	1416.186452648475	1506.2914249883186	1541.4482010784984	1674.645787316402	2309.01821558041	1525.6978568996547	1292.037177248836	1429.6937102113573	1671.0972445634707	1494.856208624128	2139.5951545296243	1944.9748086691266	1839.3862111868025	1784.8060642811204	2330.026865119899	2328.8996127644114	2059.612977284887	1891.6029569008401	2843.9608511338847	1405.088812080071	1797.2370308072361	1282.848551431329	1533.9439074479144	1639.5843572754004	1545.9813336408654	1569.0936798899293	1497.6978174867024	1668.1054565548186	3700.3553999223113	3722.58035036949	3344.656989916826	3964.7351937929684	3887.211106304142	4248.566049275686	3696.5448142055957	3914.173279866218	3617.1268475977026	3546.063076618422	2703.505207437191	3530.1061325548444	3460.8539656598086	3200.1537971416724	2935.849565499228	3265.411105480249	3069.5111374338294	3280.2245980714906	4060.577801176572	4281.773821956849	4632.49993766533	3843.5744459960983	4090.598450080102	3940.4148714031066	4071.2046367732287	3709.3782777417186	3505.3214242044924	2854.414886749496	2796.8133679328407	2887.887276819608	3299.585160842666	2953.809523851689	3267.7649281094946	2887.294681560598	2810.019775498675	3112.7153055211197
PRPP-PWY	0.0	0.0	0.0	6.644951140065147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.488372093023255	7.752442996742671	2.7687296416938114	0.0	0.3777777777777778	0.0	4.98371335504886	0.19461279461279465	0.0	0.0	3.2397306397306402	0.0	4.98371335504886	1.7171717171717173	5.743243243243244	13.843648208469055	4.773737373737374	12.182410423452769	0.0	0.0	28.229452314218616	0.0	20.956063934550414	11.261237785016286	6.644951140065147	0.0	1.6612377850162867	0.0	0.0	14.079312173320202	5.537459283387623	0.0	0.0	0.0	16.8	76.39859653301795	17.302366229236036	29.20366486273164	23.626770745282116	18.053097345132745	28.647874869647787	47.967492379207584	25.146504052723277	8.302325581395348	26.025433526011565	0.0	17.95813953488372	11.86046511627907	0.0	3.778680075424261	16.581910461328686	0.0	49.65627100416722	62.9821889888425	48.27972692274477	9.488372093023255	15.377339284316028	20.650838745722464	0.0	27.0431916059823	11.624586954819513	7.199999999999999	10.095147633182316	0.0	0.3777777777777778	0.0	2.214983713355049	0.0	0.0	1.9117845117845118	18.63802962184465	7.557360150848522	2.1189384481519316	29.651162790697672	1.2056737588652482	44.233366320303475	23.107274293320803	11.86046511627907	29.089165945460017
PWY-1269	5283.774285714286	4258.507142857143	4845.285714285715	4341.418571428571	5122.687142857143	4987.34	4672.928571428572	5944.785714285715	4343.632857142857	4153.044285714286	4744.812857142857	4599.857142857143	3738.16	4150.33	3713.99	4699.768571428572	5242.4457142857145	3610.5271428571427	4914.9	5567.027142857143	5440.455714285714	5210.608571428572	4182.857142857143	6517.337142857143	4058.0442857142857	5145.17	5180.785714285715	4577.908571428571	4771.152857142857	4400.194285714286	4341.0	4280.73	4762.51	4954.064285714286	4614.348571428572	4890.972857142857	4769.784285714286	4785.928571428572	5379.862857142857	4196.68	3669.312857142857	3714.2585714285715	2904.16	4412.348571428572	3652.3942857142856	3449.84	3105.2042857142856	4013.072857142857	3763.194285714286	3674.055714285714	3637.3814285714284	4026.154285714286	4105.035714285715	3965.3771428571426	2449.1785714285716	2058.714285714286	2358.4485714285715	2575.6	2746.8171428571427	2521.074285714286	2242.4994805194806	2510.661818181818	2366.0935064935065	941.9414285714286	1460.6406493506493	1567.531038961039	2166.4433766233765	1885.946103896104	1446.2114285714285	1873.8614285714286	2506.9871428571428	2445.645324675325	2157.388831168831	2148.462857142857	2076.887142857143	2163.1442857142856	2316.804285714286	2030.5557142857142	1797.9385714285713	2472.055194805195	2074.5657142857144	2248.564675324675	1309.04	2154.4685714285715	2097.6796103896104	1399.93	1693.5636363636363	1846.3655844155844	1834.928961038961	2133.896883116883
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	2.5	1.0	0.0	0.0	0.0	0.5	0.0	5.5	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	1.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.333333333333332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.333333333333332	0.0	0.0	17.333333333333332	0.0	10.666666666666666	0.0	13.333333333333332	0.0	8.0	10.666666666666666	0.0	0.0	0.0	0.0	0.0	24.0	16.0	0.0	0.0	0.0	0.0	0.0
