pathway	K01	K02	K03	K04	K05	K06	K07	K08	K09	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K26	K27	K28	K29	K30	K31	K32	K33	K34	K35	K36	K37	K38	K39	K40	K41	K42	K43	K44	K45	K46	K47	K48	K49	K50	K51	K52	K53	K54	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36
PANTOSYN-PWY	7961.531881259688	8143.016907005659	7824.540474388573	7578.905968246745	7483.160677807559	7396.76454238676	7765.668290787271	7775.517794372381	7648.940870886628	8015.605821417839	8161.9473729426545	8125.317328472331	8283.536104439323	8310.442278534854	8265.401156348285	8107.107788109555	8161.454279049373	8188.739371198198	8134.261896516043	7548.836066597752	8247.301806599498	8187.3778821591	8338.576577750331	8318.00193657583	8306.55281416348	8061.128438340523	8529.545994427723	7824.641800154852	8065.907013255639	7844.130370736269	8301.95011159181	8186.732399511438	8332.627335554267	7715.471510106642	7751.554618314761	7963.5886590509535	7852.31270111415	7772.52308307207	7663.905254062985	7750.963232863447	8108.287458043473	8008.511148004115	7961.51451566796	7498.680255164601	7637.452498773349	8344.442420605757	8443.31316726345	8503.809657407808	8324.423462552673	8382.306329294623	8183.267495322163	7950.0169790163745	8309.006789211831	7979.11963633734	8111.35892355219	8300.85610027961	8109.762951472847	8507.353891398216	8406.27188970131	8478.072604098073	8394.645917390495	8424.500677088929	8468.07416020754	9406.244596528646	8979.893523956409	8837.157832997906	8285.42736233819	8648.780525245253	8576.54757628446	7731.211343425195	7969.353084009745	8058.3343487912325	8467.89961076756	8449.289050444444	8345.978524775144	8199.452981747772	7872.339770038722	7964.471770333322	8137.3303727575385	8100.6829796365455	8363.54541520306	8144.535795347983	8259.49679156653	8300.350031239486	8184.010626615934	8076.676189377031	8352.306361728999	8207.760097867202	8092.200373151724	8187.437455717097
PENTOSE-P-PWY	9339.250011245023	9229.219271379829	8798.879570396795	7939.290110761225	7907.279182024767	8023.942888593772	8314.35311550914	8721.744959069352	8128.628725992823	8877.81734769253	9315.948036406427	9267.060568841433	9316.507307996277	9377.64268386702	9565.089291500035	9353.622009648454	9517.284474916949	9114.995624972187	9105.286528431885	8847.789709853218	9439.192300806944	9612.587361630758	10086.252774673725	9716.366179143213	9712.881652359323	9636.482263608683	9834.148865244912	9137.235804118243	9230.751278078049	8921.986819189335	9765.907354413464	9306.358800308468	9308.601519070557	9036.028963159071	9132.494136977919	9134.165129779052	9192.070027241894	9318.339754180906	9314.858444017518	9268.387063883147	9450.964855189957	9419.009887424425	9099.660591305312	9113.228631885162	9260.009241508746	8907.662522849816	9165.646271556187	8938.444188802032	8759.616903603852	8847.051929362804	8699.49650826978	9066.140802596248	9213.212327205245	9163.817502843734	9718.290209174242	9726.177573240218	9528.910788208255	9879.260785094219	9791.508083971268	10036.091043015284	9783.101496381814	9869.378632120093	9790.592180952395	9142.2137821957	9414.368161923878	9397.26708996267	9405.611846000627	9269.410204319234	9230.823261930465	9124.057451739887	9188.166885950404	9431.687068669526	10119.757911838768	10265.301662868316	9996.306638206594	9773.215541052277	9442.563860264254	9459.776884898625	9563.400701907574	9354.49146181341	9572.518017892548	9125.778234401581	9311.967019050224	9416.826288131997	9392.96054929701	9200.383898849452	9494.703790449697	9396.414655847891	9213.924769374667	9487.577724176035
PEPTIDOGLYCANSYN-PWY	8910.179490249375	8584.212847249695	8342.94237826506	8072.279082863183	8326.490242564747	8047.137250125418	8138.8047776193025	8861.814192607037	7962.377333687638	8424.48231971369	8907.528960707137	8784.416554824013	8803.203880334371	8903.395217074964	8939.667353956382	8882.411858774074	9350.484691836456	8644.593593258132	8592.578932965134	8346.203271089136	8909.233866906681	9237.494586946726	9341.386636914209	9406.699164976866	8883.439656135346	8921.940813595265	9418.728899866946	8632.751863561394	8863.391657293752	8459.479032431218	9135.455930762238	8769.881932840548	9102.834733101776	8634.736546586328	8813.456515304315	8927.915402496297	8655.662467698636	8770.003885608663	8842.58393650115	8519.867408807879	8918.439109658753	8632.49029913464	8217.084563306282	8409.348981719722	8372.292237599982	8768.720779821353	8896.250645299702	9001.128168128742	8821.064864170377	8863.64881641995	8438.400446289268	8514.132191504033	8908.91271663953	8474.74964483743	8776.60038569191	8694.384048442398	8549.846820982122	8921.723299226112	8957.946396138246	9043.64489363961	8792.758470578674	8714.295156159022	8870.503292995787	9675.55369498675	9259.902665288466	9169.758106654408	8708.332094042484	8806.939796917472	8865.693098235797	8096.633778829477	8005.325045555699	8379.813994171589	9066.996381647927	9302.639318317819	8960.137633821005	8647.42048665897	8473.980356854212	8416.795506206337	8798.36234857442	8203.716325351454	8629.42942668579	8242.04952090914	8647.648791714953	8458.17447526118	8516.940007179837	8426.184159904686	8732.643329147237	8323.099957319831	8274.853816258064	8357.515824633825
PHOSLIPSYN-PWY	11539.884571011835	11084.083676364484	10655.39331458005	10016.13248355317	10481.106605258405	10239.231191894685	10179.55005301335	11319.54605972309	9853.041427967173	10669.409561189126	11601.668537336327	11324.71240685042	11142.848750664685	11490.53229251246	11511.316611230892	11523.22706075513	12233.896786464136	10871.042393477332	11113.879875217752	10850.836600125709	11600.956383995897	12088.614698076193	11993.726295485778	12397.613961463763	11392.365908924152	11630.303890113482	12138.325592122912	11178.117466247519	11534.960683606721	10967.818713766334	11799.082216939236	11278.810078728116	11753.160171654104	11180.8634911807	11376.736620807718	11560.711070445037	11347.97435954698	11480.257407721037	11609.742024727739	11085.91792495241	11427.266949438721	11048.930996690618	10561.127823907083	10882.932778834302	10698.435936684244	10714.338840825903	10796.940154404032	11051.679714856988	10968.434261154567	10907.99760618921	10500.736267631832	10968.653850154518	11388.884308639004	10865.05796763707	10956.89692596155	10741.561607225038	10662.629616166529	11130.254251904265	11160.324605212452	11244.22945319636	10931.767470947903	10878.782289779685	11047.659424110481	11565.414912574108	11132.384253322238	11089.996628215433	10708.17516284319	10791.778063448673	10620.146355132956	9762.314583113408	9818.2238154084	10374.040513003816	11281.230826229868	11432.711754238815	11074.61616669949	10745.711730507248	10451.408879300003	10508.910945646792	10909.332716269906	10269.166439220033	10749.216214740856	10202.078731764712	10504.706246092337	10442.388779692272	10508.803820391973	10215.595845466949	10717.74830718194	10283.45126943395	10129.146469768864	10329.237890565479
POLYAMINSYN3-PWY	1831.5989491783191	1585.6274367734322	1557.6907346690966	1454.5890674614056	1356.0512894814062	1431.8363457753665	1247.33273341132	1652.9258570030554	1285.6409071134294	1449.4752087533848	1965.7341720121249	1802.58761429698	1383.831964128003	1457.047162828459	1806.679408057759	1790.9806573560115	2085.58630979647	1632.324098634288	1683.5148843332468	1691.648918288976	1413.2196776166663	2107.399631393876	2001.5390946956725	2774.8156890994364	1705.718959925443	1975.6769519959146	1672.6646479090448	1963.5108568817689	2085.436942711952	1958.3390788911092	2138.7386973159655	1788.1840311140656	1829.6702739486625	1775.0054245592257	1765.2368780271026	1757.4061093339421	2239.1783561425855	2138.1237166014844	2218.960248501539	1640.063097370378	1883.514049784441	1857.9473108113973	1863.8956031599807	1837.3183607536655	2090.960624736869	1946.9033308166697	2012.4336616079866	1920.2904786869055	2065.4231669211235	2016.9823110627215	1848.1216040670495	1683.3280900014702	1744.0532156546965	1790.8305488038316	1564.0867268933089	1448.489301199887	1600.4239764309518	1785.608306508831	1740.4403729422352	1677.430591498827	1567.6102250258812	1806.926533771059	1599.2913653307617	1209.6874964702233	1202.4665022689758	1420.3885599375287	1659.7408030098795	1613.430587508199	1300.6391598221257	1536.771177545872	1905.0408651834287	1967.120900215855	1509.3772804281348	1535.7203282765952	1465.1239792472502	1710.547505950439	1581.259395286102	1557.9901622290347	1169.7091547473074	1887.1016920487884	1600.3113536471885	1722.2829249142321	1169.9143399949346	1608.7701373324692	1699.7945389704905	1047.1220472313184	1506.5489622423643	1443.1410038658687	1391.9312574465039	1702.8828599179812
POLYAMSYN-PWY	1908.8857428439685	1663.3287211187337	1644.7224621019386	1572.8237203782037	1432.2116773066418	1520.8037612812172	1319.9775708735172	1741.561095807379	1356.6067653940574	1517.0542425408428	2027.887245202723	1859.899905057637	1438.800772660117	1506.3284692183447	1880.596708683068	1840.4591757237745	2132.1157011143596	1709.6396927654023	1751.1581873496964	1769.6727013898724	1441.8111211056528	2191.723082427759	2123.2979812988788	2839.5653530978257	1792.5323983379822	2084.9130026317207	1744.8599743765049	2043.1283738620295	2157.2175466297517	2045.1557096271383	2237.1922478296933	1887.5933981835528	1900.3267010596344	1845.9009711022338	1841.9967428300924	1849.734383958718	2391.013165185135	2286.162871577244	2367.88289041961	1780.5868720893777	2068.417948189547	2041.918667902107	3240.5847856192627	2010.0246101289563	2339.722816483057	2023.668287652522	2142.1973121808637	1997.4296190478349	2159.37214084795	2112.0308081113226	1938.0541255992202	1751.5279579105872	1828.1979553683907	1868.9915058830202	1988.7825899800316	1860.261540045377	1861.0729725462659	2033.834736535374	2148.6527330680747	1934.505408667165	1891.8201862315343	2094.893584396202	1827.6408312826543	1693.9421740094122	1317.6819340501663	1845.1604679052086	1795.7878402152646	1909.5442709055512	1542.4937625802988	1880.690622477948	2085.557150135061	2267.1703057413333	1668.90302882155	1891.8099851310772	1753.0764036042283	1999.2744865296686	1883.2770803458586	1848.9002072019882	1569.886149864594	2148.028635581179	1797.247341129528	1845.5544645415891	1268.1610051599303	1719.0546176509558	1839.2864865058398	1131.1575739765156	1625.8906336947189	1555.2611671742434	1509.0113631460274	1856.0405948373716
POLYISOPRENSYN-PWY	9290.777051992878	8987.901275753211	9009.52003908217	8735.808233976384	9049.700969944466	8968.70777657634	8975.958223841384	9265.145867207686	8833.980149502688	8965.134504488475	9205.51892288189	9099.05210577731	9032.251424168137	9235.690428816648	9022.351587878264	9315.72141890659	9396.386904080127	8871.786918538206	9242.564278903079	9331.187302562446	9462.610848633203	9392.09338111072	9221.108864915388	9877.055449867423	9251.657763424251	9297.645887449351	9423.366639503569	9244.108546593043	9354.738823092535	9109.055533271781	9429.514686257218	9128.841097755867	9373.702056140968	9283.421021757838	9220.822409125863	9230.315088729232	8999.320059602102	9057.74033053049	9125.948755983833	8885.184895497325	8779.970183028576	8831.086797697157	7964.022686960404	8890.213050616054	8681.854462276686	8946.061232878033	8725.260122424808	8937.118393494968	8752.314728381009	8809.50124390769	8628.472153944225	8920.845956300207	8964.325286034344	8872.019013311274	8441.553558521078	8578.25226971002	8432.792172978321	8656.284321794183	8608.473451663278	8655.794225883154	8686.73532445084	8650.641871614725	8733.55655443088	8201.30153578667	8431.746940892945	8410.7486502824	8341.609713610602	8231.841532783235	8492.817410870784	8451.981915267024	8269.219908455603	8288.923418973212	8647.970090526234	8534.969727765689	8498.460379607417	8403.593001888941	8280.623218642482	8047.672674230209	8435.161206858087	8183.543893699592	8386.321666935679	8087.889649192747	8051.54714961225	8034.354773446541	8071.234317478853	8196.950010931247	8016.273417824476	8132.609340527693	8242.555567745172	8145.58482749808
PPGPPMET-PWY	766.4741291965885	497.751043429944	672.7616560884408	531.5701320455779	691.6072664649414	586.2143468612974	368.09677042114635	887.7823188941012	431.6894293546725	150.96438481834343	579.4753147224064	472.71486359828344	223.9841676761446	12.489336887450383	0.0	278.1686849208201	354.3823523157816	191.27657944747347	705.0499770917548	851.2861595371382	650.3592388963536	704.7504425069836	821.7427150426926	1952.1211277054567	562.6094572715265	902.7414443647812	777.0291619929249	790.1124950222747	842.4607684067366	569.7303536454511	738.234532983178	528.4849306532409	561.4898301637686	295.56726655330607	453.6192789915519	486.71882335214656	587.736667916917	628.3433883173627	698.8661579575079	507.22170241158824	343.5643305465379	581.7127862822374	314.92064526770395	375.61528316731676	347.14835879464385	445.45591128884985	535.1357708581511	439.27443572379923	384.5758666990328	490.4123839875312	600.3073396396655	183.9340428145454	225.27389845890647	348.9800361889676	625.7700875699009	557.9164146448933	644.8970312025314	552.0937978859267	620.7299576738551	653.9467551386871	539.3381292334592	856.78179478738	638.6526713833633	453.6741770581279	514.8643177142344	508.50546746359197	596.207241218479	820.7627230947425	357.34365596861727	446.74104485368	1004.4529970576796	833.2701978639388	583.8096329897322	587.3031289062455	506.68081863836693	690.2277092600718	416.46154478927156	448.14886463186446	258.2593815970816	864.4225029139236	738.0534686424047	815.0096590295335	266.15266597251946	783.4570082825978	612.3275456084006	274.8007409842138	531.5689805033128	567.7244010397455	552.5129622313399	745.7799999665853
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	2895.9867361276406	2984.5882970819503	2516.293266293104	2310.732120532541	1745.0912161389624	1959.5147703282719	2246.642930258237	2187.079352808647	2297.7966447395765	2422.453297952261	2686.6297924507203	2773.70570650979	2589.4086246927536	2083.7190942984653	3237.671992828217	2432.1055417494395	2722.5658497198033	2866.9185717767377	2370.300168779225	2007.044944524209	1934.6845496357237	2323.5485130283028	4456.836474469892	2800.922201390617	2588.3432932549567	3224.3666381757525	2176.0376193398356	2797.1490322945233	2734.7819006590685	2713.8350836169566	3794.356517945136	2736.423146032005	2426.5468062132904	2609.664979128553	2821.8247649423347	2521.7065906279486	3227.5995785623804	3017.3571280539304	2935.790540471542	2728.666101310341	3339.294762397469	3217.4037092815265	2771.154970757557	2800.3980787739474	3781.059628124617	2678.4295523725154	3129.3057834743036	2368.818723139251	2751.144678965113	2879.055468331336	2741.650409865936	2603.959282239924	2442.8477625118817	2758.026422705069	4948.3079465812525	4902.967779791817	4603.254938663409	5355.064875829472	5284.111243727263	5742.217170244303	5018.234933399098	5315.186482760846	4951.143547457582	4266.6124793429935	3727.7125632478605	4574.765562168957	4886.427910395651	4440.609732552165	4067.676968871795	4664.337902126413	4498.546595640417	4858.989762795613	5448.638880165069	5714.496494683634	6049.178528551618	5306.575087639603	5548.1928626472945	5354.120983996112	5291.845481357654	5157.036665894069	4969.654548631364	4327.788134112662	4352.031568372463	4589.840213259533	4970.326090875311	4345.932868431274	4849.011668019714	4584.239597542233	4308.321724947568	4718.508103875274
PRPP-PWY	4475.102036451443	5098.295469899145	5716.86168473937	6776.404699096728	6931.07499084935	6874.117797811267	6595.618112417013	5761.023477360489	6689.360060327369	6466.033455689116	5222.6826743483625	5512.534212297307	5342.069045461705	5031.741822199953	5018.768969154435	5590.828306642939	4240.2995926756485	5643.6653912873735	5544.077189717374	6547.718540261925	5029.185931739703	3833.246401843831	2987.288855601706	4185.614668249437	4170.064855003612	4745.499687749805	3324.8124552478234	5752.516718526144	5326.709762363118	5890.73903500978	4484.604313726447	5427.102415482132	4473.455130981441	6112.413833772709	5489.764079361139	5441.214422112541	4826.447423719845	4628.072741931558	4467.639856739126	5646.348261077293	3921.863659778665	5139.825889929731	5428.726043902973	5858.921406993485	5548.256438637734	4879.645147302168	4941.5409506677215	3900.140139812219	4538.737485432163	4441.551637514859	4866.756606796783	5812.700233068436	5280.10037722098	5741.5235931586085	4433.903862167494	5022.564605234851	4893.32607174309	4394.004701328218	4716.613347748251	3757.07847317373	4662.411634235773	5158.42507119083	4738.247348976044	3304.7188368656293	4237.234451944094	4401.127318409041	4299.679865479722	4966.3869601724155	4900.2078627801575	5820.371776911034	6205.58200423363	5718.485528255035	3664.7275322761393	2740.90759853354	3858.686919211204	4919.8951102623305	4579.778160388624	4696.585680537162	3354.234266494213	5744.126876287706	4958.960739407811	5906.25131597846	4118.89357352996	5203.503009847163	5220.962025670406	4596.793610699788	4575.424657949526	5513.23553554666	5416.323679224103	5740.972638727822
PWY-1269	5450.322435468556	4442.464034889498	5046.364652808095	4565.136998879044	5344.08474825084	5160.947719656061	4800.574977067993	6103.115667231796	4529.464268032526	4296.782573067553	4890.05084042751	4730.574548619018	3881.40132339666	4274.410851584638	3848.7452889737638	4849.334015789607	5399.7211639170455	3736.920166205609	5196.187545813779	5704.831788442422	5689.282416272269	5395.919538186882	4331.222679950052	6726.18685004289	4244.355254551051	5248.977981858716	5445.952168207247	4703.956104206069	4916.478865294632	4518.635382772701	4505.157361458295	4442.994402376796	4917.490893279303	5099.215853440201	4745.419916121414	5053.067202080466	4877.4774239998505	4884.332294352364	5472.173187021093	4223.8809337849	3741.6283675638583	3788.560223662178	2934.2229883835794	4492.843212654055	3730.7148008179897	3758.2418451809413	3365.9500423721656	4274.892907574365	4085.2557421804236	4006.4283113782426	3955.6272393143995	4155.9937192131665	4292.356415450783	4091.0385112298936	2557.1615742830754	2187.3339389619186	2520.965328240201	2681.112746548309	2849.4078499712978	2622.3285639678697	2389.28994061036	2652.8739795324527	2549.27367850354	1476.2781601112056	1941.7316981735412	2077.5410226976173	2485.7991445216276	2431.9950140386686	1878.4721839146882	2005.2316556641208	2714.2607394450915	2622.579908962934	2296.9397028342255	2271.906717537249	2189.63207146777	2273.839098053482	2420.247268072777	2124.5653006336233	1902.8528799558896	2639.583462874539	2259.8809100384083	2544.083722471026	1534.5605746031526	2415.888172064762	2314.256101834421	1578.0044900685793	1897.412472105658	2012.8302378933342	1963.1975128541783	2306.1744765905337
PWY-1361	23.29834932281944	163.58428600377408	17.235834309017743	0.0	0.0	0.0	113.65854706141582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.68087527407183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.250929307768018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.642881961688268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0048894028063617	0.0	0.0	0.0	0.0	1.4997614124383647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.247685511744375	3.7488520426905425	1.499838775554075	0.0	0.0	0.0	0.7499370997447088	0.0	8.243389943098883	0.0	4.497770673289694	0.0	0.0	0.0	0.0	0.0	0.0	12.73377007493845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9530780040108244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993882088310982	0.0	0.0	0.0	2.871516776326983	0.9309277377351912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	85.76771611577993	113.03277961955075	117.94892410753899	72.88845476959382	52.90900340114227	58.42086931823224	47.996690488127385	120.42477020761041	87.46177665833875	0.0	0.0	40.87288261910101	44.40282957296605	0.0	0.0	0.0	0.0	41.83190923770798	116.57013895276998	82.68102980461136	84.40756394104662	63.03015803178299	86.2855216630919	114.22565466616726	65.84683362805751	83.50953319670442	62.68664294331632	66.3632819143459	67.57124699606977	49.211305073832534	0.0	69.96218666786537	0.0	0.0	56.09996189635749	35.3675351169917	74.52188444210766	81.37969517288866	72.43096333219749	35.13133543575077	0.0	0.0	34.62018864845555	76.43331469289312	97.33634146233908	47.626738290007125	89.34350291753968	63.02596410772503	47.71923188979347	24.84682419645083	55.51896345582552	14.782967413657428	1.6814357006352771	8.599865846466297	93.59731388109145	59.98519098247265	83.11882529649883	56.39159457403007	63.08185221731827	87.41542070350351	37.941142284413054	78.408613226741	42.843933853148584	0.0	40.96102866902184	14.456265481375418	23.06454766344192	23.67751019981557	0.0	36.01763206238243	41.19172283864046	0.0	48.68045672209386	49.12795126353307	68.04950929384347	70.4481762116631	80.48858612126055	0.0	0.0	0.0	31.190455691062194	39.75214332982787	9.157920737497395	7.122172234643139	5.495880701798145	3.3678969848449394	21.52394541966696	53.87143160738908	20.094410610433037	46.934101540888584
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.945095613610404	5.98429666173847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.986419411445276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9943848989199726	0.0	27.217559107346606	3.0609855815435463	7.141547812643737	0.0	0.0	0.0	0.0	0.0	0.0	52.59876586507548	0.0	0.0	37.53827280705899	0.0	29.378021637827707	0.0	29.527424542505603	0.0	19.68432875528681	28.908517770887823	5.987205152496432	30.332363701697552	0.0	25.06813104086639	0.0	55.08682657212809	34.07270127031053	1.1871798896970096	0.0	0.0	0.0	12.871843660128867
PWY-1622	1648.6152483416574	1872.8979338962738	1957.593142381711	1937.5986645186313	1667.5769770139893	1947.1936425936988	1909.4414486481467	1665.709530268556	1972.1936935162612	2114.221495366448	1949.504720304833	2079.208293146518	1751.4354274347997	1661.9189501396966	1873.2547392409613	1955.8209028949464	1512.8781575573073	1945.010687607306	1763.7808737573405	1807.4869597626423	1625.4906118414913	1044.6984591725102	926.9800682813634	1157.4316835210604	1458.554363570589	1612.1558785199709	873.6383553548726	2267.5083788976513	1896.237252939252	2246.9292045362777	1842.6674693410491	1961.570266422836	1562.1549510194482	2207.6309378305286	1986.7696360635953	1835.3373341733618	1840.4129197123802	1660.6957063085074	1580.6836633249825	1860.76968636832	1241.9964587157187	1850.8233136870342	1991.669305923825	1750.885398407205	2230.879777428007	1819.6438898365845	1782.5138646047617	1380.5336382751502	1637.6051311413287	1608.9116896486255	1865.4841560114144	1933.4420846433782	1523.151450836249	1910.8632443434458	1219.9536370183534	1344.5982506376167	1372.9809925859533	429.58026314545623	434.8127529532084	443.81859560611906	809.0928353322829	951.3300189419091	843.6901241490581	430.85791644597674	927.0838649473491	958.9831430929399	1071.451391192654	717.5445997019257	1547.1997454641314	2320.14590408886	1908.0085035986854	1595.093378967809	818.7084033761969	491.2057481294927	1022.7527794596799	1208.8210904852936	1452.381516029621	1108.0930598429588	1193.6769741220116	988.433375991962	844.5915971949531	1349.903690817253	1317.4691919717086	1015.4429162314441	1371.4832949406184	1875.7261882290484	842.4790404211584	1656.9526281406163	1795.77343502736	1489.193002217526
PWY-181	2196.6800469129416	1427.894614941337	2090.959199777079	1630.887612788593	1414.7755287084733	1502.3844845467615	1006.2250481963557	1403.6604989325742	981.6181380643588	1006.0515669682148	887.0240955800414	1187.5804183751975	899.6477081417702	676.896002762629	1009.9471470402592	998.9888496044935	1296.1084589061115	1245.9400476437804	1168.272720684763	1535.5203997008525	821.8585570719437	1878.5520652895373	1883.9709006914043	2895.9940534968096	1431.5451393135145	1685.1195962652303	1897.4023846096907	2030.2603404276801	1823.5320020476731	1622.6495917662266	1740.655406780567	1671.7882479965633	561.1789680065967	1391.091119796775	1696.4307191296195	1170.2061313291606	1669.795363717057	1756.9099273490701	2120.7788339779295	1633.8002783293546	1720.8262213210628	1528.2348757841237	1357.3334418542574	1395.330137390223	1987.9925907444358	1357.9226394955042	1238.7685755247473	819.1988272289068	1098.736671561986	1459.796314519182	1476.0338809442858	645.0438370435431	1013.2766628660137	1034.1730933369006	2171.9539619429606	1589.3722622123112	1832.7046260273553	1546.1566373336464	1748.4325874074102	1644.2168083790375	1503.8105887849397	2045.6409888897922	1575.0433049380565	960.1392550061727	1650.4872952720027	1662.48682408344	2410.9523290745656	1612.2768968730545	1172.603014696679	1854.8003767578184	2101.931975040568	1833.3869705238592	1904.4147578428551	1501.0103694145446	1623.9866526699732	2268.8489077764725	1909.3426006804204	1832.5016070087456	1143.9320190383628	2282.6941523626406	1958.4779702994385	2211.497236902464	1241.3898951745095	1993.5686733742614	1858.5272376512405	1033.6409339014813	1750.902219920834	1791.3025671030532	1485.6297638035824	2131.0688600007643
PWY-1861	115.13328194723613	197.41749005522541	99.35154527214092	473.0563377579886	271.23791575193485	222.73191562324828	232.5007145728845	134.82691031805422	216.90175425607447	1050.537719896031	933.87923698096	973.167223640683	1001.6147731386675	1134.0977169230437	1206.8008354905537	566.0676614592044	698.2237665857438	1156.2224955765764	166.18550976171062	130.87859155521045	0.0	173.95033226465495	322.996363443624	0.0	158.3260304201768	562.5570781299756	305.8771864683963	495.1993303313958	528.7811660784365	389.7202036410092	632.7880168283119	691.0481650348617	468.97755128577285	621.4401097078676	562.3727732641967	450.459242208918	525.018330801069	472.68703239852766	554.8527328028973	1022.2531595929502	1077.067824413543	1279.6694699651825	4406.3444772325065	1396.27322192749	1487.964990832252	996.2216267584258	1953.7738944263556	877.2995835704797	985.7236349482317	1067.4792731747239	888.3713962927941	1302.7906286876653	1708.044674803198	1220.6761507062456	2280.377433864723	3250.325764857492	3131.6955583158624	3380.92241413642	3522.536875429055	2675.5791283195063	3442.337529559566	4161.803261132106	3292.9783672698504	2343.106088681387	2842.0472553732598	2998.9311084005426	3292.896364298144	4692.8283615380105	2151.4596687949393	3095.83630953763	5553.684990087645	4592.399467502556	2322.826055764044	2086.659981362657	2262.028659109079	3334.0670461593704	2702.21948242381	3639.7596859012683	948.2872834489312	5612.742273096515	3915.6229354923053	5113.86328986922	2060.8385936516815	4952.263619428204	3541.0809940885924	1661.5144297068503	3559.0010181363873	4040.0199170482633	2968.9801580961043	4744.410040518465
PWY-1882	104.05384580622395	0.0	69.28441992641352	72.21265963662982	85.18008608040921	58.731414328394635	58.67571217187735	144.43503909527632	51.034720736065914	0.0	96.68640766340064	95.37750500894096	0.0	0.0	0.0	51.471678353059914	71.76424712489786	35.52733503728539	127.54416217143532	92.09145964657746	81.13835596997463	133.0196882584508	170.46390616063968	119.12554794359565	131.2516572705385	128.29620326352665	139.9097961481272	106.30091458897839	109.97019105839748	70.94545073931299	94.45571679221997	58.869764374252576	65.54405284641075	0.0	51.236057245990565	39.46356208622969	76.99027891032254	71.25294372091143	54.98207733428265	0.0	0.0	78.57651618659077	43.96693064913045	67.0022742265592	82.52347400797893	118.13473753004791	116.92738656894237	87.36117091435835	71.80782143677449	84.92654125460243	109.94976988829318	36.497235684255955	43.05631157715914	44.9124863945077	113.17640206230828	51.74178265878322	95.49378821456087	74.56905068241859	99.79277954780518	124.65242806309584	53.69632388601661	101.40383679247464	104.44512036272587	66.71106440827411	99.74558259616963	67.41676969849493	54.77040319907475	102.7802407005607	27.36068655894992	0.0	152.98532154117098	96.5616677437397	86.49446360168675	85.2194475792388	101.00513501679865	92.46934408373615	120.8386935366537	34.86483897798854	70.70399398051578	77.01098815913407	73.12377667913024	97.73063958027197	39.61419374881199	102.2579245263783	111.54243530025585	28.436868885487204	62.27743804489747	74.57414637086481	62.0807132652561	77.45344194051783
PWY-2221	0.0	0.0	0.0	0.0	0.0	2.2491837704024404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1248171956780573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
