pathway	K01	K02	K03	K04	K05	K06	K07	K08	K09	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K26	K27	K28	K29	K30	K31	K32	K33	K34	K35	K36	K37	K38	K39	K40	K41	K42	K43	K44	K45	K46	K47	K48	K49	K50	K51	K52	K53	K54	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36
PWY-5973	11569.26645721712	10548.813333499327	10970.708691986954	9509.230268894928	10113.200201610734	10274.443628638774	10228.101381061504	12061.514545025791	9510.19856416287	9851.730553746476	11620.200745535736	10933.278619646928	9628.423804213817	10146.989373424478	9973.551295867235	11512.390196915878	12180.232693981323	9654.053156757398	11111.861533407991	11450.895587660496	11376.463769788801	11770.832961316066	10835.995299162207	13734.583228564505	10278.601131712832	11725.139680710321	11541.841582209488	11364.733909257506	12138.70920044766	11250.360684041209	11328.387046262342	10756.727759398891	11277.829244536251	11041.200119240251	10910.109200723093	11324.572521233988	12625.01076644436	12596.832702948775	13157.074627863623	10808.026112395712	10482.492611255608	10377.582561071502	11295.491201168994	11162.805912502212	10938.053592939377	10896.764610186563	10391.290166684927	11402.083263435678	11089.543043356854	11015.849308345107	11116.556010279328	10296.13680114165	10864.157548013212	10516.979459490844	8741.190165475135	7610.867922186604	8687.104224683708	8647.825954206848	9009.117477242187	8710.300865040412	8228.097366853317	8838.774735312882	8483.576928347615	7973.315195798786	7719.1846719308305	7919.971259015227	8171.541278646297	8517.614559787515	7191.558916900583	7190.7775158506365	8906.01367934968	8965.38616427998	8455.827718050745	8755.231495365642	8262.430112198961	8282.550941646075	8811.524769194086	7921.839621617302	7951.905978647843	8972.39270657821	8219.734218968752	8556.68010975772	6472.4254788343915	8291.930366154962	8133.879747998666	6476.3761229845795	7357.663107728581	7550.5815957302475	7215.177693327192	8010.233358701744
PWY-5989	3917.3565590175094	3130.262462213519	3689.134973102216	2904.594883464196	2601.2249789892276	3656.5904743762735	2610.825729734412	4252.52020376966	2333.625266565573	1511.5294518923981	2608.241746955639	2265.704939077646	1334.867185060443	1263.0209475086342	1633.8786611187168	2317.8751644115487	2181.546611843645	1669.686601325248	3285.969699751936	4030.7940577725235	2578.7220260167487	3139.4679376697873	3399.6194434705626	7251.09701820141	2267.5834389887873	3579.136483291932	2727.975097391995	2804.951560817628	3422.550524805725	3086.2706265109023	2755.9217111513444	2941.261913748144	1826.656328430895	2397.7572835869337	2667.498289104734	2531.6245506817872	3164.7411225140195	2896.547728534864	4002.269543490566	2484.9346274491036	2484.4668403031264	1946.8368066554872	1896.9320135036432	2000.0584783287445	2477.0952659112836	2180.5831595619784	2421.261802088719	2406.0657275755016	2374.625595251638	2625.2914753014243	2677.853821638632	1533.738654443476	1482.8477989498904	1595.124807931197	2699.817567799722	2155.057646036005	2744.3153443510096	2588.7036148463167	2773.7399761590273	2721.3599861039493	2367.336052920238	2699.3223822962664	2156.2599587112186	1147.2005137541519	1686.011633775963	1800.3596590367351	2161.271491424862	2542.6097132593136	1483.9550222684293	2137.0427619527923	3038.751618615697	2962.9888260665166	2359.9519384742475	2339.6244105901915	2304.8490962599467	2515.3992137249943	2880.4762613923845	2334.222232028583	2190.1660993725777	3280.076231603109	2522.4220811373866	2708.525575200599	1323.5333532800655	2672.325540520296	2476.8267672129223	1606.797694725368	2011.2359342823995	2196.2267917387294	2066.237092797849	2695.414036053427
PWY-6071	699.2611663617964	630.9992344607845	493.74194987937443	498.51704047410914	570.101233997423	558.3634977343381	356.1281465318862	660.258823264348	459.0589463969399	951.8455281009446	1247.7488552685968	1150.028577260711	939.9344949070836	1006.8993577980267	1332.3763475031078	1103.2350692234215	1417.9960689096424	1117.3407034272684	623.2215468109218	789.5926348069346	766.7016379273841	1113.3181476168454	1206.6891969379308	1034.9654905773316	858.5268138539857	960.9549462378544	596.4864265786355	1252.4602117821155	1237.6190053383523	1100.4800240838392	1313.9268557929163	941.8263600627373	1040.5370407873336	1167.8186455247715	1130.594761669435	1009.9376214913015	1251.5221943077183	1176.523717043197	1211.9584535526578	923.5867552649198	877.5567465932824	971.1908144400167	1143.4404677301197	1200.465837659003	1250.0654513754553	920.2540247058448	992.7406667451181	883.2301230630251	921.5997261943248	919.4977668070273	890.1758494716267	1087.5861702369095	946.9164293267429	1082.02870142774	738.7944878376453	549.9580539120409	767.046125751945	704.6110888129783	752.8280264373166	624.1595215641888	740.8218534310839	784.6229842103709	777.6804128559702	539.144358397476	632.9125730279111	702.0348654870131	919.854768089003	632.9456807261541	684.9465559548448	704.2434492802872	898.9805329979538	1150.7252365000782	868.1036163280302	1078.0189021403835	851.1850221412077	800.2835699706579	920.1809378603488	575.5017835718966	786.6300997309199	611.2860078909206	750.1100647650974	850.8052083847105	779.0252663765044	894.5215066045847	958.163594987338	676.697988031433	698.7596059570942	814.4685992411419	860.3145635549613	743.0779180660094
PWY-6107	169.06365096359744	169.84151246983106	256.8231853957149	94.71428571428572	110.7492795389049	86.75297941495124	90.07903981264637	157.97085201793723	141.05111821086263	57.66532258064517	121.59443631039531	130.86382978723404	83.88165680473372	17.491764705882353	19.164238410596028	66.88767123287671	81.21951219512195	78.58723404255319	153.87504813246056	95.05705705705707	98.40184049079754	173.6436394271272	270.27923911428144	218.8196359624931	188.01850393700786	217.32513877874703	225.88548387096776	150.8615702479339	167.03425349799434	97.70066225165563	141.66666666666669	155.43631739572734	92.80106100795756	0.0	64.4850640113798	94.5448079658606	86.36008311810681	114.93119999999999	101.1729587357331	98.27697311893948	102.68623481781376	103.7693661971831	57.85330948121645	101.96687634716052	140.68621908127207	122.19511942326737	160.7967416602017	99.80052689052688	71.43280774820767	102.98111311074099	97.64320548758367	41.431672460184714	80.33176455107679	83.84555957949063	145.49767643389933	129.8319288587497	115.47175546297082	87.1955920372754	141.11877909775603	141.35446963216424	101.03821371273929	202.78278567228793	105.0124195299775	122.07097080051857	148.35790759494688	124.46601277372262	131.5813091859034	138.46887290626267	152.4598227789541	108.9604260801056	197.48818614267157	125.53927461139895	97.07017552795917	124.51949736114601	166.65199159403775	91.02223278703465	140.50819643928432	32.65828395671644	128.84580593908854	79.81170074117561	76.86785248275274	92.9544582372037	70.53384056665497	76.58414590413088	133.60949445369428	126.07034030272882	77.61136721837109	126.08520906366735	122.93091544288902	111.33151103997427
PWY-6121	10873.337982844276	10879.004929040992	10923.679712292107	11368.329453224022	11675.406889909307	11444.757794657711	11182.330910927722	11182.679994089805	11335.415982624474	11428.567328063664	11273.108002164856	11391.114001074164	11064.5174400505	11167.193809638926	11142.85370592384	11416.573262117652	11300.35402191746	11166.992165790069	11186.028839558638	11422.075796586589	11295.291835596365	10960.354775657966	10895.868464852794	11265.359913817569	10946.233485447814	11043.893688006096	11125.379473257464	11328.151470995686	11264.752516868108	11284.879510478164	11257.021047214856	11261.059150037778	11266.909553510537	11407.694105470608	11171.233596167189	11187.098847259254	10917.127677923401	10975.140185138218	10902.800365852487	10998.439175841411	10712.87107226276	10996.797106132495	10620.595494182337	11066.536468923729	10961.665777610753	11160.458659678083	11114.384382171143	10983.948719736092	10971.404259048557	10990.09850921592	10885.719802806907	11119.71443724238	11068.925553849325	11066.043725621974	10569.783660537132	10812.78326898908	10683.389736921346	10552.595475634815	10624.015193089122	10568.305028512365	10662.66778431197	10807.657127848735	10714.232693502136	11080.251722202936	10967.256871119533	10940.695124342807	10572.65232068752	10859.089412870766	10948.022091181814	10808.903478910797	10935.708325799236	10819.031064416507	10654.101233570183	10536.057408837623	10567.301043103833	10644.399198624746	10469.253534491074	10359.74495688472	10408.932909535106	10632.973621593068	10603.730838650834	10785.841687726084	10424.408439873001	10698.03080917573	10607.56267053506	10450.641796922988	10496.563319791761	10720.72348802242	10683.758188622807	10727.690679282681
PWY-6122	11218.842001598287	11395.000467557427	11334.021731620585	11865.680477162587	12142.911400212093	11875.853323343597	11752.40099816269	11525.551749772918	11905.37117942258	11917.05969175506	11622.796129185295	11763.109924520688	11520.335366228313	11600.699701110294	11537.824466721744	11803.785224827296	11581.458206792488	11592.205532767977	11529.995495116926	11768.99581141255	11650.895771020067	11233.607987776872	11148.889924005165	11351.124887335778	11302.989401088751	11362.868156360713	11445.646953168649	11690.25157542249	11590.286960338568	11635.111932520642	11520.921733609706	11628.178539933147	11604.441500107045	11789.062944329387	11553.315162481706	11606.73196974785	11240.91730504655	11291.3980488486	11232.686857402301	11564.524796907055	11103.903650987158	11381.474624961595	11129.166209224122	11505.171419529746	11338.01890061303	11404.497433804521	11351.86533586767	11226.85272926529	11234.930656826531	11227.972386812446	11153.769110214967	11518.143098598734	11426.83922987083	11453.436849409223	10905.769193466816	11187.034190230528	11047.05278040241	10869.406478768613	10951.692692443636	10872.336602694511	11033.37582816826	11117.545424321244	11113.018392148882	11432.28691485681	11309.137490225985	11291.267072038087	10906.016876878086	11163.547347340345	11331.705822837846	11217.975585331726	11246.919378767107	11122.935349871244	10998.781026516106	10877.486945258172	10928.447311135353	10992.982858883219	10828.894206717263	10688.162770338518	10790.020379237336	10907.664896448678	10955.721406509769	11115.855186501738	10884.387951472712	10976.4456443693	10958.398234052593	11041.042838469328	10852.119349123725	11102.024609174552	11110.32273681418	11077.166929317054
PWY-6123	9104.314520653867	8924.406647917891	8757.124147244444	8574.097499268402	8819.884685460995	8622.983423959291	8661.799921889657	9098.413088312047	8514.606600517509	8836.823826667933	9098.000918825279	9035.882822685859	9021.385637959213	9152.678881658698	9084.10188280269	9116.580638811352	9327.578210312671	8854.666573491178	8984.752117623142	8820.313104819872	9208.77694621669	9281.948647011573	9270.360196746895	9469.242214927584	9108.659775900618	9109.423274179002	9510.280498713768	8922.274975268398	9082.020395223979	8812.898945086969	9207.00749910088	9038.293819114659	9290.664019592647	8942.670873309473	9004.09877016217	9118.278518236002	8846.32957228286	8918.584513912168	8950.795699428832	8841.952392091818	8901.257897272051	8836.274375552666	8399.044065102224	8666.754823410165	8575.865900201454	8989.825819741669	9018.477830667056	9101.4724930441	8982.442110732994	9003.310946724554	8746.412491567966	8884.4130028073	9122.47387119228	8810.240619167296	8782.917490143034	8918.413121830736	8820.885741244623	9106.335582403019	9147.198802005161	9075.818846826309	9064.624800031681	9129.265943514512	9137.754103496722	9660.444200217229	9393.774829135156	9330.992269175154	8897.448050199586	9301.555136720457	9044.096665555016	8482.339073008945	8834.15340766301	8889.433221155736	9042.529288437427	9051.560436308566	8919.765951812902	8890.06358500271	8624.31539140575	8660.52543873369	8681.167591758072	8955.521605199872	8984.82097635029	8982.10298798938	8735.842753633837	9017.540280686762	8850.167773895093	8596.518780908975	8956.614334953265	8832.286031282232	8689.652903612887	8920.02608639312
PWY-6125	10303.942775751948	10150.937077973356	10005.029034228126	9927.304344057657	10112.446175686759	9914.939885561877	9971.57876514095	10210.846565400885	9881.381303135993	10156.402562970788	10324.562083962639	10327.475944034668	10236.399418332698	10315.89207089303	10381.823108141096	10378.935830699817	10510.727453774218	10163.668196176539	10228.296937619087	10124.724489508373	10389.359597425399	10345.225075156139	10573.779628390026	10708.929879556168	10248.305092938197	10362.13070937814	10499.75212062264	10269.227178973108	10351.012034808731	10108.526033516691	10530.86962296128	10342.612327765159	10405.914109062629	10311.889475902997	10318.223075209413	10390.877985406396	10104.012740763585	10155.309683085747	10162.111592260926	10125.306653915672	10066.372485043663	10055.78328648917	9666.269883478091	9957.69855676963	9885.892041297539	10078.26398762221	10212.303630172006	10113.127826938244	10075.594535598937	10097.38162241744	9852.972021791318	10082.228249078269	10227.285189893153	10047.976599342106	10119.396156105235	10178.899281583104	10048.810997910135	10349.363681829585	10359.523647929416	10431.542463667498	10280.064398214688	10309.927046755196	10315.560681193734	10844.955686381052	10557.380989124722	10521.390037610045	10157.851562465838	10420.786232968063	10314.576470944288	9835.882555185482	9968.511881700942	10139.942239606507	10402.160533702852	10482.774990888114	10373.895253934823	10204.853535791039	9958.187858131907	9935.080695394863	10040.938692260588	10045.251608422546	10139.162885884814	10062.164999331597	9961.59962342377	10164.776980108209	10100.743903595401	9914.902774047847	10190.36120747117	10010.618720769731	9890.853025692108	10118.496655900517
PWY-6126	11389.268885836695	11377.506230336288	11349.43529882697	11533.805543934268	11787.4629116522	11507.47336517177	11585.360711583076	11510.87678399582	11567.856062075838	11650.94336309112	11515.001319593559	11576.440255177618	11505.562751546948	11557.614638793844	11468.172343099928	11697.21009153078	11640.12442667615	11447.939380331789	11539.59448731685	11632.36710613974	11657.492348105765	11401.325450337576	11282.491258697772	11679.409973818314	11331.187754958406	11441.749147392473	11604.12174388513	11572.935674912545	11607.548304692824	11500.486994854338	11572.734413554977	11556.607886580221	11605.49467776356	11750.631035246353	11563.040122108136	11650.42947407424	11296.752120185069	11335.695365959156	11364.59815913824	11474.736117042663	11151.550768856396	11333.340530142907	11027.961192828368	11436.940166677588	11247.095293906894	11208.833599527543	11270.558115394233	11187.705238239425	11145.159946406824	11150.071827618258	11009.98156339615	11371.629891757857	11387.906431333427	11293.672226670227	10962.71576911257	11232.153534869787	11039.885725801634	11144.19918818342	11211.158362736784	11092.64024591039	11218.492383129866	11238.610505241853	11286.848680098337	11556.154704407145	11356.177876103975	11316.448949762418	10877.22764046044	11260.02569144416	11212.627523604864	10946.096600170162	11117.868259780587	11105.420357988443	11167.259544476308	11072.325961850269	11080.556651205548	11058.899762912935	10836.780242385365	10804.221044564643	10819.963576957916	11073.478272253515	11089.415155558176	11099.257367860073	10729.229255463535	11001.417891735573	10881.57815099502	10791.0205847412	10859.998455039808	11009.16091055562	10939.37387538676	11055.059777474333
PWY-6141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7477204469176866
PWY-6147	6482.1697133925745	6021.2323191679625	5880.578350703441	5461.474018680846	5019.825829728415	5291.219825772082	5347.445595555625	5829.960661110427	5314.59085456378	5576.004518584373	6024.019530809487	6343.764488705672	5419.22003266546	5268.877786909489	6110.6016515940855	5820.446021808357	6200.43860957417	5907.129889751744	5888.658965760659	5630.303403237236	5682.137495110126	5700.878921679233	6694.697836070901	7086.29223664445	5194.606391653321	6062.709707355203	5419.575343328916	5918.433627863119	5926.34153235437	5567.963445042397	6298.88670931545	6012.148643657825	5680.635725071324	5753.282585933067	5507.527092483523	5463.483060444577	5737.467734348661	5836.566258008336	5771.331023417445	5385.3644206234	5732.6578537855385	5576.945445231728	5913.793131502263	5299.539767974014	5664.4718988486875	5644.193943567466	5891.959535129992	5584.498087723403	5743.904141320342	5826.061644867492	5496.669807723598	5371.451715939003	5537.798560428889	5593.928772808522	6636.663714821798	6351.410714266406	6350.087839159889	6857.795882032204	6799.4636090695785	6994.492414989258	6393.599116685417	6704.580999766837	6406.8820178277065	5292.026879186832	5496.149960761382	5759.467554484913	6220.549065798249	6063.07817068702	5417.285628179964	5956.995892203412	6299.067351120322	6570.765883228571	6833.39179921309	7137.5001915974835	6826.1322269788025	6621.654072173743	6446.011044412135	6371.588451953689	6159.639741341368	6545.642446632367	6420.880757181961	6155.003156008576	5823.575795150422	6412.796685479937	6362.0282634318455	5630.400494668605	6446.853285681205	6316.225607331479	5988.359454128907	6493.824943905932
PWY-6148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.591788575228295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3956375449762604	0.0	0.0	0.0	0.0	3.9731734989521574	0.0	0.0	3.207368715941378	1.582207593761765	9.53374939416437	12.679846696586788	7.9661842698707925	6.346149149594658	7.968114927048926	6.3582754318174795	7.9663506855644215	4.764044076864121	0.0	4.779641987367227	7.9709582456648915	14.259123319426456	0.0	3.210807957542489	12.740998668303176	14.290179328200292	3.205965903983544	0.0	0.0	3.2088923121679755	0.0	11.095017555726683	0.0	20.193243653051773	12.702393518778567	12.72896529222582	6.344665443106695	14.27743586897251	4.784651741772348	1.5816900901593827	3.206026521992465	11.107642032372196	6.357538068436837	7.55226459504363
PWY-6151	2728.5944751501916	2755.4628767182257	2677.111108568517	2056.363446000097	1894.7450689074049	2154.277920933604	2424.757142675731	2651.1700756191553	2381.0486902224516	2290.994156124604	2338.441117605485	2678.111523695125	2332.712519664608	1993.548824410247	2572.7358224165423	2245.1213703328917	2260.7181120321343	2286.0263014530656	2442.7214141949344	2199.456017525918	2224.2465921649828	2151.600296241745	2143.6475291133847	2915.0189596755467	2180.6951898739167	2337.872850158897	2118.08942376315	2201.5782197420885	2335.1094309879168	1849.9128720474127	2434.0748008527476	2390.9779168594996	1878.0447109758431	2019.0371782978216	1810.0467498567918	2014.806744534905	2377.9761449721823	1865.2515657472484	2075.479126340988	2281.390663655486	2586.235124898181	2559.4677131869144	4849.780063489242	2347.10377232647	2384.8327846908364	2035.2798357234742	2720.5481631146454	2046.669173391275	2241.8387716321226	2176.837908645174	2138.5728315302376	2354.630697669905	2647.4998353869064	2373.4232424932193	2374.1198764862534	2100.239945397201	2168.0132311158077	1916.7515613492594	1966.4631652630512	1856.0185859686244	2004.9979148889531	2305.1740192162615	2065.4574259476594	1401.309207297299	1909.7405366146302	1808.4576262926444	2345.061925147332	2379.4703769613566	1512.6132264653916	2258.912128842036	3074.721055849088	3203.3573792896573	1955.8709689468299	2217.3278133614763	1678.484072419036	2010.1292336779422	2117.006142584215	2252.34968529425	1354.51577876459	2952.6977994336135	2334.8212757989163	2406.1857278605426	1835.482115764675	2863.1922012978553	2537.8878460721976	1760.6741307464058	2392.233476288821	2505.860636368551	2131.9769672736857	2779.5344337282568
PWY-6163	9600.178684527054	9552.49358596805	9565.028506684816	9787.542565717427	9942.516053069481	9815.580937951727	9743.08135726219	9703.133211294922	9718.222441816552	9654.791933656643	9407.54885524696	9509.16058380387	9532.584745782222	9451.902169205647	9477.434796006793	9441.579065918095	9389.286710173046	9411.538818591218	9524.094092359635	9662.194220297877	9591.637746488943	9470.79569829927	9483.608967560996	9806.547650655772	9531.50264233769	9529.235193524193	9703.719619030711	9567.297072587717	9437.58957017523	9441.984318983314	9466.871981399216	9506.743558703303	9400.333965687974	9633.609308177454	9495.463062931125	9624.72274212166	9251.240771944691	9239.598440303876	9278.452363117629	9433.504570204626	9117.973180964018	9394.380794281235	9017.122416883138	9315.923976204871	9266.333634287528	9176.375167511851	9484.889804568642	9217.356463707114	9192.083571549265	9224.006319375969	9124.679718767658	9403.70390095617	9441.54975723799	9283.515085809335	9279.289206398393	9414.096790610949	9352.307237085352	9409.240833184462	9512.496726929132	9450.895954058009	9431.960576069043	9543.036798858813	9507.624638586483	9918.961750438259	9726.733138249503	9708.47533107706	9339.93124092446	9696.011027148204	9617.143114570355	9263.007036632363	9524.636285856976	9473.29272293046	9410.038482154276	9399.527693672457	9463.83281340034	9412.636942106175	9206.31501309336	9192.91608089121	9153.368853730928	9480.9359534157	9383.016558050249	9484.110387569785	9149.823109243089	9436.69715086776	9312.119276450783	9177.54205376144	9320.396015013204	9383.41968454732	9259.08546785251	9436.427303883407
PWY-6165	0.0	0.0	0.0	47.553587584263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.967144948672015	19.851359446778872	0.0	0.0	0.0	35.619922913124924	0.0	0.0	0.0	0.0	0.0	35.00903611019646	0.0	0.0	90.78546888483451	0.0	85.14462659987812	0.0	0.0	23.815564581986834	0.0	39.586784489017326	11.95297097613052	47.224538030491956	0.0	11.93276039021306	0.0	0.0	72.25858635068775	39.437014255251626	0.0	0.0	0.0	0.0	39.345998191150194	0.0	0.0	0.0	0.0	31.69373198939117	19.826234722704996	35.596218797462896	5.344822752374577	2.637421378368862	15.900651097315556	21.11496518082518	13.26969977841494	10.566275804303158	13.281108553488927	10.597564049594308	13.279809510022462	7.9486094568956585	0.0	7.9696148440100885	13.27710627894331	23.79043466559604	0.799767658101777	5.352676850846166	21.25276393536935	23.825216236588993	5.341553729664301	4.773020509654386	0.0	5.348495669945676	0.0	18.49848968075975	0.0	35.63123985386196	21.177230075194274	21.23378396668498	10.583944224534335	23.805543046772055	7.975855395131688	2.6374501289865258	5.346161123936327	18.536041390619612	10.605923681407203	19.879892390583485
PWY-6167	1873.3825208200403	2433.885788246733	2957.5301451535465	4246.115447172988	4177.84138774004	4129.7585104129785	3930.527379337736	2423.403253533315	4317.635501548854	3608.715654753911	2227.1763586041825	2744.3648303153454	2483.9482145244015	2219.8036504163883	2120.823288891918	2547.7451764075167	1502.1893788780264	2833.8402604540247	2692.0878937823422	3494.4008263659434	2346.312610864416	891.473230330072	683.0810425288553	1064.9151262526232	1621.8750081368178	1764.4467171732242	800.4079191380517	2938.603487954447	2210.6060009793528	3057.733124696043	1861.7795953028628	2600.3350575998484	1878.106143524196	3231.8406333023386	2563.3129078564943	2461.3699050375285	2013.9855641530391	1787.3350666855592	1693.7084120171912	2663.638253528038	1222.9190869031786	2349.4612628984455	2520.5378798670995	2933.417570591528	2816.6627890734985	2134.592032207279	2016.4396586138469	1451.0753592638234	1819.7779469615386	1767.4083486738255	2276.180489622175	2758.8484345011575	1902.7501864032465	2664.1911300688485	1413.4070611687926	1948.9185329111262	1841.7629961016705	780.7294154140626	853.6920112618227	768.0605008244471	1330.551442046369	1556.8051631851822	1333.3461166841084	709.5122454403564	1342.2468479947684	1416.2335975626966	1458.3773102946832	1367.044583637366	2166.2613150696025	3088.4608457840036	2985.2601311400185	2284.635573173106	1025.5239873779742	546.0916000427309	1196.0248792835398	1691.29485553591	1740.0925081717842	1591.5453626736223	1119.732403689651	1812.0680573636223	1429.384024402505	2261.5714608422504	1557.6841547262177	1704.6896392078993	1863.392506908038	2216.7303077138936	1282.1280288406458	2422.580999188263	2563.179495508701	2237.4518026425794
PWY-6174	34.40788376768317	3.494942756038921	13.933579962727421	102.2710033240608	0.0	135.05205031152747	0.0	0.0	0.0	48.31029281773307	125.69500345234492	58.216005810716105	41.316981494054495	209.52993944369325	128.82214419202825	54.80135515970289	24.16990296534132	74.94529071189017	0.0	75.25353092004512	233.36509678218314	20.66947244483806	84.4778183507439	149.38907705589202	27.600197739646156	31.013343268121098	0.0	130.15100625717415	112.80373616418295	115.55023347908602	203.3047104012185	126.53872506922596	20.7849983313449	48.18744340621188	148.58248502115134	141.33063799799865	190.63317286060928	107.01113643175906	159.19261387315288	174.77560759078207	249.65862484696072	531.4398903248804	384.3938667520458	111.4143280283746	599.3924084491548	0.0	0.0	40.930974686639274	118.14994784866202	80.49384082668908	97.06819463652661	202.2736285968172	128.017102003721	206.1553985323538	315.96074305834406	263.6637820027116	280.5705704120894	433.22341779604346	370.99163701117055	408.7180039838475	307.8094444708675	364.64411607449017	393.39307773456574	37.20024554317486	44.32221256355003	3.4935972342479653	102.72491472985296	51.36661479042307	44.714833319935146	163.4376045574786	137.14577468554762	193.7182600537384	295.5852670350216	326.2692938351131	492.0597585067294	305.97089954577876	182.4625732610335	323.978882374974	593.9190059791395	146.89482573976986	215.83628139644205	158.85019190110654	174.42152629524483	126.99891939959431	218.7560927035419	135.19877581855707	102.9879955117162	160.1372265401262	203.69157415678677	211.6151555501319
PWY-6182	312.5987016059013	306.1117912479291	265.2783157587809	264.39381082115045	196.17352001902677	299.2550211196121	185.0045399490102	387.89117770488195	233.4631599027246	301.1362490003076	372.08258708483737	329.3137283789696	343.9856497514586	217.44124529966123	408.9588996233761	234.6515144414654	402.28429677244105	317.5167377915428	330.8943206639872	388.0945745747142	260.3497463814551	482.1953972376545	590.2811844951725	697.6838164973118	444.655652019613	586.1536331776778	363.30256493678286	378.81465706679245	458.0486745475405	443.6547469430265	508.0261215994517	352.6854372229486	296.6573577176612	271.8317952264674	354.21181971578034	246.139111449701	550.2531183345535	474.9618128312134	425.35578731192396	375.88273425031656	452.33420426513123	520.9641898377918	550.3934952167198	384.4341999590032	699.5642537665371	346.0720924277534	428.7010101627951	340.28559275163025	316.6407833608751	321.73163463388477	350.38619531936797	339.5225129567657	334.9571949183072	396.0878725842663	505.31452966823093	414.8325330147633	528.2729605745064	542.5788268117566	413.912041805553	549.2618750415322	545.1177908963892	562.878526908979	552.8314047560754	685.7612493413362	322.3961962231263	754.3429789986054	752.0045843775965	743.1642164888668	669.3128225014516	689.7775128997312	665.7515239713631	752.4917612232551	466.04122651120065	554.8551862923082	517.4115177189681	465.6798802280202	521.4430689922707	501.6871569036795	468.54490572078805	672.3582559038525	444.5531974656714	494.22337371902375	441.0778578252586	504.20219230814473	507.81022182753355	469.74751489001346	475.24051957769103	434.76410543822914	454.10382508082523	510.5316857110364
PWY-6185	210.64529570715254	207.79781092478945	180.44429468375907	215.43885813840768	96.70687309390543	248.57864378270793	146.3074624776704	359.84714252158136	162.29682865726622	397.825018385585	472.64796325240604	328.7441476815301	355.0422760994779	326.7838170771382	460.2992866988999	302.68616306867744	442.93512514265495	360.252978085106	299.972924322749	384.66155788799637	278.362017170336	525.7371181178283	582.4582842469052	672.2670703210285	452.9006171169319	587.9966734750838	328.8489144443734	377.9319635237111	503.48420307815326	434.36597043110544	521.8078801488408	277.63923446183924	277.6184232240364	202.63963173183646	300.098261512192	216.4572462197482	512.365905010245	443.1832930272374	374.63292191067717	261.2938883308118	457.1277310893825	525.8904276271455	565.4391828606939	369.2337207880832	712.465553238552	263.2391093972541	234.40810971529376	312.5445940104255	271.07047050686066	297.9973902164247	344.19062398871233	405.1122418006793	376.18698193605195	465.24328461733336	377.229835584699	268.14548132540625	387.1964916818307	339.17614716664474	358.5973906342545	306.731002809324	374.2309173671169	386.0973324408468	384.5799401008817	273.25794164955204	289.4286237678105	374.3633231825165	528.8534203474516	350.54077304181754	370.36739937947186	380.89512922351923	518.1152005154636	701.411552308731	421.58500570716353	517.5010043997173	454.06329808133285	395.58608674991547	455.2739028698115	282.6945183375752	415.4798131785609	306.9693780566749	373.1219279211932	443.59405066891753	415.7104343105749	461.1188533575117	496.8728079401447	367.21194160673446	363.82126873498197	412.5315218249379	458.88456303701133	385.9316316002797
