,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32,K33,K34,K35,K36,K37,K38,K39,K40,K41,K42,K43,K44,K45,K46,K47,K48,K49,K50,K51,K52,K53,K54,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36
K01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K02,-2.34171255231542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,-2.73217981172172,-1.98432789134486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,-1.7062335829934,-2.19281037851429,-1.90684639134017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,-3.14490419077009,-2.21288884348761,-3.34069155727895,-2.83135038575521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K06,-1.45389536061204,-1.14438772786332,-1.61586914453229,-2.11119832313342,-3.01971207749271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K07,-3.02172148391175,-1.94996921126424,-2.07558572967285,-1.60894832610741,-3.25267615125233,-1.34222802844102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K08,-1.08880659861159,-0.576805996546646,-1.30787351363304,-1.31864462576127,-1.89568837083938,-1.60801627228229,-2.82179392252841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K09,-2.8230202838311,-2.55881656827872,-3.15368061091501,-2.65407413498887,-3.67585064313284,-1.95085399138863,-2.4092318779819,-0.493599722838114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K10,-1.86685828574157,-1.96373657894245,-1.77781076132775,-1.78422883427367,-1.87089698450669,-1.72130436530142,-1.72033327021058,-1.77561953065918,-1.84492618252465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K11,-2.19852669012216,-2.38925192923422,-1.96362443052348,-2.35542904408838,-2.57216130716622,-1.95631792009823,-1.9219305183145,-1.93031008744944,-2.09268593263968,-3.10360101380216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K12,-2.14942023383656,-2.30595708290981,-2.00860439771671,-2.25137949300607,-2.44963981521086,-1.83610961477791,-1.92576232842042,-2.08783140068275,-2.05083595545424,-2.7300936377222,-3.47940938341665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K13,-1.95440068227021,-1.74101140531336,-1.46362519213751,-2.4167489925343,-1.74117776861924,-1.83278699657072,-1.36271412113135,-1.86853140834447,-1.5995471599385,-0.334761979178174,-1.81878800053689,-2.74072769499976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K14,-1.85295863729639,-2.11476830847226,-1.81216094494845,-2.12740494532985,-2.25363138121759,-1.86610534361898,-1.63881991555807,-2.38653791240108,-1.82428181378287,-2.14930940475856,-2.74115367227502,-2.36902545538764,-0.51155879747201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K15,-2.05136243743003,-2.30590283732073,-1.99113758919203,-2.13527461988038,-2.4685065000446,-1.93320096658877,-1.74713514938556,-2.56596450253672,-1.90209670627966,-2.76326295330452,-3.34244571561252,-3.62656564391641,-0.602131177503654,-2.92269679797725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K16,-2.07528945990487,-2.32703266022755,-1.97598495232082,-1.98087885612945,-2.44430388487815,-1.99585060213332,-1.86973996994068,-1.93021013753221,-2.03293865126735,-2.53700474402514,-2.70696599400538,-2.88763469526893,-2.00408792706805,-2.76565673639361,-2.61789134438864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K17,-2.23969510137755,-2.70387828040928,-2.49213591402368,-1.93440389185107,-3.17461647100073,-1.80716810069578,-2.27937125216704,-1.5519674307904,-2.55181403815001,-2.49691612704586,-2.90984274291774,-3.29785927886928,-2.06286140242483,-3.30389598629389,-2.84320618455384,-3.4067549210865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K18,-1.49457616328305,-1.77409544055766,-1.49660894937982,-1.79597545346838,-1.31854729896697,-1.13816182370543,-1.43071992153638,-1.37764389232967,-1.6973823003205,-1.93859438249413,-0.917912444663933,-2.86211692241626,-1.04014409667085,-0.724183214951891,-1.00894853662281,-3.48420853213179,-3.22240742118046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,-1.76915874394919,-2.11659359779659,-1.83199633940109,-2.04195555630138,-2.18461722649542,-1.69338800271015,-1.42212419600582,-2.41898208906901,-1.60944142884444,-1.90842201051125,-2.62283418407487,-2.6853217461557,-1.95532929891818,-3.58644284901134,-3.02655002952155,-2.79726547116396,-2.45896710937894,-1.65674110744598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,-1.81469774188042,-2.07062618612014,-1.84645236341648,-1.8549278336178,-2.1376256895446,-2.02812271785818,-1.37927006057394,-2.08851356745286,-1.57773123899943,-2.12107427018933,-2.63653727791863,-2.91833769271933,-1.60123640414994,-2.59225169876756,-2.42388974151112,-2.49138785390201,-2.17583901172188,-1.48529923270714,-1.93668414343286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K21,-1.87384511406792,-2.38834979816815,-2.78193893343839,-1.96910841603685,-1.94727550596278,-2.18469448266621,-2.09740431452988,-1.78482898270496,-2.16760642794496,-2.31947669190049,-2.86882275997716,-2.59887979912928,-1.79754174854525,-2.6939841798163,-2.58445249353168,-2.67099458760979,-2.35261214215138,-1.61931941118735,-3.0409723969703,-1.3216609812379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K22,-1.96383020689066,-2.37941311946921,-1.91106968299196,-2.27572231772911,-2.34796911960542,-1.98499391171094,-1.59909068392065,-2.26531220663237,-1.80013004767651,-1.85494566899785,-3.14178537624307,-2.89372003492164,-3.10104284957711,-2.9700794724385,-2.92822238703049,-3.3558355318192,-2.80891084914171,-1.99588079754495,-1.88240286419317,-1.48659472728186,-1.73052072278253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K23,-2.05478464635366,-2.2453944708668,-1.89962099971384,-2.39656127298485,-2.34398801329991,-1.95556703084462,-1.59879918898391,-2.57912687425809,-1.7559058737447,-2.46621438279882,-3.15615797689361,-2.83901722597549,-2.45736735277985,-2.75238942083769,-2.87388858276221,-2.98868393048859,-2.63759366260222,-1.90582159680351,-1.96606382310496,-3.55044193072864,-1.40431832428005,-2.06206347072628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K24,-1.88032848465663,-1.95569977849896,-1.72605011750261,-1.7906757125304,-2.0922472515999,-1.85134663792816,-1.3421414974534,-2.22203373735412,-1.47108328256821,-2.29232502891723,-2.73313852927314,-2.65024143092031,-1.46113625769413,-2.30363567947061,-2.666547105421,-2.54165416639336,-2.2040957836691,-1.63436386051013,-2.00829670020883,-2.98117554110359,-1.4264983900888,-1.79973893798066,-2.82570082381417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K25,-2.11461566152123,-2.55515090927812,-1.98035534352639,-2.3990202137957,-2.49046278582547,-2.27990036542104,-1.65845334445162,-2.49227868358862,-1.8925364837174,-1.78905234361347,-3.14492778937225,-2.58373986798718,-2.65595755691013,-2.7013330190428,-2.84390154444354,-2.92087194390316,-2.29433236338277,-1.74058738505496,-1.98438650932323,-2.60254326746998,-1.65265203685568,-3.54339302670365,-2.98861980747654,-2.01548000861132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K26,-2.16041716657254,-2.27961049674529,-1.9785105532272,-2.26948356859296,-2.1013206400894,-2.18108395872017,-1.57417439495757,-2.28874234691011,-1.77538582409001,-1.74366801504068,-2.5463126360636,-2.38057908435668,-1.54004301360738,-2.50289863432758,-2.68499142629966,-2.39327176056389,-2.36771064190567,-1.46369898369724,-2.24542809978281,-2.70573527382008,-1.65863314672145,-1.14467067913714,-2.89489122005272,-2.77888725085399,-3.00308241433691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K27,-1.9557952320948,-2.2645592032062,-1.83319688452536,-2.1551561049957,-2.61245382723489,-2.12078613223367,-1.55031365658035,-2.43815268558285,-1.8175169393465,-1.78582854597384,-3.35689158111992,-3.16127211224024,-3.190890257463,-3.42303175882992,-2.98247517021676,-2.90369048223903,-2.84466341801741,-1.82269997560982,-1.84037375064381,-2.06791533261231,-1.30117425123952,-3.20983411291292,-2.55151509462646,-2.73590880005916,-3.43711370553625,-2.27950804275781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K28,-2.34074447637358,-2.56009604802212,-2.07236999602955,-2.14547158214114,-2.57826843992078,-2.20359453417186,-1.9642778576412,-2.86665303444058,-2.03050293982514,-3.25010559782102,-3.60163588010376,-3.69065372336682,-1.90799108621676,-3.23988582242062,-3.82962807448321,-3.69350380176044,-3.49569356563002,-3.52814841520888,-3.19861801317933,-2.28888780882936,-2.54534165759005,-2.73015827690485,-3.16355203747342,-2.97916429707091,-4.00747099213592,-2.27397878788658,-2.53005106789478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,-2.06834406220108,-2.21351898447405,-1.89740402677267,-2.28348416960374,-2.09442620291397,-2.10621884092973,-1.74886548903768,-2.11050141892634,-1.85671478574222,-1.78735225956504,-2.15147539199378,-2.22885297997845,-2.33647192675798,-1.86596425432797,-2.38173272726662,-2.09915708773466,-1.9960349175423,-1.88681029577648,-1.94297022134659,-2.00409344412599,-1.82786229041192,-2.49710159786615,-2.34525140872605,-2.20414631870914,-2.22679104100737,-1.85140167408561,-2.4178094327136,-2.62585173253931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K30,-2.12791849319208,-2.23803205775314,-1.80963175585577,-2.19825414901216,-2.55172109155986,-2.184938772335,-1.76056519043645,-2.55897977237595,-1.88224600785229,-2.9649510591015,-3.55568200690502,-3.64659613059616,-3.36286641209966,-3.69330396673355,-3.83812981980316,-3.65385327199521,-3.8521246299593,-3.63206835717569,-3.27178203684691,-2.41404767666383,-2.53782103848306,-2.90539339325471,-2.8349360352302,-3.16232045479885,-3.63047428253141,-2.4688084529094,-2.36851789825519,-2.24193052621372,-2.68863437027758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K31,-2.18288129510945,-2.27106724648649,-1.99223664284903,-2.47412398183342,-2.68993719789787,-2.07689400806147,-1.83089231022772,-1.70078541813878,-1.97490451355049,-2.90532765403765,-3.15568648217712,-3.58540097748826,-2.66838132381601,-3.54921648886345,-3.53246432798069,-3.38037756160558,-3.31091179679997,-3.42104940861672,-2.20942438508656,-2.80564834009361,-2.15517763928325,-2.47475185390456,-2.69218779688974,-2.7376777301457,-2.36416786691668,-2.56717000368058,-2.63972543795069,-1.89791180754705,-1.58941917596444,-2.55843500062129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K32,-2.28066557937833,-2.44041521751314,-2.04602705150949,-2.15241404019627,-2.55502891789503,-2.07369143355322,-1.91609026899621,-1.922956044392,-2.05343658909639,-2.60403463663926,-3.02303922790198,-3.24622122886809,-1.57651900300486,-3.0921988203758,-3.33610110589266,-3.18028876724223,-3.17843673699032,-2.81863740444475,-2.3195225895583,-2.25152213018652,-2.3989526877501,-3.06686857729038,-2.38254661247213,-2.43723967233187,-2.74398738845029,-2.25762365249059,-2.39793667227484,-3.42584152789996,-1.65608706301078,-3.67561458489278,-3.11582029979052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K33,-2.26339330738263,-2.41186660327794,-1.90738298392471,-2.28898124630029,-2.52940777276953,-1.98929239202759,-1.91206885333804,-1.9282088250466,-2.03686587293978,-2.89312552989799,-3.19435058817977,-3.54529648473327,-1.67655389493424,-3.12853614284161,-3.36383083185031,-3.15359519621161,-3.51861262633855,-3.25538021299664,-2.55345158470316,-2.33315788554472,-2.51655546643514,-3.23757814227475,-3.19988106798602,-3.09839488762211,-3.40258547052405,-2.50396399872041,-3.18915119806526,-2.55616368166468,-1.43150110935927,-3.00485865869825,-2.43860773753877,-4.19081568721234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K34,-1.84427882737803,-2.10747803878151,-1.81160240929166,-2.02133692532228,-2.31885132487144,-2.01887084151116,-1.55618359406507,-1.46569544822378,-1.71212352654428,-2.70986367035801,-2.66792400115315,-3.26202392454336,-1.13442854402516,-2.57500036696275,-3.20140909117662,-2.79617008598553,-3.04761225195377,-2.91323414408016,-2.17711651911851,-2.6902393087002,-2.29702329764236,-2.62355262249337,-2.76677962810841,-2.99611161517006,-2.47788452733219,-2.26333051036383,-2.33008035551389,-2.39690321063861,-1.25367661901937,-2.83402154031329,-2.11182349949137,-3.62768085545919,-2.54377851286856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K35,-2.03073114659306,-2.0842003463,-1.83962030830158,-2.33348152391902,-2.18423168159585,-1.78856505160145,-1.75254729076036,-1.85380888694276,-1.9159748129473,-2.94038004655031,-3.27530224087649,-3.91523559973061,-2.17964165231225,-3.56985412454058,-3.4334924160283,-3.44700122434299,-2.42148330398846,-3.87952807200766,-2.21687605463974,-2.73188549742852,-2.351329718409,-2.8005545590765,-2.24050719452022,-2.45281157130137,-2.44888734266697,-2.25026957381497,-2.51069702974088,-1.80843622454053,-1.41533546126744,-3.04842458694575,-1.9558908252251,-3.54497183514932,-3.11973900941384,-2.82379124047835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K36,-1.83748368090889,-1.97756307712442,-1.65788940354806,-2.2263602431236,-2.23100299284955,-2.1055914061152,-1.53264491227077,-1.39365633791959,-1.61265874908007,-1.80360937012665,-2.28997422067973,-2.5712530624885,-1.92450210582969,-1.62163986041709,-2.23013999482984,-1.76678611631801,-2.35873067971296,-2.22149958962328,-1.76185004870503,-1.59747934621145,-2.05242091986412,-2.41365495795312,-2.04432819651196,-1.99499317140581,-2.11323354356434,-1.71471809529283,-2.10437398345305,-1.5376436127774,-1.75095111401562,-2.19044734928717,-1.60649372280534,-3.780184802365,-3.20084418915767,-2.8909344568589,-1.84105843251441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
