,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32,K33,K34,K35,K36,K37,K38,K39,K40,K41,K42,K43,K44,K45,K46,K47,K48,K49,K50,K51,K52,K53,K54,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36
M17,-1.66431511768585,-2.34016121081809,-1.69072998655058,-1.53175779151058,-2.17056862795763,-1.51151110389671,-1.60254605132261,-1.47945613153639,-1.59447925031335,-1.71641668921905,-3.4165923176604,-1.67169093190111,-1.16566345455212,-1.63544275102094,-1.75637652817208,-1.66305993530697,-1.57528003651913,-1.5860762680301,-2.47692985572326,-2.97739345131344,-2.56117914889332,-2.88169036766284,-3.13700448220911,-2.92965886692839,-3.12622379134544,-3.06400543013197,-3.17794957385772,-2.97811752755323,-2.15636770449878,-3.47808117847494,-3.16690891378097,-3.09592158686734,-3.60523743281054,-2.89220530952773,-2.25025089117819,-2.35096113020673,-3.02246370686715,-2.11259713647159,-1.36123715384443,-1.6706407211207,-2.43652893109395,-2.23330025653581,-1.96446109969214,-1.07459106256079,-2.74336860587557,-2.64626976322596,-1.7354053944226,-1.79457873003654,-1.85203644480951,-2.94539277475258,-1.83122842508516,-2.38828048806335,-1.9498073970289,-2.7912706381031,-2.51248225748706,-1.77347753558833,-2.65988881215564,-1.64997690956433,-2.22786796601897,-1.97370786294413,-2.10094922748636,-1.3839697539392,-1.91053943440363,-4.1027155638295,-2.7948482835725,-2.86956920891498,-2.80733071546768,-3.18972009418611,-3.07884153015604,-2.50165791732215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M18,-1.80329826008136,-2.07220400718089,-1.75455718605918,-1.62157105299735,-2.17111646438339,-1.62864209214912,-1.64862367627254,-1.43585201589698,-1.58958150947506,-1.87873907211295,-3.05462791062338,-1.77162354107903,-1.25618409794823,-1.83520233346453,-1.9430720856908,-1.87705621416062,-1.85273463641354,-2.03065085434202,-1.98446289239133,-2.67207156574681,-2.20663788938236,-2.84162173837743,-2.8523334919407,-2.48620158254073,-3.06284800825472,-2.69691444815477,-3.52325514333504,-2.43859590024623,-2.07746842543626,-2.39839125724178,-2.871722758117,-2.64260678220682,-2.96001612778826,-2.71468220121643,-2.04672190341712,-2.62582144446256,-2.7203038139789,-2.11809833992284,-2.30236178490376,-2.21334225887979,-2.61424805723229,-2.17645566292345,-1.94712278374828,-1.11059404651931,-2.70729281007127,-3.0765111980322,-1.47570738038893,-1.72976181713952,-1.86555268790824,-2.8637906386407,-1.71171701065243,-1.58286960534355,-1.28185545315953,-2.34109848076046,-1.63799380275179,-1.65170923893769,-2.26654034372483,-1.34544609438912,-1.99766787701818,-2.05197075975043,-1.69830106778161,-1.63110678630468,-1.91782351579303,-2.60294263814464,-2.31677380759935,-2.12951025794554,-1.4952700054972,-3.17848330026209,-2.41619598298737,-2.51847092520104,-1.60279024222926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M19,-1.90355391438165,-2.65962127883876,-1.6621895775941,-1.39571649538818,-2.13829396778315,-1.45596190615985,-1.69912816927924,-1.4587763401465,-1.77183348314815,-1.65934894977441,-1.52396591585592,-1.89872240900542,-1.13478574699121,-1.31144694087094,-1.76059915850801,-1.40025042334288,-1.41272770425667,-1.42383758798099,-1.89171469743662,-1.80586680612056,-2.37718095550631,-2.41086022846269,-2.09774892061402,-1.83199718642107,-2.05502165279431,-1.85490694057537,-2.17524674463428,-1.90313333954923,-1.75312622004409,-1.97952771965263,-1.4792304080102,-2.04584439304232,-2.37342264018766,-0.937919467881653,-1.52977800396601,-1.38813737255877,-1.28486052857929,-0.970027229763667,-0.968008145816092,-1.01678362521018,-1.40353755541353,-1.3163333455788,-1.04519660629832,-1.16465716208944,-1.35073067665022,-1.1916268379204,-1.40409642324555,-1.4336955872141,-1.26775133290463,-1.2998702770795,-0.981638709733568,-1.04872973755275,-1.26675486590855,-0.985387324306893,-1.61978151210551,-2.13407075081976,-2.45868920819902,-1.60626581263725,-2.70361126785923,-3.22208964670475,-2.47459452718228,-1.61176148110212,-2.08104026849055,-1.72255893726231,-1.34962349001487,-1.43689303613511,-1.69677770025477,-1.59010454596375,-2.0454982449804,-1.53410039924966,-1.69846132384631,-1.92133856339059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M20,-2.40901747798113,-2.79867430117167,-2.24590350404645,-2.00848261418906,-2.39800772984998,-2.4282591681184,-2.08944587446355,-2.11894940411999,-1.98039590935355,-2.43166529668632,-2.99639846762581,-3.32525381150924,-1.64553268495968,-2.74926154424322,-2.81395309878291,-2.28285988451137,-2.28975436225219,-2.08938438382881,-2.77925839097158,-2.52951286902533,-2.45546479726949,-3.64151665367611,-3.49204834950183,-2.61139752229347,-3.0707971627528,-2.95230143622469,-3.34008319733548,-3.57109303610547,-2.45732905944575,-3.90398905013048,-3.06379619434065,-2.70805240425717,-3.16629056088957,-2.02928182748136,-2.20890508214491,-2.22180429705169,-2.93578303914989,-2.0590933582504,-2.76502900846907,-2.27896627553065,-2.50478243857405,-2.46820185992157,-1.34943850867361,-2.18229085151369,-2.20736118797316,-2.7060998277435,-2.35438689136986,-2.33108277712937,-2.63524137582435,-2.46270422292248,-2.24211546621508,-2.21738907600802,-2.19990481764859,-2.58544076167716,-2.55373520638172,-2.68123782916658,-2.44674669829612,-2.55041162002487,-4.4869734912628,-3.82917790208381,-3.36944768701781,-1.87686510936113,-2.74484138371525,-2.20909865171866,-2.14479083457601,-1.95974197323857,-1.76689001004856,-2.49920409875061,-2.13098120693539,-1.90392404602022,-1.57195391064179,-1.84063186106027,-1.05959207593173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M21,-2.22841704126233,-2.75784166280826,-1.92672282036452,-1.10944106542285,-1.42438824680954,-1.79840764592678,-1.95777951567966,-2.12757256151609,-1.73635891247482,-1.79990493085854,-1.59665074799363,-2.0097388756782,-0.922162492237708,-1.59739017487766,-1.93181770209337,-1.47654998005726,-1.54121039484084,-2.07501772423618,-2.4093122190766,-2.41558015775471,-2.14062591441111,-3.092984779722,-1.79286372435159,-1.00778114520481,-1.86960659606171,-2.21915077363282,-1.87661617061256,-3.11284218924623,-1.72208883881992,-3.21958771715282,-1.45538203086334,-1.48420285130406,-1.75222087440981,-1.00733535899888,-1.10780132386377,-1.50667845388734,-2.19943098005079,-0.546173660471945,-1.61072985857444,-1.40141115188366,-1.81982446276235,-1.9221718942274,-1.08230294702937,-1.67603642806037,-1.35845739007858,-1.27978840198968,-1.32498127299661,-1.392496740277,-1.17934965995616,-1.13537527567848,-1.01012016315762,-2.19437852156597,-1.6821996812555,-2.1644118743196,-3.58515459708877,-2.87838320603542,-3.41455109214602,-2.32843339791961,-3.80765154248354,-3.47078564337366,-3.12233911667386,-2.28174051812533,-2.82308253016696,-1.98899799714061,-2.45467643419236,-1.99101562951677,-1.85795947753198,-2.5838386312026,-2.06934392158749,-1.89813289473507,-1.62326692331235,-1.9882638536882,-1.50927474699105,-2.06372508634168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M22,-1.42978952653485,-2.17195792252393,-1.47012686543464,-0.767934721518761,-1.48299579519565,-0.83175222474665,-1.48173017612041,-1.09676591588441,-1.3746367608445,-1.78373625313575,-1.22206955273498,-1.64594340970182,-0.745585113879968,-1.28482945429752,-1.43132014845475,-1.13144216336034,-1.31946343978334,-1.60056133434605,-1.47688358110796,-1.97192862356877,-1.36789707819699,-2.00607784858954,-1.74900466302073,-1.44482841385299,-1.58657984372269,-1.86625626153705,-1.73793083847556,-1.68010336872968,-1.31078458745187,-1.4416438098057,-1.41859691842641,-1.23898603615955,-1.4861306637082,-0.747379096016037,-1.09574259569253,-1.14684451866236,-0.951717928687697,-0.619425196228949,-0.635118992183093,-0.906982182804193,-1.3443821231555,-1.18272428487342,-1.29126209637044,-0.902846018314151,-1.16547358822653,-0.982804585764819,-0.787490931940452,-1.20492316639548,-1.37807909620376,-1.04856108563861,-0.768008813443329,-0.898892720197545,-0.756151597891489,-1.84967254982752,-2.88261498479566,-2.627872915508,-1.76179410576692,-1.63376021944689,-2.40164472048035,-2.17611325626244,-1.87359211741215,-1.46346199078302,-1.99896219527881,-1.49850678800306,-1.93635747155673,-1.16922491438133,-1.13529451573123,-1.28330845224414,-1.21909917996885,-1.08527334481961,-1.48803354131687,-1.0402828358451,-1.1407976616543,-1.41968614340199,-2.76217238814997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M23,-1.85416468440519,-2.43371015025134,-1.7257107044065,-1.5231073874031,-1.99402625499964,-1.64657315418466,-1.57904304186085,-1.6137789493824,-1.63464598727519,-1.85423923022769,-2.17827481676491,-2.37836614824515,-1.44108138801915,-2.06215452837315,-2.09112300672897,-1.70924115884123,-1.79388544938518,-1.77170716985514,-2.25570686985348,-2.4884305582961,-2.52562196242918,-3.07508849930061,-2.47275824840269,-1.87000234289032,-2.55442866666473,-2.54415380277684,-2.53282506478978,-2.82673015045199,-1.69938913655766,-2.74883829011391,-1.9154310792985,-2.16182058816688,-2.22764479426234,-1.40178074578219,-1.67525713994371,-1.70218408832125,-1.63865165467333,-0.885084005780241,-1.37825893026694,-1.57210460526239,-2.08296777835256,-1.93002135410727,-1.56326676406923,-1.36623530831568,-1.46612649220865,-1.99578671396008,-1.73567014864823,-1.7161674927577,-2.05733531763056,-2.09846465337246,-1.63872626163136,-1.39565013559545,-1.51856789032334,-2.6003443738639,-3.77568605125,-3.0507010300976,-2.02315293040889,-2.14147912462622,-3.41344801836792,-3.00434612788402,-2.75918467689616,-1.8430592927409,-2.67772423214945,-2.41430319247605,-3.03702579499235,-2.1647455621763,-2.40264724051217,-2.27163451307279,-2.44933239981368,-2.18564699703298,-3.25749212048959,-2.27558590065848,-1.23047339835496,-2.39666961171119,-2.97909834406548,-3.61488903954807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M24,-2.18255600377664,-2.75122228436947,-2.0113204099353,-1.81810182752383,-2.17062614101713,-1.91251131321244,-2.02108788577578,-1.99558004650704,-1.88887576800881,-2.18543888037088,-2.40776144747131,-2.54563865043382,-1.83101890460434,-2.53790763709758,-2.4978756112815,-2.39485500714704,-2.24075254682885,-2.24996702364241,-2.73225974698083,-2.93653826723767,-2.74978283968181,-3.09040724930886,-2.51699279321619,-2.20748531736605,-2.68950780778219,-2.98411299041506,-2.5509245603352,-3.2914621140956,-2.33410537445577,-3.32224058618485,-2.76400364661329,-2.42376542396981,-2.59848829424214,-2.01101105598718,-2.01399768007378,-1.95124396404901,-2.65901656589251,-1.46612148650965,-1.63000640235953,-2.20820992673828,-2.22023157622433,-2.33557130864274,-1.23909396743338,-2.2660162788444,-1.83658469505105,-1.82693198384891,-1.66083124348132,-1.94088218516734,-2.0550293561045,-1.89185342575551,-1.79808218367363,-2.28953860781215,-2.42355407466125,-2.55771728089414,-3.21518487490385,-2.66088041387127,-3.64052322449592,-1.72967083846586,-3.45878080335093,-3.16127092911054,-3.0134597571399,-2.11472635779852,-2.89113073146235,-2.16237735522515,-2.18282916594574,-1.99355917019916,-2.02277039872926,-2.59799756335583,-2.05006522584221,-1.89211851195142,-1.67397924197317,-1.90023577710876,-2.35734153858873,-3.78676372990545,-3.63107692783588,-2.87798599704088,-2.76619702870152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M25,-1.79690871510515,-2.1023048204643,-1.65550562138876,-0.891217712318013,-0.928609818714172,-1.34750319872786,-1.64836154193893,-1.58139306448272,-1.31520770879862,-1.10943544708606,-0.862626681549576,-1.20176954507623,-0.327176097512989,-0.903843418711847,-1.0367295504171,-0.994213802389503,-0.948590057585206,-1.54703055390717,-1.89350593851385,-1.83388453957549,-1.86057810437381,-2.18130517534711,-1.18620765803836,-0.840266702590333,-1.22878456214179,-1.61533688853272,-0.94024368253214,-1.87546054853865,-1.09944766626325,-2.12189918906266,-0.82697034563967,-1.12190039834328,-1.00609131858057,-0.579600680379065,-0.851689695297162,-0.691896319450684,-1.35419365734357,-0.62577770289188,-1.19478114006064,-1.31953480236863,-1.59613071366072,-1.66637402049759,-0.798032253784264,-1.59614010771616,-0.644089442192694,-0.878694415311767,-1.18752812387946,-1.00346131723462,-0.909001283104387,-0.894873404566254,-1.00527175681497,-1.47975520327939,-1.59200353111472,-1.53976211354955,-1.44598414197414,-1.73097550433804,-2.0964354191925,-1.62963185114233,-3.6030563809424,-3.00896077586235,-3.08850727104795,-1.67195688930187,-2.40046547979503,-1.78481177483608,-1.93971186550199,-1.7596082204102,-1.59129807105838,-1.80751018972413,-1.7762792298055,-1.74441081653895,-1.47708557629893,-1.6753164680373,-1.67457364614634,-3.44315731829008,-2.39408381657732,-1.6785724382655,-1.45275554199246,-2.0335962598213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M26,-2.15370151237377,-2.59465557169781,-1.83587685397318,-1.55387795088939,-1.39807251971042,-1.87060222263689,-1.80148701640247,-1.85128402537274,-1.71873921651955,-1.74498001493167,-1.56023768245862,-2.17980315882299,-1.05989842008118,-1.48186438851518,-1.75916100661269,-1.57614013133571,-1.51116627804794,-2.11576638762557,-2.48931853374941,-2.40089996764378,-2.12388322130383,-2.83000101281087,-2.23019050411334,-1.35011624114972,-1.88234064841167,-2.33022260334008,-1.65775862639199,-2.51091042233634,-1.642217074767,-2.82145560229869,-1.89365371953735,-1.96969460158439,-1.8668523699969,-1.16232818199416,-1.57344929319548,-1.4650936840505,-2.13324325384605,-1.31022487977955,-2.05982476493437,-1.8820518374218,-1.88366629155243,-2.33896465193367,-1.18620454427268,-2.01967699951301,-1.43605556467512,-1.31902272954999,-1.39839367502552,-1.68274400443491,-1.45739445909733,-1.66094631223785,-1.40682052364392,-1.60711582640544,-2.04030635769247,-1.99604280561624,-3.11352077085657,-2.8068962866796,-3.00186560460831,-1.63496500323002,-3.7063557742855,-3.21074439650861,-2.99314067715421,-1.97942784245118,-2.69991185524343,-2.24670771678462,-2.43153394397034,-2.12912687396828,-1.99225577555414,-2.70332362015553,-2.18179096723304,-2.13515959642539,-1.52299559918559,-2.08776977819093,-2.6558797163286,-3.02635218733512,-3.02387970114726,-2.9842704953834,-3.46718817530097,-3.2296957985185,-2.33011216026498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M27,-2.0479394732939,-2.47564436170757,-1.55878486308731,-1.17870663728249,-1.10855163408773,-1.52889688665938,-1.64895103919972,-1.76487992862346,-1.54749084676255,-1.68149121858903,-1.26540202788251,-1.87233732879676,-0.859936699274664,-1.29950244894108,-1.47265831970893,-1.36619938471998,-1.10033014894536,-1.67478844147567,-2.11172168816664,-2.11422463064823,-1.84783022647188,-2.60145680800773,-1.69165237481107,-0.844427376761942,-1.59217072411089,-1.81387376610539,-1.33007494608184,-2.33497416470008,-1.40775241719247,-2.5621796091266,-1.31891839810264,-1.53814049321893,-1.345336239425,-0.906427256367612,-1.11483809383023,-1.2846756671601,-1.80085891239004,-0.866366487990446,-1.46512717282134,-1.29819631139501,-1.33099955897569,-1.88216072882592,-1.09488601976803,-1.26647720071478,-1.07934498799902,-1.18949201786245,-1.32329107171099,-1.59039373854736,-1.32587628098704,-1.53743442738959,-1.51401303989337,-1.69866130234163,-1.1118698856402,-2.05137609020084,-2.88033563031847,-2.64998809989368,-2.72518520922394,-1.45803147715508,-3.47503878143284,-3.04404731738139,-2.88676258784516,-1.84055584350919,-2.53746597911825,-2.12030254805686,-2.41993654232417,-2.01713755343754,-1.78933853384019,-2.38730646916687,-2.004458924417,-1.88149296935557,-1.62574723321558,-1.72322621392855,-2.45909067285715,-3.03659896076762,-3.23424420549273,-2.93963902142951,-3.19988794875132,-3.05505483165012,-3.33494091347464,-3.29935127511111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M28,-1.7626969976748,-1.837679398937,-1.81692051816067,-2.0456633063986,-2.09702597463504,-1.8869932841057,-1.55142771775083,-1.63575040587895,-1.68307800283262,-2.58352144548523,-3.29572397645181,-3.37178284695623,-2.14754280463608,-3.40247403915058,-3.27315388382616,-2.63823696257132,-2.58935521648228,-1.73519664184637,-2.09980062469754,-2.20762592623038,-2.13204158057703,-2.77149737087996,-3.03168668217516,-2.31938311903149,-2.81738061944383,-2.26402870793595,-3.38907648669003,-2.47612757329374,-2.25556648860902,-2.66564622600302,-3.41338851149163,-3.026518403346,-3.59670955264836,-2.5941595091586,-2.44587373037936,-2.73816803642414,-2.25194443639811,-1.72599838325808,-1.60782328974686,-1.47537007144546,-2.0101909832685,-1.98747492636047,-1.99462435505258,-1.25920587303059,-2.97232772003546,-2.16349127095821,-2.70074640221652,-1.79678451524124,-3.00081923211298,-2.9341553625842,-2.77799219194886,-1.77266816364977,-1.99370269904592,-3.18564371568184,-2.15206017431244,-1.76825157622059,-1.73397547259874,-1.52821741182511,-2.43476296032377,-2.14560961259543,-1.98036506397665,-1.56160297579951,-1.89913504410863,-3.27744074148892,-2.5231439758233,-3.07630087928575,-3.26900324060305,-3.17757656416386,-3.42984425903732,-2.98592015602243,-2.78071654013264,-2.67624150577681,-1.58519373546192,-3.32425202695571,-2.73262133240484,-1.61956499718946,-2.89164391449385,-2.69620029046081,-1.35537839340739,-2.47124470807951,-2.10115355696038,NA,NA,NA,NA,NA,NA,NA,NA,NA
M29,-1.81903575220296,-2.20218054223279,-1.99743848236352,-2.11733254178362,-2.17124485285915,-1.82857016428439,-1.70173961808238,-1.6413140503284,-1.84339845782027,-2.32938519603026,-3.27393352237299,-3.10428427016523,-2.40644937667631,-3.03679594665515,-3.04862508169227,-2.58027772357476,-2.92377043417164,-1.88835579874712,-1.99797194142644,-2.40061713346596,-2.21082196645618,-2.98887581187995,-3.0295776870522,-2.52376729098207,-3.48661903000044,-2.7285530733267,-2.99092605603116,-2.93783833327171,-2.21380727945614,-3.35551861096457,-3.08894633489151,-2.96814209949373,-3.15337932231486,-3.28246657369807,-2.34826650434613,-2.60870693312276,-2.96193830060541,-2.59500158467005,-2.23403506974881,-2.0903862002262,-3.03870407468866,-2.65522464024017,-2.38603203090823,-1.10647219050034,-3.31779577866806,-3.03506780302354,-2.85121062856558,-2.79130497560358,-3.35220935598417,-3.68484902498937,-3.18271392438816,-1.95336726560115,-2.00159180048385,-3.04852381136646,-2.42768795254293,-1.69426399893116,-1.89253799624431,-1.71732892467833,-2.33187429594021,-1.75437748279786,-1.85124988014828,-1.606501994114,-1.94376879078778,-3.18074744124427,-3.34814904424249,-3.43728084063997,-3.58013866284913,-3.0491762173753,-3.05440353954295,-3.48755977880368,-2.42038725135727,-2.98847441109863,-0.723202460395886,-2.30149720363698,-2.10135876595129,-1.62282392350213,-2.62514269383853,-2.06852201623625,-1.59748283010119,-2.02800519534562,-2.16378753651026,-3.05391010691507,NA,NA,NA,NA,NA,NA,NA,NA
M30,-1.67379280425611,-1.7478102724368,-1.507844307144,-1.32542871283526,-1.6705040493586,-1.50805724584299,-1.49647843205421,-1.47631430100416,-1.57278736316245,-1.57451279994631,-2.28292013506123,-2.2381230873638,-1.2884372240623,-1.99521436520552,-2.03284634654121,-1.8215131490407,-1.58481128781982,-1.39227469084398,-1.72400853786046,-1.95845576392161,-1.81429126932119,-1.88499839562208,-2.17563982402638,-1.94753011509966,-1.97883369794291,-1.6683406217265,-2.43768367062211,-1.93302214397716,-1.90081278064034,-1.49129403468941,-2.62813385521192,-1.84506333282651,-2.71857494306656,-1.81396520751501,-1.90860223563249,-1.86794913225321,-1.56670072236032,-1.64388145685949,-1.0984952322465,-0.881713880874887,-1.47454624947171,-1.48394218633243,-1.41754773611327,-1.30853982150247,-1.73371434795814,-2.04803950010582,-2.0976920008941,-1.39275253213727,-2.45397168852996,-2.03597023696047,-2.00859369462769,-1.30091887833296,-1.53885316134007,-2.03712071236313,-2.38329364966968,-2.14951908768939,-2.57311392050096,-0.811751150248933,-2.50192898111787,-2.51977704722441,-2.24508002071126,-1.83010357884634,-2.08248303765794,-2.5856950855057,-2.15868288336443,-2.03794362043048,-2.35045922210987,-2.6283006744551,-2.13935004522144,-2.00293040758966,-2.76122710560786,-2.27113030666629,-1.89125787222776,-2.59474154188579,-3.1885655974363,-1.86214752199772,-2.47935894085067,-2.76014278973814,-1.39137232459744,-2.71212110515636,-2.48136070823821,-3.25719741160087,-2.13982488329805,NA,NA,NA,NA,NA,NA,NA
M31,-1.85998771527029,-2.3179608935461,-1.85293850892513,-2.17132535100395,-2.25431107326444,-1.9384204307012,-1.66395092947206,-1.58538209745065,-1.80206769397268,-2.84763590657656,-3.66259111500926,-3.31359638422357,-2.16669398305313,-3.79713170370514,-3.57919668982738,-3.37894706201635,-3.88261967377332,-2.45407300501151,-2.45091995845274,-2.83097793904994,-2.72404411882935,-3.14233310912026,-3.27158596466614,-2.82901018664258,-3.56826085765072,-2.93854739857928,-3.42715441857693,-3.37475810981371,-2.55565903728353,-3.73684392983222,-3.43361166439828,-3.53187607474644,-3.90047086038522,-3.15796783429788,-2.41509439888789,-2.78667337908047,-2.92190672272736,-2.51871657200589,-2.39692592852461,-2.37979272401415,-2.33132757082953,-2.77270306269173,-2.4844450146368,-1.52265947387728,-3.16814476193332,-3.27562225610538,-2.58031300390232,-2.55114352051767,-4.08412178901545,-3.44245631207711,-3.58232345066165,-3.19704511204223,-2.42932665615542,-3.47875095777291,-2.49128373041543,-1.86981296357563,-2.69106516293706,-0.921645939829514,-2.54723197631532,-1.9035669295798,-2.31096475559517,-1.7344368935838,-2.16218947553197,-3.81561252046528,-3.03040642333503,-3.55841985303552,-3.50652156672962,-3.97216171703981,-4.12818791429997,-3.84308907132545,-3.9520897379538,-3.147381609588,-1.74907314045613,-2.94852543634983,-2.79847839569634,-2.16907318272871,-3.32064771901491,-2.76838310432186,-1.84150616909385,-2.39221064816537,-2.50375322733155,-3.86024987812567,-3.06121433593438,-2.98464273705536,NA,NA,NA,NA,NA,NA
M32,-1.51283598265754,-1.84506917474806,-1.68167564487298,-1.6026983470852,-1.87070499870204,-1.66589730283455,-1.38957369553219,-1.24399509399194,-1.55006424486245,-2.44099860744353,-2.72895233227661,-2.96458346031287,-1.24705140459151,-3.04518359599914,-3.37786241942515,-3.07454030185659,-3.77446226385289,-1.9104897281132,-1.44052148013202,-2.17771113540542,-1.72273541949058,-2.25029135277573,-2.5811199643527,-2.69296681067026,-2.7520161255198,-2.39077972103063,-2.3690478607062,-2.6864058396652,-2.56880290063557,-3.80236537639899,-3.27955053110593,-3.38819354393925,-3.82452174231795,-2.81853703785781,-1.6921509645029,-2.79053569721184,-2.95951946432662,-2.9258223550625,-2.40725298695506,-2.08527945665866,-2.99491547354492,-2.64487277731216,-1.51055553309422,-1.1608073631523,-2.13091059150317,-3.32261118206554,-2.88615954728187,-2.42158067742941,-3.28429765678565,-3.35744523479804,-4.05522801405312,-3.25038368259242,-2.55763493659714,-3.41187319514676,-0.519299113959679,-1.19423060118169,-2.11607812318603,-0.599786437747125,-2.05651434705263,-1.28449009042182,-1.64976716319641,-1.2802198212791,-1.66226030149946,-2.7029706991386,-2.17983474672746,-3.02692695489838,-1.49993303453636,-3.18708034252214,-2.68684493821325,-4.08257135148494,-3.21130932339707,-0.95230280386679,-0.652101035816339,-2.24292722767075,-2.09009574632487,-0.586392209385727,-1.27755971078845,-2.34426186747743,-1.61952341348703,-1.79996267868386,-2.01042080729472,-2.03931969032529,-1.46677527080392,-1.49419738692837,-2.41325518053692,NA,NA,NA,NA,NA
M33,-1.33609445249204,-1.57791923584129,-1.4370685617789,-1.25175834428408,-1.36633666316543,-1.25609917267067,-1.29516240329056,-1.184185350323,-1.40027696714176,-2.14564954433249,-2.38160005450692,-2.37243409274508,-1.11593560603196,-2.2695050813778,-2.52344580853565,-2.28079413918389,-2.35691154669053,-1.16172954411054,-1.30107988858712,-1.68602352009028,-1.44881155933805,-1.95156017198983,-2.18254373730826,-1.84432548581228,-2.19174546982394,-1.76611304112719,-2.16393410639187,-1.94412808340085,-2.0159686272867,-2.46104922937191,-2.44496934780866,-2.5172262322755,-2.97224553612035,-1.70785486490544,-1.39767498294795,-2.0018211059235,-2.91746925421606,-2.54783256482283,-2.16762713669795,-1.66081143953719,-1.70578424070851,-2.70094063178334,-2.32877753485475,-0.95176196800984,-2.35935014750454,-2.98110078396292,-2.25043476683095,-2.08862160160125,-3.0358643024257,-2.80551037288646,-2.99414369120833,-3.36401597236581,-1.97036007423123,-3.43913233805074,-2.12418948613394,-1.3933828186029,-2.3541174231758,-0.470494543398959,-2.27616970836159,-1.44173700992037,-2.05961371619215,-1.29801148563195,-1.93369180937714,-3.30640895672737,-2.75489882362699,-3.58929204319826,-2.53832215391272,-2.7376645931062,-3.23080665929883,-3.89176124263353,-2.65835009644065,-1.64730988694685,-0.911238297575478,-2.17556247278124,-2.17690808399119,-1.99390619325742,-2.53492894448638,-2.2953536555713,-1.45012056261334,-2.01533266055964,-1.94747958521159,-2.25251977263976,-2.41880765741033,-1.74167163126114,-1.81402611619467,-2.6932599924765,NA,NA,NA,NA
M34,-1.91103810258284,-2.37944301926709,-1.90128593976457,-2.3231003959455,-2.28666600941759,-2.00953506299607,-1.65568989527983,-1.75561247114643,-1.84279839202626,-2.73635747632712,-3.50605025732993,-3.52963932170646,-2.51370120346315,-3.83324576755466,-3.66588697367006,-3.33770233229519,-3.93270988898611,-2.70639536525142,-2.53949194673816,-2.70545148726618,-2.76780938814853,-3.50068890560433,-3.21115130647278,-2.97518821287851,-3.69091003813509,-2.91472433990297,-3.57564386766896,-3.65782341607764,-2.75752592257561,-3.77859060215305,-3.60383912884516,-3.27294429547434,-3.87658570044342,-3.28390277356547,-2.9053459907199,-3.0826651814232,-2.76702807946501,-2.17400535724837,-1.48447131928109,-2.8079202400127,-3.13942130855854,-2.69753333218114,-2.27801213742035,-1.69066519756228,-3.31596982323655,-3.22874991194382,-3.1822289132893,-2.83072416432195,-3.94311427871598,-3.72096203244766,-3.32386155614051,-2.30246959762235,-1.73398442050888,-3.14915591723491,-2.42836833408095,-2.04754149971995,-2.75212469780092,-1.84302494627153,-2.66651318199286,-2.19978953696171,-2.21967243079371,-1.89868978168803,-2.31883775585373,-3.69432747518656,-2.71736454804472,-3.71655191499407,-3.89446016371422,-3.98488506327664,-3.74831557691784,-3.11847262776341,-3.21539901001084,-3.92233561879461,-1.58890476144843,-3.51611616012104,-2.98909544220294,-2.07689185318844,-3.090607725352,-2.83404628392218,-1.5036892302455,-2.67844695706698,-2.41645750134949,-3.50608067542449,-2.89362265473385,-2.92660313026233,-2.77797865588357,-1.35710379092928,-2.07926490394845,NA,NA,NA
