,x
2508,1
2509,1
2510,1
2511,1
2512,0.94
2513,0.99
2514,0.46
2515,0.97
2516,0.96
2517,0.86
2518,0.99
2519,0.99
2520,0.95
2521,0.97
2522,1
2523,0.93
2524,0.99
2525,1
2526,0.99
2527,1
2528,1
2529,1
2530,0.96
2531,0.92
2532,0.89
2533,0.62
2534,0.73
2535,0.85
2536,0.16
2537,0.59
2538,0.89
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,0.99
2552,1
2553,0.99
2554,0.98
2555,0.98
2556,0.95
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,0.95
2564,1
2565,0.99
2566,0.95
2567,1
2568,0.74
2569,0.95
2570,0.97
2571,0.94
2572,0.99
2573,0.99
2574,0.97
2575,0.24
2576,-0.16
2577,0.47
2578,0.98
2579,0.43
2580,1
2581,1
2582,1
2583,0.96
2584,0.75
2585,0.68
2586,-0.08
2587,0.47
2588,0.49
2589,-0.55
2590,-0.62
2591,0.43
2592,1
2593,1
2594,1
2595,1
2596,1
2597,1
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,1
2608,1
2609,1
2610,1
2611,1
2612,1
2613,1
2614,1
2615,1
2616,1
2617,1
2618,1
2619,0.95
2620,1
2621,0.71
2622,1
2623,1
2624,0.98
2625,1
2626,1
2627,1
2628,-0.17
2629,0.73
2630,0.98
2631,0.41
2632,1
2633,1
2634,1
2635,0.98
2636,0.96
2637,0.91
2638,0.42
2639,0.87
2640,0.74
2641,-0.23
2642,-0.42
2643,0.74
2644,1
2645,1
2646,1
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,1
2665,1
2666,1
2667,1
2668,1
2669,1
2670,1
2671,0.98
2672,1
2673,0.85
2674,1
2675,1
2676,0.99
2677,1
2678,1
2679,1
2680,0.24
2681,0.94
2682,-0.06
2683,1
2684,1
2685,1
2686,0.96
2687,0.95
2688,0.87
2689,0.36
2690,0.59
2691,0.68
2692,-0.65
2693,-0.25
2694,0.49
2695,1
2696,1
2697,1
2698,1
2699,1
2700,1
2701,1
2702,1
2703,1
2704,1
2705,1
2706,1
2707,1
2708,1
2709,1
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,1
2719,1
2720,1
2721,1
2722,0.82
2723,0.99
2724,0.84
2725,0.98
2726,0.96
2727,0.98
2728,0.98
2729,0.99
2730,0.96
2731,0.4
2732,-0.71
2733,1
2734,1
2735,1
2736,0.94
2737,0.94
2738,0.79
2739,0.17
2740,0.76
2741,0.75
2742,-0.1
2743,-0.14
2744,0.57
2745,1
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,1
2755,1
2756,1
2757,1
2758,1
2759,1
2760,1
2761,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,1
2772,0.98
2773,1
2774,0.66
2775,1
2776,1
2777,0.99
2778,1
2779,1
2780,1
2781,-0.11
2782,1
2783,1
2784,1
2785,0.93
2786,0.96
2787,0.9
2788,0.6
2789,0.65
2790,0.92
2791,0.61
2792,0.62
2793,0.94
2794,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2803,1
2804,1
2805,1
2806,0.99
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,0.98
2819,1
2820,1
2821,0.97
2822,1
2823,0.49
2824,1
2825,1
2826,0.99
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,0.91
2834,0.94
2835,0.76
2836,0.12
2837,0.75
2838,0.59
2839,-0.66
2840,-0.37
2841,0.44
2842,1
2843,1
2844,1
2845,1
2846,1
2847,1
2848,1
2849,1
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,0.99
2867,1
2868,1
2869,0.95
2870,1
2871,0.39
2872,0.98
2873,0.99
2874,0.96
2875,1
2876,1
2877,0.99
2878,1
2879,0.39
2880,1
2881,1
2882,1
2883,1
2884,1
2885,1
2886,0.99
2887,1
2888,1
2889,1
2890,1
2891,1
2892,1
2893,1
2894,1
2895,1
2896,1
2897,1
2898,0.24
2899,0.61
2900,-0.1
2901,-0.52
2902,0.98
2903,-0.4
2904,-0.52
2905,-0.68
2906,-0.46
2907,1
2908,1
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2916,0.99
2917,0.97
2918,0.95
2919,1
2920,1
2921,1
2922,1
2923,1
2924,1
2925,1
2926,1
2927,1
2928,1
2929,0.98
2930,0.99
2931,1
2932,1
2933,0.99
2934,1
2935,1
2936,1
2937,1
2938,1
2939,1
2940,1
2941,1
2942,1
2943,1
2944,1
2945,1
2946,1
2947,1
2948,1
2949,1
2950,1
2951,1
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,1
2962,1
2963,1
2964,0.77
2965,1
2966,1
2967,1
2968,1
2969,1
2970,1
2971,1
2972,1
2973,0.99
2974,0.94
2975,0.99
2976,0.99
2977,0.95
2978,0.95
2979,1
2980,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,1
2989,0.61
2990,0.63
2991,0.49
2992,0.31
2993,0.96
2994,0.48
2995,0.52
2996,0.56
2997,0.3
2998,1
2999,1
3000,1
3001,1
3002,1
3003,1
3004,1
3005,1
3006,1
3007,0.99
3008,0.97
3009,0.84
3010,1
3011,1
3012,1
3013,1
3014,1
3015,1
3016,-0.88
3017,-0.94
3018,-0.97
3019,-0.93
3020,-0.8
3021,0.23
3022,0.14
3023,0.13
3024,1
3025,1
3026,1
3027,1
3028,1
3029,1
3030,1
3031,1
3032,1
3033,1
3034,0.99
3035,0.98
3036,0.95
3037,0.98
3038,0.99
3039,0.98
3040,0.99
3041,0.97
3042,1
3043,1
3044,1
3045,1
3046,1
3047,1
3048,0.99
3049,1
3050,1
3051,0.96
3052,1
3053,0.48
3054,0.96
3055,0.98
3056,0.95
3057,0.99
3058,1
3059,0.98
3060,-0.59
3061,-0.86
3062,-0.82
3063,-0.46
3064,0.37
3065,0.19
3066,0.51
3067,1
3068,1
3069,1
3070,1
3071,1
3072,1
3073,1
3074,1
3075,1
3076,1
3077,0.99
3078,0.95
3079,0.86
3080,0.97
3081,0.97
3082,0.93
3083,0.98
3084,0.87
3085,1
3086,1
3087,1
3088,1
3089,1
3090,1
3091,1
3092,1
3093,1
3094,0.94
3095,0.98
3096,0.63
3097,0.91
3098,0.87
3099,0.94
3100,0.97
3101,0.98
3102,0.93
3103,-0.92
3104,-0.89
3105,-0.59
3106,0.33
3107,0.19
3108,0.14
3109,0.99
3110,0.99
3111,1
3112,1
3113,1
3114,1
3115,1
3116,1
3117,1
3118,0.98
3119,0.95
3120,0.85
3121,0.81
3122,0.89
3123,0.92
3124,0.9
3125,0.95
3126,0.84
3127,0.99
3128,1
3129,0.99
3130,1
3131,1
3132,1
3133,0.99
3134,1
3135,1
3136,0.86
3137,0.69
3138,0.51
3139,0.86
3140,0.86
3141,0.85
3142,0.93
3143,0.94
3144,0.87
3145,-1
3146,-0.98
3147,-0.22
3148,-0.35
3149,-0.49
3150,0.93
3151,0.98
3152,0.99
3153,0.98
3154,1
3155,0.99
3156,0.99
3157,0.99
3158,1
3159,0.97
3160,0.97
3161,0.79
3162,0.64
3163,0.83
3164,0.89
3165,0.83
3166,0.87
3167,0.43
3168,0.96
3169,0.98
3170,0.97
3171,1
3172,1
3173,1
3174,0.93
3175,0.99
3176,0.99
3177,0.7
3178,0.46
3179,0.35
3180,0.38
3181,0.71
3182,0.36
3183,0.5
3184,0.85
3185,0.76
3186,-0.92
3187,-0.07
3188,-0.04
3189,-0.03
3190,0.97
3191,1
3192,1
3193,1
3194,1
3195,1
3196,1
3197,1
3198,1
3199,0.99
3200,0.92
3201,0.87
3202,0.81
3203,0.84
3204,0.93
3205,0.9
3206,0.95
3207,0.83
3208,0.99
3209,1
3210,0.99
3211,1
3212,1
3213,1
3214,0.96
3215,1
3216,1
3217,0.7
3218,0.9
3219,0.28
3220,0.75
3221,0.65
3222,0.82
3223,0.78
3224,0.89
3225,0.73
3226,-0.3
3227,-0.15
3228,-0.37
3229,0.97
3230,1
3231,1
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,0.99
3239,0.99
3240,0.93
3241,0.87
3242,0.91
3243,0.95
3244,0.91
3245,0.96
3246,0.82
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,0.97
3254,1
3255,1
3256,0.88
3257,0.97
3258,0.66
3259,0.66
3260,0.87
3261,0.64
3262,0.87
3263,0.96
3264,0.89
3265,-0.85
3266,-0.83
3267,0.92
3268,0.99
3269,0.99
3270,0.99
3271,0.99
3272,0.99
3273,0.99
3274,0.99
3275,0.99
3276,0.97
3277,0.98
3278,0.92
3279,0.88
3280,0.87
3281,0.92
3282,0.91
3283,0.77
3284,0.86
3285,0.99
3286,1
3287,0.99
3288,1
3289,0.99
3290,1
3291,0.94
3292,0.99
3293,0.99
3294,0.79
3295,0.94
3296,0.54
3297,0.74
3298,0.23
3299,0.66
3300,0.89
3301,0.9
3302,0.91
3303,-0.75
3304,0.98
3305,0.99
3306,0.99
3307,0.99
3308,1
3309,1
3310,1
3311,1
3312,1
3313,0.99
3314,0.98
3315,0.9
3316,0.86
3317,0.89
3318,0.93
3319,0.89
3320,0.93
3321,0.82
3322,0.98
3323,0.99
3324,0.99
3325,1
3326,1
3327,1
3328,0.96
3329,1
3330,1
3331,0.72
3332,0.87
3333,0.36
3334,0.67
3335,0.38
3336,0.61
3337,0.82
3338,0.86
3339,0.84
3340,1
3341,1
3342,1
3343,1
3344,1
3345,1
3346,1
3347,1
3348,1
3349,1
3350,1
3351,0.99
3352,0.99
3353,0.99
3354,0.99
3355,0.99
3356,0.99
3357,0.98
3358,1
3359,1
3360,1
3361,1
3362,1
3363,1
3364,0.96
3365,1
3366,1
3367,0.94
3368,1
3369,0.53
3370,0.95
3371,0.95
3372,0.94
3373,0.99
3374,0.99
3375,0.99
3376,0.11
3377,0.28
3378,1
3379,0.97
3380,0.99
3381,0.99
3382,1
3383,1
3384,1
3385,1
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,0.99
3396,1
3397,1
3398,0.99
3399,0.95
3400,0.83
3401,0.77
3402,0.98
3403,1
3404,0.83
3405,1
3406,1
3407,1
3408,1
3409,1
3410,1
3411,0.63
3412,0.99
3413,0.94
3414,0.97
3415,0.94
3416,0.98
3417,0.97
3418,1
3419,1
3420,1
3421,1
3422,1
3423,1
3424,1
3425,1
3426,1
3427,0.99
3428,1
3429,0.99
3430,1
3431,1
3432,0.98
3433,0.9
3434,0.68
3435,0.51
3436,0.99
3437,1
3438,0.72
3439,1
3440,1
3441,1
3442,1
3443,1
3444,0.99
3445,0.92
3446,0.93
3447,0.74
3448,0.89
3449,0.95
3450,0.95
3451,1
3452,1
3453,1
3454,1
3455,1
3456,1
3457,1
3458,1
3459,1
3460,0.96
3461,0.99
3462,0.95
3463,0.99
3464,0.98
3465,0.97
3466,0.9
3467,0.94
3468,0.78
3469,0.97
3470,0.98
3471,0.7
3472,0.99
3473,1
3474,1
3475,0.99
3476,0.98
3477,0.98
3478,-0.41
3479,-0.41
3480,0.59
3481,0.93
3482,0.74
3483,1
3484,1
3485,1
3486,1
3487,1
3488,1
3489,1
3490,1
3491,1
3492,1
3493,1
3494,1
3495,1
3496,1
3497,1
3498,0.89
3499,0.96
3500,0.93
3501,1
3502,1
3503,0.99
3504,1
3505,1
3506,1
3507,1
3508,1
3509,1
3510,-0.51
3511,0.45
3512,0.92
3513,0.48
3514,1
3515,1
3516,1
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3523,0.99
3524,0.99
3525,1
3526,1
3527,1
3528,0.97
3529,0.74
3530,0.84
3531,0.73
3532,1
3533,1
3534,0.91
3535,1
3536,1
3537,1
3538,1
3539,1
3540,1
3541,-0.39
3542,0.89
3543,-0.43
3544,1
3545,1
3546,1
3547,1
3548,1
3549,1
3550,1
3551,1
3552,1
3553,0.98
3554,0.99
3555,0.99
3556,1
3557,1
3558,0.99
3559,0.75
3560,0.87
3561,0.76
3562,1
3563,1
3564,0.99
3565,1
3566,1
3567,1
3568,1
3569,1
3570,1
3571,-0.07
3572,-0.91
3573,1
3574,1
3575,1
3576,1
3577,1
3578,1
3579,1
3580,1
3581,1
3582,0.98
3583,0.99
3584,0.99
3585,1
3586,1
3587,0.99
3588,0.78
3589,0.9
3590,0.79
3591,1
3592,1
3593,0.84
3594,1
3595,1
3596,1
3597,1
3598,1
3599,1
3600,-0.15
3601,1
3602,1
3603,1
3604,1
3605,1
3606,1
3607,1
3608,1
3609,1
3610,0.98
3611,1
3612,0.99
3613,1
3614,1
3615,1
3616,0.83
3617,0.92
3618,0.78
3619,1
3620,1
3621,0.96
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,1
3630,1
3631,1
3632,1
3633,1
3634,1
3635,1
3636,1
3637,0.93
3638,0.97
3639,0.99
3640,1
3641,1
3642,1
3643,0.8
3644,0.84
3645,0.75
3646,1
3647,1
3648,0.96
3649,1
3650,1
3651,1
3652,1
3653,1
3654,1
3655,-0.67
3656,-0.99
3657,-0.67
3658,-0.11
3659,-0.71
3660,-0.81
3661,-0.72
3662,-0.69
3663,1
3664,1
3665,1
3666,1
3667,1
3668,1
3669,0.99
3670,1
3671,1
3672,0.83
3673,0.3
3674,0.63
3675,0.95
3676,0.94
3677,0.93
3678,0.99
3679,0.99
3680,0.97
3681,-0.51
3682,-0.27
3683,-0.07
3684,-0.4
3685,-0.49
3686,-0.22
3687,-0.41
3688,1
3689,1
3690,1
3691,1
3692,1
3693,1
3694,0.99
3695,1
3696,1
3697,0.86
3698,0.38
3699,0.7
3700,0.94
3701,0.94
3702,0.94
3703,0.93
3704,0.92
3705,0.86
3706,-0.98
3707,-0.12
3708,-0.93
3709,-0.98
3710,-0.81
3711,-0.94
3712,1
3713,1
3714,1
3715,1
3716,1
3717,1
3718,0.99
3719,1
3720,1
3721,0.59
3722,0
3723,0.45
3724,0.72
3725,0.7
3726,0.72
3727,0.93
3728,0.92
3729,0.79
3730,-0.14
3731,-1
3732,-1
3733,-0.97
3734,-1
3735,1
3736,1
3737,1
3738,1
3739,1
3740,1
3741,0.99
3742,1
3743,1
3744,0.75
3745,0.21
3746,0.29
3747,0.59
3748,0.68
3749,0.6
3750,0.91
3751,0.89
3752,0.8
3753,-0.43
3754,0.05
3755,0.36
3756,0.07
3757,1
3758,1
3759,1
3760,1
3761,1
3762,1
3763,0.96
3764,1
3765,1
3766,0.64
3767,0.14
3768,0.39
3769,0.95
3770,0.88
3771,0.9
3772,0.95
3773,0.93
3774,0.82
3775,-1
3776,-0.97
3777,-1
3778,1
3779,1
3780,1
3781,1
3782,1
3783,1
3784,0.98
3785,1
3786,1
3787,0.76
3788,0.08
3789,0.44
3790,0.74
3791,0.69
3792,0.53
3793,0.9
3794,0.86
3795,0.73
3796,-1
3797,-1
3798,1
3799,1
3800,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,1
3807,0.75
3808,0.29
3809,0.57
3810,0.55
3811,0.51
3812,0.47
3813,0.91
3814,0.89
3815,0.69
3816,-0.99
3817,1
3818,1
3819,1
3820,1
3821,1
3822,1
3823,0.99
3824,1
3825,0.99
3826,0.86
3827,0.41
3828,0.74
3829,0.86
3830,0.76
3831,0.81
3832,0.97
3833,0.98
3834,0.9
3835,1
3836,1
3837,1
3838,1
3839,1
3840,1
3841,0.98
3842,1
3843,1
3844,0.81
3845,0.31
3846,0.52
3847,0.06
3848,0.46
3849,0.01
3850,0.75
3851,0.9
3852,0.78
3853,-0.6
3854,-0.27
3855,0.85
3856,0.59
3857,0.7
3858,-0.39
3859,-0.04
3860,0.04
3861,0.95
3862,1
3863,0.83
3864,1
3865,1
3866,0.99
3867,1
3868,1
3869,0.99
3870,-0.48
3871,0.88
3872,0.44
3873,0.66
3874,0.49
3875,0.77
3876,0.65
3877,0.98
3878,1
3879,0.94
3880,1
3881,1
3882,1
3883,1
3884,1
3885,1
3886,0.88
3887,0.31
3888,0.61
3889,0.54
3890,0.73
3891,0.76
3892,0.97
3893,1
3894,0.94
3895,1
3896,1
3897,1
3898,1
3899,1
3900,0.99
3901,-0.41
3902,0.01
3903,0.94
3904,0.98
3905,0.86
3906,0.98
3907,1
3908,0.96
3909,1
3910,1
3911,1
3912,1
3913,1
3914,1
3915,-0.13
3916,0.79
3917,0.96
3918,0.86
3919,0.98
3920,0.99
3921,0.84
3922,1
3923,1
3924,1
3925,1
3926,1
3927,0.99
3928,0.92
3929,0.9
3930,0.89
3931,0.99
3932,0.99
3933,0.86
3934,1
3935,1
3936,1
3937,0.99
3938,0.99
3939,0.99
3940,-0.81
3941,-0.89
3942,0.96
3943,0.98
3944,0.75
3945,0.95
3946,0.98
3947,0.94
3948,0.98
3949,0.98
3950,0.98
3951,-0.99
3952,0.98
3953,0.99
3954,0.84
3955,1
3956,1
3957,1
3958,1
3959,1
3960,1
3961,0.96
3962,0.95
3963,0.38
3964,1
3965,0.99
3966,0.99
3967,0.98
3968,0.98
3969,0.98
3970,-0.66
3971,-0.07
3972,0.54
3973,-0.03
3974,0.62
3975,-0.58
3976,-0.23
3977,-0.4
3978,0.16
3979,0.59
3980,-0.23
3981,0.46
3982,-0.23
3983,0.08
3984,-0.41
3985,0.38
3986,0.44
3987,0.52
3988,0.24
3989,-0.03
3990,0.22
3991,-0.9
3992,-0.96
3993,0.08
3994,0.36
3995,0.22
3996,-0.91
3997,-0.16
3998,0.24
3999,-0.26
4000,0
4001,0.46
4002,0.18
4003,-0.59
4004,-0.72
4005,-0.36
