"","row","col","bNTI","RCbray","process","row.country","row.site","row.landuse","col.country","col.site","col.landuse","pair_scale","pair_landu"
"447","K06","K18",-8.47958890918382,0.67,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"448","K06","K19",-7.20073346307432,0.62,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"449","K06","K20",-7.16644323935206,0.36,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"450","K06","K21",-6.83189456274603,0.73,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"451","K06","K22",-5.70431167378031,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"452","K06","K23",-5.52535512340969,0.98,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"453","K06","K24",-5.88195262236563,0.22,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"454","K06","K25",-6.09863595622817,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"455","K06","K26",-4.3965303111423,0.78,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"456","K06","K27",-5.31323253560827,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"457","K06","K28",-6.89867175579428,0.98,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"458","K06","K29",-7.03725802343773,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"459","K06","K30",-6.47703879672609,0.93,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"460","K06","K31",-6.91613643882397,0.95,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"461","K06","K32",-6.7644870564975,0.91,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"462","K06","K33",-6.54051398714572,0.96,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"463","K06","K34",-6.31437370535875,0.8,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"464","K06","K35",-6.86012947635499,0.84,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"465","K06","K36",-6.69638962437152,0.54,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"466","K06","K37",-6.73793804174122,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"467","K06","K38",-7.16224811544952,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"468","K06","K39",-6.91967529936685,0.98,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"469","K06","K40",-5.47597501165085,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"470","K06","K41",-5.68856803221318,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"471","K06","K42",-5.45122498178076,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"472","K06","K43",-5.74541809011267,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"473","K06","K44",-6.7467011845936,0.86,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"474","K06","K45",-5.70884388459334,0.91,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"475","K06","K46",-1.05030216700059,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"476","K06","K47",-2.28227805411671,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"477","K06","K48",-1.06452250829927,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"478","K06","K49",-1.14435981094924,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"479","K06","K50",-1.03545496426913,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"480","K06","K51",-1.97910327002764,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"481","K06","K52",-5.23582909859485,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"482","K06","K53",-7.56687322937788,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"483","K06","K54",-5.78191984177541,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"484","K06","M01",-5.0605349152513,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"485","K06","M02",-4.91079302965477,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"486","K06","M03",-3.3164585703943,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"487","K06","M04",-4.23347225595036,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"488","K06","M05",-4.28731416045287,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"489","K06","M06",-5.09773458482872,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"490","K06","M07",-4.49355691597849,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"491","K06","M08",-4.0405903243909,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"492","K06","M09",-4.57298521074261,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"493","K06","M10",-1.31557527326178,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"494","K06","M11",-3.00129261605681,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"495","K06","M12",-1.95149962398585,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"496","K06","M13",-1.60618330429694,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"497","K06","M14",-0.508776051985718,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"498","K06","M15",-1.88098264017011,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"499","K06","M16",-3.89139688684446,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"500","K06","M17",-2.46155719882306,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"501","K06","M18",-3.03924366774945,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"502","K06","M19",-4.36911825669119,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"503","K06","M20",-4.77058453683346,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"504","K06","M21",-4.31409865507304,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"505","K06","M22",-4.31272956782572,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"506","K06","M23",-3.93045087234375,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"507","K06","M24",-3.04926954726219,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"508","K06","M25",-4.87277496442142,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"509","K06","M26",-1.57471066790854,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"510","K06","M27",-3.32627068194548,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"511","K06","M28",-1.020148835304,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"512","K06","M29",-2.32197342440471,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"513","K06","M30",-0.861032273220216,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"514","K06","M31",-1.21152303233332,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"515","K06","M32",-2.32132731702105,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"516","K06","M33",-2.14042844639749,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"517","K06","M34",-2.65096801092978,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"518","K06","M35",-3.62366110903717,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"519","K06","M36",-1.67841544798752,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"520","K07","K08",-8.13107144670938,-1,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Natural","within_site","Natural"
"521","K07","K09",-10.2162971777558,-1,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Natural","within_site","Natural"
"522","K07","K10",-8.54075844719399,-0.52,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"523","K07","K11",-7.64747430478556,0.46,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"524","K07","K12",-7.62372182462137,-0.06,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"525","K07","K13",-7.62052728543916,0.47,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"526","K07","K14",-7.67220670832153,0.82,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"527","K07","K15",-7.92650918898131,0.77,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"528","K07","K16",-8.29122031021385,0.53,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"529","K07","K17",-7.60837802883515,0.7,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"530","K07","K18",-8.18581177070783,-0.03,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"531","K07","K19",-6.38481706547848,0.12,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"532","K07","K20",-6.19596975656214,-0.17,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"533","K07","K21",-6.11601004571084,0.47,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"534","K07","K22",-5.01172732731409,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"535","K07","K23",-5.15520580505104,0.98,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"536","K07","K24",-4.97493530117198,0.88,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"537","K07","K25",-5.17042970907081,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"538","K07","K26",-4.25316311441661,0.89,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"539","K07","K27",-4.98984093412923,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"540","K07","K28",-6.18166144070999,0.95,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"541","K07","K29",-5.71632712582995,0.89,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"542","K07","K30",-5.95697391715619,0.81,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"543","K07","K31",-6.14807649987931,0.77,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"544","K07","K32",-6.28405962660139,0.76,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"545","K07","K33",-6.03441998228027,0.87,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"546","K07","K34",-5.7322578243628,0.75,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"547","K07","K35",-6.21081436979862,0.81,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"548","K07","K36",-5.96018328893015,0.33,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"549","K07","K37",-6.20772087711578,0.98,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"550","K07","K38",-5.950099082348,0.97,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"551","K07","K39",-5.89338715700675,0.94,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"552","K07","K40",-5.01096132999927,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"553","K07","K41",-5.48131991708387,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"554","K07","K42",-4.92681618900388,0.92,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"555","K07","K43",-5.59523503789665,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"556","K07","K44",-6.69598102118082,0.72,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"557","K07","K45",-5.88480993739379,0.91,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"558","K07","K46",-0.975366182630643,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"559","K07","K47",-2.080241218543,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"560","K07","K48",-0.682137828267949,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"561","K07","K49",-1.23840110038685,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"562","K07","K50",-1.04406466900117,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"563","K07","K51",-2.18529132265731,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"564","K07","K52",-4.56248387538628,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"565","K07","K53",-6.6271249524074,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"566","K07","K54",-5.02355625070581,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"567","K07","M01",-5.1364075312354,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"568","K07","M02",-5.47225309972103,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"569","K07","M03",-3.89601446436171,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"570","K07","M04",-4.99572918496583,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"571","K07","M05",-5.0297822485991,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"572","K07","M06",-5.55181111012656,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"573","K07","M07",-5.50448440251932,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"574","K07","M08",-4.53881050777126,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"575","K07","M09",-5.18167397864462,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"576","K07","M10",-1.99348618815013,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"577","K07","M11",-3.6146773704092,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"578","K07","M12",-2.18093187641986,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"579","K07","M13",-1.67597469890685,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"580","K07","M14",-0.882093641694989,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"581","K07","M15",-1.93254380874517,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"582","K07","M16",-4.08267886490606,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"583","K07","M17",-2.90135449699264,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"584","K07","M18",-2.84488960062283,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"585","K07","M19",-4.26690936937378,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"586","K07","M20",-4.85921505100624,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"587","K07","M21",-4.28653721069547,0.99,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"588","K07","M22",-4.27139249371259,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"589","K07","M23",-4.17367984350101,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"590","K07","M24",-3.39750030590504,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"591","K07","M25",-5.13151804299929,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"592","K07","M26",-2.31537352338031,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"593","K07","M27",-4.00136669559056,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"594","K07","M28",-1.51572651551662,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"595","K07","M29",-2.44498731202656,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"596","K07","M30",-0.924709550738009,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"597","K07","M31",-1.03758073793031,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"598","K07","M32",-1.92784334327388,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"599","K07","M33",-2.21990786078904,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"600","K07","M34",-2.65128728869118,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"601","K07","M35",-3.71092436091157,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"602","K07","M36",-2.10927520530649,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"603","K08","K09",-9.93044399171433,-0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Natural","within_site","Natural"
"604","K08","K10",-8.48028165494452,-0.08,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"605","K08","K11",-8.09803915889157,0.53,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"606","K08","K12",-7.94112820846842,0.15,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"607","K08","K13",-7.47887680587969,0.58,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"608","K08","K14",-7.67974901523863,0.88,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"609","K08","K15",-7.88650099472787,0.92,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"610","K08","K16",-8.97111343350747,0.57,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"611","K08","K17",-8.28727757676929,0.82,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"612","K08","K18",-8.57705153466713,0.28,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"613","K08","K19",-9.29798798165528,0.15,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"614","K08","K20",-8.78440316161026,-0.54,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"615","K08","K21",-8.60255845044201,0.32,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"616","K08","K22",-7.07120124418053,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"617","K08","K23",-6.90001048854466,0.94,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"618","K08","K24",-7.60432666046582,0.39,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"619","K08","K25",-7.42285863989837,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"620","K08","K26",-6.11188345341123,0.68,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"621","K08","K27",-7.07234617883483,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"622","K08","K28",-8.30661703588055,0.92,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"623","K08","K29",-8.51750786062016,0.93,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"624","K08","K30",-8.07795969176089,0.82,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"625","K08","K31",-7.71963838180595,0.76,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"626","K08","K32",-8.6369077066798,0.78,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"627","K08","K33",-7.73304149176138,0.89,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"628","K08","K34",-7.30373863061947,0.48,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"629","K08","K35",-8.21637792010473,0.47,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"630","K08","K36",-8.40161825482119,0.26,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"631","K08","K37",-8.29154735303061,0.95,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"632","K08","K38",-8.63498882629653,0.96,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"633","K08","K39",-8.08883842220563,0.86,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"634","K08","K40",-6.70852407847086,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"635","K08","K41",-6.78690383299552,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"636","K08","K42",-6.08969468791644,0.91,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"637","K08","K43",-6.34112838485512,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"638","K08","K44",-7.74795807898303,0.65,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"639","K08","K45",-6.68589171383767,0.84,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"640","K08","K46",-0.772983475849205,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"641","K08","K47",-2.80950346364613,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"642","K08","K48",-1.53042892346478,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"643","K08","K49",-1.80104276458317,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"644","K08","K50",-1.78964465622,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"645","K08","K51",-2.89489973555766,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"646","K08","K52",-6.06101410492992,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"647","K08","K53",-6.51040804911461,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"648","K08","K54",-6.31305804712684,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"649","K08","M01",-6.52825803114991,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
