"","row","col","bNTI","RCbray","process","row.country","row.site","row.landuse","col.country","col.site","col.landuse","pair_scale","pair_landu"
"3461","M03","M20",-12.0836848712745,0.89,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3462","M03","M21",-10.0836202757889,-0.91,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3463","M03","M22",-12.4870000395031,-0.33,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3464","M03","M23",-12.196623582382,0.32,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3465","M03","M24",-11.4748230476452,0.34,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3466","M03","M25",-10.8583723523375,-0.84,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3467","M03","M26",-10.4309940544783,-0.09,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3468","M03","M27",-11.9598522784245,-0.62,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3469","M03","M28",-9.55388433877141,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3470","M03","M29",-8.94450410450227,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3471","M03","M30",-8.9317473005679,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3472","M03","M31",-9.49877439766397,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3473","M03","M32",-8.82593687311497,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3474","M03","M33",-10.3575093895637,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3475","M03","M34",-10.8631693618366,0.92,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3476","M03","M35",-12.0551245659909,0.95,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3477","M03","M36",-10.4472267476883,0.88,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3478","M04","M05",-10.4803712635915,-1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3479","M04","M06",-11.5307528427822,-1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3480","M04","M07",-11.4430378043123,-0.88,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3481","M04","M08",-11.6732809157039,-0.71,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3482","M04","M09",-12.6158658012884,-0.18,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3483","M04","M10",-6.26456769520296,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3484","M04","M11",-9.11024193500015,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3485","M04","M12",-8.19813258046869,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3486","M04","M13",-8.49390349904319,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3487","M04","M14",-8.75839253701616,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3488","M04","M15",-7.62635699854254,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3489","M04","M16",-10.1180309564422,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3490","M04","M17",-10.88836731897,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3491","M04","M18",-10.6812275859413,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3492","M04","M19",-13.0652495830104,0.67,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3493","M04","M20",-12.2992382236382,0.9,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3494","M04","M21",-11.1164160068354,-0.03,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3495","M04","M22",-11.7706529856088,0.29,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3496","M04","M23",-10.6895789403314,0.29,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3497","M04","M24",-11.4828784147729,0.78,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3498","M04","M25",-11.4564966092448,0.03,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3499","M04","M26",-11.7181873924462,0.93,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3500","M04","M27",-11.7228041180255,0.53,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3501","M04","M28",-9.46933357172509,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3502","M04","M29",-8.15082532823929,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3503","M04","M30",-8.59170231517488,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3504","M04","M31",-9.11857496693943,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3505","M04","M32",-8.10597606229328,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3506","M04","M33",-9.63859515271755,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3507","M04","M34",-9.78214655047927,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3508","M04","M35",-10.279547096945,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3509","M04","M36",-9.67358225821302,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3510","M05","M06",-10.4938590804633,-1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3511","M05","M07",-11.9483181615955,-0.63,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3512","M05","M08",-11.5148146294011,-0.79,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3513","M05","M09",-11.5339682801857,-0.67,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3514","M05","M10",-5.60321975103259,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3515","M05","M11",-8.72729012159741,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3516","M05","M12",-7.37291768451237,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3517","M05","M13",-7.7737312608407,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3518","M05","M14",-7.69127720468311,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3519","M05","M15",-6.99696949973715,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3520","M05","M16",-9.72383924801236,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3521","M05","M17",-9.47355353901306,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3522","M05","M18",-9.62678375899706,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3523","M05","M19",-12.7512744747339,0.57,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3524","M05","M20",-11.9527016688909,0.83,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3525","M05","M21",-10.2456545729915,-0.39,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3526","M05","M22",-10.7950837595818,-0.58,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3527","M05","M23",-10.1478443384825,0.15,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3528","M05","M24",-11.1246753468982,0.36,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3529","M05","M25",-10.1340156055909,-0.36,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3530","M05","M26",-9.75567469863582,0.71,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3531","M05","M27",-10.7830000471964,-0.06,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3532","M05","M28",-8.98599824481693,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3533","M05","M29",-8.05004495004529,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3534","M05","M30",-8.02537963747592,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3535","M05","M31",-7.99415506602827,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3536","M05","M32",-7.22907611317377,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3537","M05","M33",-8.90059100283979,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3538","M05","M34",-10.6037002487858,0.98,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3539","M05","M35",-10.2593420543909,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3540","M05","M36",-8.61592673875331,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3541","M06","M07",-11.7341687724974,-0.86,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3542","M06","M08",-11.1147748018306,-0.77,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3543","M06","M09",-11.270047622641,-0.67,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3544","M06","M10",-6.54734494299037,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3545","M06","M11",-8.67103270676074,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3546","M06","M12",-7.98602646616256,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3547","M06","M13",-7.87800364817905,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3548","M06","M14",-8.05446317428149,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3549","M06","M15",-7.12413488502421,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3550","M06","M16",-9.52348843150355,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3551","M06","M17",-9.79197357501477,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3552","M06","M18",-9.74150279935684,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3553","M06","M19",-13.0575733279243,-0.17,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3554","M06","M20",-11.9916584998564,0.38,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3555","M06","M21",-12.314710806887,-0.02,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3556","M06","M22",-11.0586540906621,-0.19,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3557","M06","M23",-10.511832572521,-0.64,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3558","M06","M24",-11.0578005294708,0.37,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3559","M06","M25",-11.0575805701154,-0.15,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3560","M06","M26",-10.4593248994449,0.81,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3561","M06","M27",-11.1834330462846,0.17,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3562","M06","M28",-8.39960095813439,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3563","M06","M29",-7.7149857266366,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3564","M06","M30",-7.70763972308099,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3565","M06","M31",-8.13131774581232,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3566","M06","M32",-7.92633329647893,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3567","M06","M33",-8.4293747199768,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3568","M06","M34",-9.46702487232321,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3569","M06","M35",-9.27695345354466,0.98,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3570","M06","M36",-8.8776137432947,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3571","M07","M08",-9.23680006451697,-1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3572","M07","M09",-10.7418128130064,-1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3573","M07","M10",-6.84995745995498,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3574","M07","M11",-9.48813485786936,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3575","M07","M12",-8.78084044761454,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3576","M07","M13",-9.20876605766801,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3577","M07","M14",-8.305836279942,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3578","M07","M15",-8.44706381471294,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3579","M07","M16",-11.4494830774117,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3580","M07","M17",-10.7153517804378,0.98,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3581","M07","M18",-10.6853121060366,0.96,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3582","M07","M19",-13.9925350378486,0.53,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3583","M07","M20",-12.9223645078842,0.93,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3584","M07","M21",-11.0243884581911,-0.51,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3585","M07","M22",-12.5357339169252,0.3,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3586","M07","M23",-11.6167575206678,0.62,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3587","M07","M24",-12.178792397528,0.86,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3588","M07","M25",-11.7658143843501,-0.83,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3589","M07","M26",-11.0826239639652,0.66,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3590","M07","M27",-11.9479830788753,-0.59,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3591","M07","M28",-9.48297500972034,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3592","M07","M29",-9.38707449446518,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3593","M07","M30",-8.8244368288729,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3594","M07","M31",-9.70938168576369,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3595","M07","M32",-9.21446640916424,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3596","M07","M33",-10.2323217054202,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3597","M07","M34",-11.0334763618925,0.98,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3598","M07","M35",-11.9934864917179,0.91,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3599","M07","M36",-10.6324846224439,0.98,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3600","M08","M09",-10.3152494187013,-1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Natural","within_site","Natural"
"3601","M08","M10",-6.71195020925155,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3602","M08","M11",-9.69865882455275,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3603","M08","M12",-8.39470625690829,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3604","M08","M13",-8.8732122088924,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3605","M08","M14",-9.18203341822522,0.97,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3606","M08","M15",-7.9934398726196,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3607","M08","M16",-10.3031587784894,0.93,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3608","M08","M17",-9.93541472913144,0.72,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3609","M08","M18",-11.1866714889634,0.41,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3610","M08","M19",-12.989963746065,0.39,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3611","M08","M20",-12.0017252608628,0.9,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3612","M08","M21",-10.8883792733438,-0.76,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3613","M08","M22",-12.582514597188,-0.48,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3614","M08","M23",-11.5426985828603,0.48,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3615","M08","M24",-11.8276042055172,-0.08,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3616","M08","M25",-10.8581828062174,-0.72,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3617","M08","M26",-10.1277560423463,-0.11,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3618","M08","M27",-11.9396976666802,-0.68,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3619","M08","M28",-9.88780954596911,0.98,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3620","M08","M29",-8.71968686073461,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3621","M08","M30",-9.40526818061032,0.83,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3622","M08","M31",-9.48492609905765,0.97,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3623","M08","M32",-7.90526925147106,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3624","M08","M33",-10.0729178672029,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3625","M08","M34",-12.0633550015834,0.77,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3626","M08","M35",-11.6966604743356,0.85,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3627","M08","M36",-9.87453061437776,0.88,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3628","M09","M10",-6.63171450880974,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3629","M09","M11",-9.67535669201424,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3630","M09","M12",-8.29511380210769,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3631","M09","M13",-8.62768323495164,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3632","M09","M14",-8.2220001923093,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3633","M09","M15",-7.83697650925337,0.98,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3634","M09","M16",-10.7314097130608,0.95,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3635","M09","M17",-9.70317770814201,0.97,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3636","M09","M18",-10.6883485878517,0.79,"Homogeneous Selection","Malawi","G","Natural","Malawi","G","Farm","within_site","cross_landuse"
"3637","M09","M19",-14.0548565982855,0.9,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3638","M09","M20",-12.4081328485551,0.97,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3639","M09","M21",-10.7813774782491,-0.17,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3640","M09","M22",-12.2221409997344,0.43,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3641","M09","M23",-11.5108344561713,0.88,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3642","M09","M24",-12.5901926785679,0.88,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3643","M09","M25",-11.3991674633421,-0.34,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3644","M09","M26",-9.73842098710367,0.74,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3645","M09","M27",-11.8193867623607,-0.28,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Natural","across_site_within_country","Natural"
"3646","M09","M28",-9.19537938749403,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3647","M09","M29",-8.68067505111441,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3648","M09","M30",-8.99644040334153,0.98,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3649","M09","M31",-9.26211841560783,0.99,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3650","M09","M32",-8.84731616942167,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3651","M09","M33",-9.57494975186222,1,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3652","M09","M34",-11.8056879064609,0.96,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3653","M09","M35",-11.3997753572244,0.87,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3654","M09","M36",-9.70431505812606,0.98,"Homogeneous Selection","Malawi","G","Natural","Malawi","H","Farm","across_site_within_country","cross_landuse"
"3655","M10","M11",-10.3025913339194,-1,"Homogeneous Selection","Malawi","G","Farm","Malawi","G","Farm","within_site","Farm"
"3656","M10","M12",-11.008651822538,-1,"Homogeneous Selection","Malawi","G","Farm","Malawi","G","Farm","within_site","Farm"
"3657","M10","M13",-9.95699458572497,-0.98,"Homogeneous Selection","Malawi","G","Farm","Malawi","G","Farm","within_site","Farm"
"3658","M10","M14",-9.2737786680544,-1,"Homogeneous Selection","Malawi","G","Farm","Malawi","G","Farm","within_site","Farm"
"3659","M10","M15",-10.5145860212236,-1,"Homogeneous Selection","Malawi","G","Farm","Malawi","G","Farm","within_site","Farm"
"3660","M10","M16",-8.03251378077562,0.24,"Homogeneous Selection","Malawi","G","Farm","Malawi","G","Farm","within_site","Farm"
"3661","M10","M17",-7.20183316389153,0.75,"Homogeneous Selection","Malawi","G","Farm","Malawi","G","Farm","within_site","Farm"
"3662","M10","M18",-7.81903086471105,0.45,"Homogeneous Selection","Malawi","G","Farm","Malawi","G","Farm","within_site","Farm"
"3663","M10","M19",-7.92671368613183,1,"Homogeneous Selection","Malawi","G","Farm","Malawi","H","Natural","across_site_within_country","cross_landuse"
