row,col,bNTI,RCbray,process,row.country,row.site,row.landuse,col.country,col.site,col.landuse,pair_scale,pair_landu
K10,M03,-1.76879180406147,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K10,M04,-1.26341799517141,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K10,M05,-1.98946425779366,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K10,M06,-1.45861686177947,0.99,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K10,M07,-1.34256358619505,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K10,M08,-1.24060489832338,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K10,M09,-1.46910276556702,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K10,M10,-2.22180640058188,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K10,M11,-2.25520620876035,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K10,M12,-1.89713779517923,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K10,M13,-1.7563953400867,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K10,M14,-2.55317080808437,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K10,M15,-1.82899592033042,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K10,M16,-1.77551873609546,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K10,M17,-1.71641668921905,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K10,M18,-1.87873907211295,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K10,M19,-1.65934894977441,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K10,M20,-2.43166529668632,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K10,M21,-1.79990493085854,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K10,M22,-1.78373625313575,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K10,M23,-1.85423923022769,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K10,M24,-2.18543888037088,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K10,M25,-1.10943544708606,0.99,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K10,M26,-1.74498001493167,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K10,M27,-1.68149121858903,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K10,M28,-2.58352144548523,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K10,M29,-2.32938519603026,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K10,M30,-1.57451279994631,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K10,M31,-2.84763590657656,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K10,M32,-2.44099860744353,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K10,M33,-2.14564954433249,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K10,M34,-2.73635747632712,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K10,M35,-2.51332276844319,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K10,M36,-2.57271712748907,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K11,K12,-3.47940938341665,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K11,K13,-1.81878800053689,-1,Homogenizing Dispersal,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K11,K14,-2.74115367227502,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K11,K15,-3.34244571561252,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K11,K16,-2.70696599400538,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K11,K17,-2.90984274291774,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K11,K18,-0.917912444663933,-1,Homogenizing Dispersal,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K11,K19,-2.62283418407487,-0.49,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K11,K20,-2.63653727791863,0.74,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K11,K21,-2.86882275997716,-0.62,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K11,K22,-3.14178537624307,0.06,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K11,K23,-3.15615797689361,0.12,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K11,K24,-2.73313852927314,0.76,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K11,K25,-3.14492778937225,-0.61,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K11,K26,-2.5463126360636,-0.69,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K11,K27,-3.35689158111992,0.02,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K11,K28,-3.60163588010376,-0.95,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K11,K29,-2.15147539199378,-0.99,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K11,K30,-3.55568200690502,-0.92,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K11,K31,-3.15568648217712,-0.98,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K11,K32,-3.02303922790198,-0.91,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K11,K33,-3.19435058817977,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K11,K34,-2.66792400115315,-0.52,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K11,K35,-3.27530224087649,-0.2,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K11,K36,-2.28997422067973,-0.41,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K11,K37,-2.79928208856689,0.54,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K11,K38,-2.38285770570003,0.59,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K11,K39,-1.74725552480313,0.94,Undominated,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K11,K40,-2.13416243894535,0.68,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K11,K41,-2.93571902894376,0.37,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K11,K42,-2.52046920029084,-0.35,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K11,K43,-2.37741326314296,0.88,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K11,K44,-1.35332525004651,0.58,Undominated,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K11,K45,-3.16341410102507,0.75,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K11,K46,-2.88906299673488,0.97,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K11,K47,-2.33666204352408,1,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K11,K48,-3.15225374914936,1,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K11,K49,-2.9378100753091,1,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K11,K50,-2.72104213309905,1,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K11,K51,-3.06861212206564,1,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K11,K52,-1.76369655091297,-0.5,Undominated,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K11,K53,-1.77788509460595,-0.5,Undominated,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K11,K54,-3.05621524381567,-0.61,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K11,M01,-1.56171281228717,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K11,M02,-1.60273756650642,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K11,M03,-2.07902787436885,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K11,M04,-1.44253385049465,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K11,M05,-2.51277813740214,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K11,M06,-1.87976682472224,0.99,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K11,M07,-1.8862480824359,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K11,M08,-1.08858168229231,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K11,M09,-1.75785846659079,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K11,M10,-3.65415991697946,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K11,M11,-2.7051526247652,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K11,M12,-3.64794173308816,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K11,M13,-3.3295062540027,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K11,M14,-3.83976047994426,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K11,M15,-3.62538082150354,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K11,M16,-3.36574497582302,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K11,M17,-3.4165923176604,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K11,M18,-3.05462791062338,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K11,M19,-1.52396591585592,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K11,M20,-2.99639846762581,0.99,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K11,M21,-1.59665074799363,0.99,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K11,M22,-1.22206955273498,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K11,M23,-2.17827481676491,0.99,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K11,M24,-2.40776144747131,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K11,M25,-0.862626681549576,0.98,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K11,M26,-1.56023768245862,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K11,M27,-1.26540202788251,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K11,M28,-3.29572397645181,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K11,M29,-3.27393352237299,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K11,M30,-2.28292013506123,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K11,M31,-3.66259111500926,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K11,M32,-2.72895233227661,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K11,M33,-2.38160005450692,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K11,M34,-3.50605025732993,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K11,M35,-2.75652423458097,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K11,M36,-3.71809119867739,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K12,K13,-2.74072769499976,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K12,K14,-2.36902545538764,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K12,K15,-3.62656564391641,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K12,K16,-2.88763469526893,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K12,K17,-3.29785927886928,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K12,K18,-2.86211692241626,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K12,K19,-2.6853217461557,-0.59,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K12,K20,-2.91833769271933,0.75,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K12,K21,-2.59887979912928,-0.55,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K12,K22,-2.89372003492164,0.58,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K12,K23,-2.83901722597549,0.42,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K12,K24,-2.65024143092031,0.91,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K12,K25,-2.58373986798718,0,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K12,K26,-2.38057908435668,-0.5,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K12,K27,-3.16127211224024,0.08,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K12,K28,-3.69065372336682,-0.83,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K12,K29,-2.22885297997845,-0.85,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K12,K30,-3.64659613059616,-0.92,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K12,K31,-3.58540097748826,-0.98,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K12,K32,-3.24622122886809,-0.91,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K12,K33,-3.54529648473327,-0.98,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K12,K34,-3.26202392454336,-0.62,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K12,K35,-3.91523559973061,-0.27,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K12,K36,-2.5712530624885,-0.18,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K12,K37,-2.83988436322766,0.61,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K12,K38,-2.2396562273732,0.86,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K12,K39,-1.49219161794197,0.98,Dispersal Limitation,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K12,K40,-2.48260973809733,0.73,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K12,K41,-3.12597992255475,0.46,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K12,K42,-2.51874507480726,-0.37,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K12,K43,-1.5204543409254,0.82,Undominated,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K12,K44,-1.62260908488027,0.72,Undominated,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K12,K45,-2.13068695880449,0.69,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K12,K46,-2.71002565369727,0.99,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K12,K47,-2.44214888082174,1,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K12,K48,-2.13965499351344,1,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K12,K49,-3.0948002246253,1,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K12,K50,-2.56730929601184,1,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K12,K51,-2.73238879556204,1,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K12,K52,-1.81429597612347,0.44,Undominated,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K12,K53,-1.76220905017895,0.62,Undominated,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K12,K54,-2.56055196655169,-0.15,Homogeneous Selection,Kenya,D,Farm,Kenya,F,Farm,across_site_within_country,Farm
K12,M01,-1.9880904242932,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K12,M02,-1.72984003718831,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K12,M03,-2.19603907966178,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K12,M04,-0.769417849858496,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K12,M05,-2.59702921082392,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K12,M06,-1.81442003751371,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K12,M07,-1.84272111426155,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K12,M08,-1.24751463507512,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K12,M09,-1.78354932687969,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Natural,across_site_btw_country,cross_landuse
K12,M10,-2.47099244231552,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K12,M11,-2.41215610187924,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K12,M12,-2.04107474822937,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K12,M13,-1.8718165512675,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K12,M14,-3.28770023462778,1,Homogeneous Selection,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K12,M15,-1.95098020972661,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K12,M16,-1.88293891933549,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K12,M17,-1.67169093190111,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K12,M18,-1.77162354107903,1,Dispersal Limitation,Kenya,D,Farm,Malawi,G,Farm,across_site_btw_country,Farm
K12,M19,-1.89872240900542,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K12,M20,-3.32525381150924,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K12,M21,-2.0097388756782,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K12,M22,-1.64594340970182,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K12,M23,-2.37836614824515,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K12,M24,-2.54563865043382,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K12,M25,-1.20176954507623,0.99,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K12,M26,-2.17980315882299,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K12,M27,-1.87233732879676,1,Dispersal Limitation,Kenya,D,Farm,Malawi,H,Natural,across_site_btw_country,cross_landuse
K12,M28,-3.37178284695623,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K12,M29,-3.10428427016523,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K12,M30,-2.2381230873638,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K12,M31,-3.31359638422357,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K12,M32,-2.96458346031287,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K12,M33,-2.37243409274508,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K12,M34,-3.52963932170646,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K12,M35,-2.83831167630929,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K12,M36,-3.98850314663407,1,Homogeneous Selection,Kenya,D,Farm,Malawi,H,Farm,across_site_btw_country,Farm
K13,K14,-0.51155879747201,-1,Homogenizing Dispersal,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K13,K15,-0.602131177503654,-1,Homogenizing Dispersal,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K13,K16,-2.00408792706805,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K13,K17,-2.06286140242483,-1,Homogeneous Selection,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K13,K18,-1.04014409667085,-1,Homogenizing Dispersal,Kenya,D,Farm,Kenya,D,Farm,within_site,Farm
K13,K19,-1.95532929891818,-0.42,Undominated,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K13,K20,-1.60123640414994,0.72,Undominated,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K13,K21,-1.79754174854525,-0.4,Undominated,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K13,K22,-3.10104284957711,0.7,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K13,K23,-2.45736735277985,0.74,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K13,K24,-1.46113625769413,0.98,Dispersal Limitation,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K13,K25,-2.65595755691013,-0.27,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K13,K26,-1.54004301360738,-0.46,Undominated,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K13,K27,-3.190890257463,-0.05,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Natural,across_site_within_country,cross_landuse
K13,K28,-1.90799108621676,-0.79,Undominated,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K13,K29,-2.33647192675798,-0.91,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K13,K30,-3.36286641209966,-0.73,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K13,K31,-2.66838132381601,-0.87,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K13,K32,-1.57651900300486,-0.95,Undominated,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K13,K33,-1.67655389493424,-0.82,Undominated,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K13,K34,-1.13442854402516,0.2,Undominated,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K13,K35,-2.17964165231225,-0.21,Homogeneous Selection,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K13,K36,-1.92450210582969,-0.32,Undominated,Kenya,D,Farm,Kenya,E,Farm,across_site_within_country,Farm
K13,K37,-1.80842845937618,0.67,Undominated,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K13,K38,-1.70692955619859,0.72,Undominated,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K13,K39,-0.990735469202452,0.92,Undominated,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K13,K40,-0.952534190258113,0.66,Undominated,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K13,K41,-1.13433118237175,0.47,Undominated,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
K13,K42,-1.25908045735103,-0.49,Undominated,Kenya,D,Farm,Kenya,F,Natural,across_site_within_country,cross_landuse
