K01	K02	K03	K04	K05	K06	K07	K08	K09	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K26	K27	K28	K29	K30	K31	K32	K33	K34	K35	K36	K37	K38	K39	K40	K41	K42	K43	K44	K45	K46	K47	K48	K49	K50	K51	K52	K53	K54	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36	Kingdom	Phylum	Class	Order	Family	Genus	Species
Prok_ASV55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	18	80	61	76	40	40	37	0	0	0	0	0	0	14	44	32	0	0	59	82	56	0	18	0	0	63	115	71	0	15	0	60	67	24	48	74	26	111	171	79	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
Prok_ASV56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	23	0	35	0	0	0	0	0	0	0	0	0	0	51	0	33	0	0	0	0	0	0	0	14	10	15	18	0	0	0	0	20	25	22	0	0	38	25	26	127	122	98	128	66	88	92	45	41	0	0	0	0	0	0	0	0	0	36	114	46	89	125	95	0	24	22	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV57	0	0	0	0	0	0	0	0	52	23	0	42	28	0	22	46	45	40	20	0	0	0	0	0	0	0	0	0	24	25	0	0	0	50	46	0	41	34	61	45	39	0	59	78	86	0	0	0	0	0	0	16	10	26	45	58	56	129	104	93	53	49	36	0	0	0	0	0	0	0	0	0	59	73	63	74	56	48	34	15	20	0	0	0	0	0	0	0	0	22	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
Prok_ASV58	0	0	0	0	15	0	0	0	0	0	26	16	0	0	17	10	0	0	0	0	0	20	17	0	29	0	19	0	0	0	0	0	0	0	0	0	20	19	0	0	0	42	0	24	0	178	110	166	184	223	152	23	18	20	10	0	11	0	0	8	0	0	0	9	11	13	18	6	14	26	5	8	0	8	0	14	0	0	0	0	0	6	13	12	11	16	9	6	15	13	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
Prok_ASV59	0	0	0	0	0	0	68	0	0	53	0	0	123	70	0	49	58	95	0	0	0	0	0	0	0	0	0	0	74	92	0	136	85	0	0	0	139	77	101	170	0	179	141	85	168	0	0	0	0	0	0	44	46	75	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	69	0	0	73	13	0	16	0	0	0	0	0	0	0	46	0	0	16	0	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA	NA
Prok_ASV60	0	0	0	0	0	0	0	0	0	50	47	29	0	0	0	0	0	0	81	23	120	260	151	162	450	218	359	18	48	34	133	136	192	34	32	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	41	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV61	46	74	45	45	0	0	0	0	0	43	0	39	47	54	48	47	52	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	57	49	75	74	122	78	120	189	0	0	0	0	0	0	0	0	4	0	69	90	66	32	0	43	0	0	0	0	0	0	0	0	0	0	0	0	68	55	49	56	58	47	82	37	45	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
Prok_ASV62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	26	0	0	36	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	28	43	59	51	43	51	54	33	0	15	22	21	21	36	29	12	0	84	40	73	63	56	69	74	43	70	35	68	27	34	33	33	98	108	64	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV63	89	80	73	68	0	45	113	55	87	59	30	0	49	35	76	27	0	47	95	95	52	0	0	0	0	0	0	0	36	38	0	0	0	0	0	38	0	0	0	34	0	0	0	50	89	0	0	0	0	0	0	0	21	0	0	83	57	51	0	0	0	48	41	0	0	0	0	0	0	0	0	14	0	0	111	119	0	105	0	45	0	0	0	0	0	0	0	26	0	0	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV64	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	39	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	29	14	24	0	23	0	0	0	0	0	0	0	32	0	28	61	49	54	54	26	29	106	30	44	28	0	0	29	14	0	0	0	26	55	115	51	61	91	53	18	39	35	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV65	0	50	0	0	0	0	0	0	0	45	36	0	32	39	63	0	54	38	60	33	70	0	103	72	58	70	0	37	30	0	67	0	0	0	0	0	0	20	0	0	27	0	0	31	0	0	27	9	0	0	4	12	10	17	28	21	19	30	26	28	27	21	17	0	14	0	30	16	27	0	11	28	28	32	39	34	41	24	46	13	11	26	49	33	0	34	24	25	17	49	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	NA
Prok_ASV66	0	34	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	26	70	0	63	133	73	0	106	45	202	0	23	0	0	35	0	0	10	17	0	0	0	0	0	0	0	0	0	70	102	67	68	97	73	31	49	43	27	5	15	0	0	2	6	9	11	0	13	0	0	24	15	15	8	6	14	8	9	9	21	10	23	24	25	11	0	0	0	7	0	0	15	0	Bacteria	Chloroflexi	AD3	NA	NA	NA	NA
Prok_ASV67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	101	0	83	258	183	0	225	255	0	0	0	0	343	213	271	0	82	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	0	37	41	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	47	28	20	0	32	0	45	0	29	0	17	0	0	0	0	0	0	0	21	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV68	0	0	0	0	0	0	0	0	0	143	110	116	123	111	95	52	53	95	91	24	117	101	0	97	120	158	166	88	88	61	0	105	92	0	0	46	0	0	0	0	0	0	0	0	0	0	16	22	16	28	10	16	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Holophagae	Subgroup_7	NA	NA	NA
Prok_ASV69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	44	42	38	28	7	73	52	0	33	51	34	58	26	29	88	85	21	0	0	58	31	52	0	108	60	110	0	90	40	0	44	58	39	75	Archaea	Euryarchaeota	Thermoplasmata	NA	NA	NA	NA
Prok_ASV70	0	55	0	0	69	0	0	0	0	95	0	170	0	83	80	113	0	55	120	0	152	0	107	0	68	0	122	116	0	120	114	92	161	123	0	0	0	0	0	0	0	0	0	0	41	0	0	9	0	0	0	0	12	20	21	0	28	0	0	53	0	14	24	0	0	0	0	0	0	0	0	0	41	0	25	19	0	0	17	0	0	0	0	0	0	0	0	0	14	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	NA
Prok_ASV71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	102	79	135	96	118	87	97	84	0	0	0	13	0	0	72	54	86	0	0	0	36	35	24	0	0	29	0	21	0	0	11	0	0	0	0	40	21	57	18	37	23	0	0	22	28	36	22	15	31	28	20	29	31	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV72	135	0	0	0	54	0	0	0	142	0	0	0	0	0	0	0	0	34	0	139	0	82	0	92	0	0	111	0	0	0	0	115	0	26	65	0	0	135	87	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	47	40	54	82	41	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	85	78	77	0	27	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	50	18	45	69	50	51	90	53	42	27	44	65	40	32	37	47	42	40	0	54	73	16	24	0	59	78	43	17	44	26	5	52	30	44	43	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Noviherbaspirillum	NA
Prok_ASV74	0	0	0	0	0	0	0	0	0	150	0	179	164	122	95	96	180	0	140	182	0	0	0	0	0	0	0	0	0	0	131	166	0	0	135	149	0	0	0	140	0	121	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA
Prok_ASV75	0	42	31	0	0	36	0	0	23	55	77	51	40	55	45	77	79	32	52	48	53	45	28	0	12	39	52	41	70	47	56	45	31	47	32	36	65	55	87	27	19	0	21	92	69	0	0	0	0	0	0	21	26	42	32	0	0	0	18	25	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	76	0	0	10	0	0	0	0	0	0	0	0	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
Prok_ASV76	0	104	62	34	20	21	0	0	52	104	41	94	128	93	95	92	60	74	110	0	73	0	0	0	0	121	75	119	57	0	0	145	116	110	117	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA
Prok_ASV77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	33	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	88	83	65	98	86	70	87	76	109	0	0	0	0	0	0	35	18	14	51	32	60	58	47	42	59	24	36	5	0	8	0	0	17	14	29	13	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
Prok_ASV78	74	82	66	62	18	43	64	50	91	89	103	98	69	78	102	50	72	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	33	0	32	52	0	0	27	0	0	0	0	2	0	0	34	26	36	0	0	0	14	15	0	0	0	0	0	0	0	0	0	0	0	14	7	8	10	0	9	9	9	0	6	14	10	19	0	0	0	0	19	24	9	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA
Prok_ASV79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	2	0	0	0	20	24	41	29	41	20	36	60	41	28	19	30	45	63	22	31	67	74	28	28	30	33	21	42	0	71	44	47	17	67	37	12	21	52	29	46	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Prok_ASV80	0	0	0	0	0	0	0	0	0	53	0	32	31	54	29	35	0	39	0	34	82	29	35	0	21	25	27	44	43	50	0	33	0	0	0	19	0	13	0	0	16	0	0	0	0	0	0	0	4	5	11	36	35	38	13	41	32	28	21	19	79	42	58	0	20	13	0	19	22	7	20	0	8	0	5	16	7	13	0	19	27	8	29	16	2	7	9	21	40	22	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV81	32	19	46	47	128	96	29	57	34	22	29	14	45	34	23	42	36	47	13	56	32	28	30	118	6	28	0	23	43	40	18	21	30	41	43	49	21	0	24	32	19	27	24	24	30	0	0	0	0	0	0	10	6	3	36	35	24	18	30	34	6	9	0	0	0	0	0	0	0	0	0	0	21	23	21	24	30	23	27	6	7	0	0	0	0	0	0	4	7	4	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV82	0	24	0	0	0	0	0	0	0	62	57	58	66	83	77	64	90	54	30	0	121	116	44	89	54	80	77	81	70	32	101	72	57	53	50	56	57	38	0	0	0	0	0	0	0	0	0	0	8	0	5	43	34	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
Prok_ASV83	0	30	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	63	61	45	75	71	78	60	51	40	0	0	0	0	21	16	49	44	34	54	61	50	44	40	37	62	40	36	0	0	0	35	41	25	31	33	34	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA
Prok_ASV84	55	44	34	0	0	31	27	0	26	88	83	0	90	53	119	118	101	92	63	0	48	56	103	72	62	104	37	0	61	0	0	36	0	0	0	72	0	18	0	0	0	0	0	25	74	0	0	0	0	0	0	0	7	0	14	0	0	35	0	43	29	36	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Lapillicoccus	NA
Prok_ASV85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	53	0	0	0	0	0	159	0	86	33	39	0	0	0	0	27	58	48	0	0	0	0	23	8	30	17	12	29	18	38	23	39	30	37	46	38	40	30	33	27	8	35	6	32	0	28	25	16	15	24	0	17	14	0	24	0	22	12	35	25	26	29	27	12	20	18	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
Prok_ASV86	64	0	30	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	26	0	0	33	0	0	20	34	14	0	10	18	38	0	0	0	0	14	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	29	39	28	38	30	36	31	29	32	78	64	53	32	43	46	0	13	18	47	40	26	16	27	36	68	29	44	28	30	46	26	0	13	20	20	18	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA
Prok_ASV87	0	0	0	0	0	0	0	0	169	0	90	0	0	0	0	0	0	110	0	0	0	0	101	0	0	0	145	147	0	0	0	0	133	0	0	0	0	66	0	0	127	0	0	0	0	0	0	42	0	28	27	111	97	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA
Prok_ASV88	0	0	0	0	0	0	0	0	0	0	0	0	19	13	22	0	0	0	0	0	0	0	17	28	18	0	0	9	0	0	30	0	0	0	0	0	70	45	78	26	0	64	0	0	59	0	8	8	15	12	8	18	27	22	42	19	36	0	22	27	0	28	16	0	1	6	0	13	0	33	14	17	40	39	59	40	58	0	100	40	37	16	23	10	26	26	26	0	39	28	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Paracraurococcus	NA
Prok_ASV89	97	91	121	0	0	0	0	0	77	116	68	76	126	112	97	100	93	45	88	56	105	0	0	0	0	52	0	54	46	0	0	109	71	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	19	22	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA
Prok_ASV90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	49	31	44	29	34	40	39	49	31	27	29	25	62	0	36	76	51	7	8	21	36	31	36	0	70	46	66	0	46	37	0	39	44	24	38	Archaea	Euryarchaeota	Thermoplasmata	NA	NA	NA	NA
Prok_ASV91	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	63	36	0	55	0	0	0	0	0	0	0	0	26	10	24	45	31	26	35	53	72	43	45	31	0	0	0	10	0	0	0	0	0	62	73	72	32	38	73	90	33	41	24	19	0	17	17	18	21	38	20	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
Prok_ASV92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	215	113	134	115	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	46	0	68	74	26	27	0	0	0	0	0	0	0	0	0	0	0	0	50	127	19	0	0	0	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
Prok_ASV93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	58	89	96	101	88	0	2	0	0	0	0	0	0	0	0	0	0	145	125	106	39	51	65	24	13	12	0	0	0	0	0	0	0	0	0	6	12	17	17	23	16	0	0	0	Bacteria	NA	NA	NA	NA	NA	NA
Prok_ASV94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	37	38	35	36	25	37	34	33	20	31	24	29	44	23	20	71	59	32	16	27	34	34	30	0	50	45	63	42	57	35	13	41	51	36	43	Archaea	Euryarchaeota	Thermoplasmata	NA	NA	NA	NA
Prok_ASV95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	22	37	22	27	18	22	41	44	29	17	33	29	76	13	6	71	64	27	12	25	28	21	21	0	72	57	74	9	57	35	6	33	51	22	70	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	NA
Prok_ASV96	0	54	0	0	0	0	0	0	0	0	0	80	0	0	36	0	0	0	55	0	0	0	85	0	0	89	0	0	0	0	0	0	0	0	0	0	0	58	0	32	0	0	69	0	131	0	0	0	0	0	0	0	18	0	45	57	46	35	62	64	17	37	34	0	0	0	0	0	0	0	6	23	24	55	43	33	43	30	0	27	29	29	0	0	0	11	0	0	0	21	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
Prok_ASV97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	22	0	0	0	0	0	91	82	0	21	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	30	24	18	14	23	16	0	19	22	11	0	9	0	27	27	50	0	15	0	24	45	29	32	0	0	85	56	63	39	68	49	45	75	74	32	33	19	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA	NA
Prok_ASV98	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	26	40	41	42	29	0	0	0	0	0	0	0	0	0	0	0	0	503	61	288	77	75	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	AD3	NA	NA	NA	NA
Prok_ASV99	25	32	28	0	18	0	0	0	25	19	17	17	0	24	5	0	0	11	15	36	53	21	38	17	18	0	12	19	15	16	0	23	0	0	0	0	13	11	6	13	13	47	0	0	0	33	26	19	36	23	20	14	15	21	11	9	7	4	2	5	22	14	17	16	22	17	19	21	24	22	14	22	25	25	12	21	14	11	23	7	23	8	20	22	23	18	17	26	31	20	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA
Prok_ASV100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	54	0	36	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	10	0	22	22	0	0	0	26	40	28	0	0	0	23	41	35	28	24	26	33	38	52	67	50	45	0	29	29	22	15	27	0	0	37	31	43	24	31	43	43	41	22	53	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA	NA
Prok_ASV101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	16	0	0	0	0	0	0	0	0	0	0	0	0	37	35	58	91	38	109	134	43	56	0	0	0	0	0	0	0	0	0	27	58	34	116	164	118	9	13	25	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA
Prok_ASV102	39	92	47	19	10	0	33	0	41	36	57	55	49	51	56	58	45	61	75	25	91	53	54	72	124	93	81	36	43	29	49	42	57	28	19	20	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	18	18	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	NA
Prok_ASV103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	43	0	0	0	0	54	0	20	29	27	73	19	0	25	26	29	0	30	0	42	0	0	0	0	27	0	0	0	0	0	3	7	7	11	38	47	31	52	49	35	30	37	46	0	7	7	0	7	15	14	11	13	33	25	44	26	37	30	47	34	31	13	31	0	5	16	16	25	29	27	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
Prok_ASV104	0	0	0	30	0	0	0	0	0	26	50	41	0	36	0	25	23	23	27	0	0	0	0	0	0	0	0	29	32	40	42	32	0	0	33	30	49	40	35	49	65	0	48	41	0	0	0	9	16	3	0	18	10	40	48	27	29	27	42	30	21	16	20	18	0	0	0	0	0	32	10	14	0	20	21	34	27	16	17	0	12	0	0	0	0	0	0	0	20	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Archangium	NA
Prok_ASV105	25	60	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	63	33	36	0	0	41	30	49	0	0	27	0	0	0	33	0	21	0	0	0	10	0	7	16	8	0	0	21	35	36	40	31	48	44	28	40	0	22	22	0	0	16	35	15	26	18	0	27	18	38	38	0	16	34	10	18	0	20	12	28	26	48	14	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA	NA
Prok_ASV106	0	0	0	0	0	0	0	0	0	37	38	63	44	0	21	40	103	62	0	0	0	51	42	82	30	34	0	31	36	60	144	26	40	64	43	31	59	37	0	0	0	0	0	0	74	43	39	8	27	11	15	30	14	23	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	16	22	0	0	0	0	0	0	0	0	0	0	0	0	0	20	18	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	NA
Prok_ASV107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	54	66	0	50	0	53	0	15	5	16	11	17	31	25	32	34	41	30	28	21	19	26	32	48	0	12	19	20	7	16	25	12	21	36	0	0	0	28	0	0	19	17	24	39	23	22	20	28	26	23	28	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
Prok_ASV108	66	77	86	0	0	66	67	36	0	58	55	46	53	52	73	75	64	80	19	43	0	0	18	0	12	23	28	27	0	29	0	58	27	16	0	14	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	54	33	0	0	0	45	24	44	0	0	0	0	0	0	0	0	0	3	0	14	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
Prok_ASV109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	216	144	66	79	49	12	14	40	0	0	0	0	0	0	0	0	0	101	42	41	29	40	72	17	11	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	9	39	38	41	0	0	0	22	46	23	17	37	17	37	27	0	0	0	0	0	0	0	0	0	0	26	13	38	64	18	37	64	36	53	0	0	0	0	0	0	0	0	0	26	76	35	56	144	79	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA
Prok_ASV111	0	58	73	61	76	0	0	0	59	59	79	48	0	34	24	0	0	52	72	62	89	0	0	0	44	0	0	0	0	72	0	73	0	0	70	89	0	0	0	0	68	0	52	91	0	0	0	0	0	0	0	17	18	0	0	0	0	0	29	0	27	27	33	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Holophagae	Subgroup_7	NA	NA	NA
Prok_ASV112	47	140	89	54	72	26	8	0	61	89	33	44	85	82	60	52	118	106	54	0	0	0	0	0	0	0	0	35	23	33	0	44	22	31	29	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	10	0	9	0	0	0	0	6	7	17	0	0	0	0	0	0	16	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
