K01	K02	K03	K04	K05	K06	K07	K08	K09	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K26	K27	K28	K29	K30	K31	K32	K33	K34	K35	K36	K37	K38	K39	K40	K41	K42	K43	K44	K45	K46	K47	K48	K49	K50	K51	K52	K53	K54	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36	Kingdom	Phylum	Class	Order	Family	Genus	Species
Fung_ASV48	0	0	0	0	0	0	0	0	0	0	139	0	305	211	179	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	4012	491	307	456	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__simplicissimum
Fung_ASV49	0	67	0	0	0	0	0	0	0	9	0	158	0	0	0	0	0	0	623	63	200	0	41	0	0	0	0	0	0	1216	0	479	0	0	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	19	0	0	0	730	0	1729	0	224	0	0	0	0	22	117	27	0	121	0	0	0	69	0	745	0	0	0	0	0	424	0	0	16	41	41	36	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
Fung_ASV50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1574	1221	498	102	333	433	85	59	78	0	0	0	0	0	0	0	0	0	553	796	249	0	169	110	570	652	285	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Chaetothyriaceae	NA	NA
Fung_ASV51	0	0	0	0	0	0	2	0	0	3423	89	139	332	611	288	1713	422	623	0	0	0	15	0	0	0	0	0	10	0	11	10	12	15	12	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__hancockii
Fung_ASV52	0	0	0	0	0	0	0	0	0	31	0	317	103	114	167	161	0	0	0	0	0	175	0	0	0	0	0	36	83	73	58	0	104	0	0	24	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441	0	1680	428	1619	0	323	164	260	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Chaetothyriaceae	NA	NA
Fung_ASV53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2193	1318	1530	199	91	259	133	26	102	120	0	0	9	14	0	286	472	154	20	0	0	0	0	0	0	10	0	0	110	95	0	0	0	100	0	77	0	10	0	0	0	0	0	36	0	0	0	0	42	28	28	0	0	0	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Deniquelata	s__barringtoniae
Fung_ASV54	0	0	0	0	0	0	0	0	0	11	0	7	0	0	0	30	183	6282	0	0	0	0	0	0	0	0	0	32	28	24	92	120	38	193	243	55	79	31	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Torulaceae	g__Torula	NA
Fung_ASV55	0	27	263	277	149	109	164	74	76	0	2	0	0	0	0	0	0	0	237	46	41	361	2526	1600	23	360	690	27	11	0	4	12	0	38	9	157	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__amoeboidea
Fung_ASV56	0	0	0	0	0	0	0	0	0	0	402	197	352	338	267	360	131	97	0	0	0	44	0	51	0	0	34	93	179	192	320	0	397	136	201	119	681	95	82	0	0	0	341	0	73	50	756	0	0	0	0	0	0	0	10	0	0	0	0	0	0	6	0	0	0	27	68	110	124	73	52	71	8	13	0	20	11	8	0	0	0	119	99	0	151	114	115	11	74	48	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Gibberella	s__intricans
Fung_ASV57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	5074	557	1527	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	NA	NA	NA	NA
Fung_ASV58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	4200	2620	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
Fung_ASV59	0	0	0	0	0	0	0	0	0	0	0	0	118	105	0	0	0	0	13	0	20	0	0	0	0	0	0	42	9	60	14	9	21	25	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	11	0	7	0	0	0	0	0	0	0	0	913	147	1148	71	0	202	57	45	43	9	0	0	52	0	0	0	0	0	1533	923	289	176	104	26	344	176	248	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Setophoma	s__terrestris
Fung_ASV60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	433	0	1038	319	901	0	0	0	0	0	0	0	0	0	296	3631	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
Fung_ASV61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	317	326	463	494	352	1288	1349	1149	173	112	251	252	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
Fung_ASV62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	250	4749	78	0	945	68	191	425	103	0	0	0	21	44	16	0	0	0	0	3	0	0	0	0	0	0	0	k__Fungi	NA	NA	NA	NA	NA	NA
Fung_ASV63	32	64	4476	724	113	530	372	410	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__alpina
Fung_ASV64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	590	152	98	22	59	5385	297	k__Fungi	NA	NA	NA	NA	NA	NA
Fung_ASV65	0	0	0	0	0	24	0	0	0	0	0	0	0	69	114	0	0	0	621	31	629	1372	1737	688	439	161	625	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiaceae	NA	NA
Fung_ASV66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3449	1747	941	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
Fung_ASV67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	11	0	0	0	0	0	0	0	0	10	0	0	0	0	0	526	2300	1488	0	1367	24	464	108	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__terrigenum
Fung_ASV68	0	0	0	0	0	0	0	15	0	13	53	40	0	130	0	0	73	14	102	0	7	0	0	7	0	50	0	182	164	210	69	1514	149	75	54	99	0	0	0	0	0	0	51	0	0	325	15	27	0	8	10	21	0	40	0	19	0	0	0	0	0	0	0	0	214	68	411	134	220	463	0	360	30	39	27	53	0	0	17	0	0	0	0	0	257	183	155	15	65	102	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Epicoccum	s__dendrobii
Fung_ASV69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	1457	0	0	842	896	27	2047	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	18	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	39	62	0	0	0	0	0	12	0	22	9	0	0	0	0	0	0	0	0	0	k__Fungi	NA	NA	NA	NA	NA	NA
Fung_ASV70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258	2851	533	305	900	161	102	107	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
Fung_ASV71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	429	2399	241	44	2257	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	NA	NA	NA	NA	NA	NA
Fung_ASV72	0	0	0	0	0	0	0	0	0	31	32	112	0	42	2027	0	0	9	343	113	680	924	452	75	291	144	598	13	0	26	104	73	95	9	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
Fung_ASV73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	12	24	0	46	571	620	0	141	0	0	4574	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Westerdykella	s__cylindrica
Fung_ASV74	32	117	31	116	40	9	35	0	6	101	140	130	112	229	272	201	147	55	93	22	108	102	87	18	144	75	115	87	79	116	69	60	64	84	53	38	67	0	0	0	0	0	31	162	0	0	0	0	14	25	0	64	78	56	0	0	0	0	0	0	0	0	0	27	11	91	64	32	221	206	152	119	0	0	0	50	15	0	0	0	0	499	180	276	37	87	10	182	0	102	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Setophoma	s__terrestris
Fung_ASV75	0	0	0	0	0	0	0	0	0	0	0	11	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	19	24	15	163	0	252	358	0	491	32	0	0	0	0	0	0	0	0	1014	2750	168	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	101	103	38	30	20	49	10	43	17	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	13	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Curvularia	s__gladioli
Fung_ASV76	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	54	0	0	0	0	0	0	0	0	0	0	91	89	31	37	44	21	29	31	13	0	337	100	210	71	0	17	5	0	0	97	0	19	41	38	55	346	256	424	278	92	83	99	36	74	87	97	35	36	0	0	76	39	13	102	110	120	189	22	56	0	14	11	34	24	0	226	58	0	314	272	77	643	104	30	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
Fung_ASV77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	9	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	34	0	0	13	0	211	110	46	0	0	0	0	0	0	0	0	0	1378	521	506	0	485	0	1894	363	146	0	0	0	0	0	0	27	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__terrigenum
Fung_ASV78	415	777	2191	764	138	234	960	266	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
Fung_ASV79	0	0	0	0	0	0	0	0	0	0	51	14	0	0	0	7	0	0	14	0	0	0	0	0	0	0	0	0	0	31	16	13	0	22	19	13	408	94	333	118	89	145	45	245	66	23	86	10	13	20	7	13	60	93	8	31	19	0	0	0	27	25	30	34	14	42	28	106	86	62	50	104	57	12	14	108	46	8	0	0	7	160	70	32	898	870	224	323	156	177	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neocosmospora	s__falciformis
Fung_ASV80	0	0	0	231	0	46	63	0	0	0	0	0	0	0	0	0	0	27	0	224	25	0	0	0	0	11	0	14	0	0	0	0	0	0	0	0	1090	452	344	122	116	359	0	136	248	0	0	0	0	0	0	0	0	0	103	19	164	8	11	38	0	0	0	0	0	0	0	0	0	0	0	0	256	841	284	119	124	90	0	61	0	143	0	0	41	0	0	0	0	0	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporales_fam_Incertae_sedis	g__Entrophospora	s__infrequens
Fung_ASV81	15	43	23	0	0	0	0	0	10	0	14	0	0	0	0	0	0	31	0	0	58	0	0	0	0	0	0	0	28	6	0	0	0	6	13	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	40	16	35	547	831	492	13	24	84	411	210	292	72	42	6	34	250	232	0	0	0	317	87	160	99	64	9	18	13	0	53	13	0	26	11	0	161	391	334	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__nodositatum
Fung_ASV82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	24	13	74	181	80	0	0	0	2214	847	193	172	433	462	30	14	109	0	0	0	0	0	0	0	0	0	34	0	100	15	52	30	41	21	13	0	0	0	0	0	0	0	0	0	0	0	0	23	33	31	0	0	0	k__Fungi	NA	NA	NA	NA	NA	NA
Fung_ASV83	20	27	0	334	11	360	0	0	0	0	134	1091	83	161	223	862	221	110	42	0	13	72	22	47	40	97	0	29	129	0	146	0	40	62	47	35	760	26	9	13	18	52	115	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	0	0	0	21	0	9	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Epicoccum	s__draconis
Fung_ASV84	0	0	0	0	0	0	0	0	0	64	424	467	322	719	281	84	0	286	36	0	0	318	116	43	790	96	346	67	112	160	0	94	0	0	0	0	24	0	0	0	0	0	0	0	0	151	212	74	56	55	21	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__simplicissimum
Fung_ASV85	0	0	0	0	0	0	0	0	0	9	12	262	0	0	151	27	98	29	0	0	0	0	0	0	0	0	125	0	66	0	148	0	41	95	12	0	455	68	63	0	0	0	32	0	0	228	1320	33	0	43	57	0	39	23	0	0	0	0	0	0	0	0	0	0	55	61	260	50	325	120	0	240	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	53	0	739	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Epicoccum	s__ovisporum
Fung_ASV86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	109	0	0	0	38	47	0	72	183	325	46	42	80	113	196	0	173	93	186	1575	1724	276	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Chaetothyriaceae	NA	NA
Fung_ASV87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	3060	624	0	0	0	0	0	0	741	0	0	0	0	0	0	0	341	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__awamori
Fung_ASV88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	985	143	82	61	21	47	148	21	0	241	1536	46	73	345	96	132	123	205	0	0	0	58	0	78	0	0	0	0	9	47	0	0	0	0	0	0	0	0	47	0	194	128	0	0	0	0	0	0	129	91	87	53	20	12	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__brachygibbosum
Fung_ASV89	58	92	72	105	0	0	0	64	0	111	215	0	0	391	0	886	349	436	0	120	138	0	0	65	0	0	67	259	206	365	197	0	240	321	0	195	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Humicola	s__sardiniae
Fung_ASV90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	1077	0	3917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Polyschema	s__sclerotigenum
Fung_ASV91	0	10	0	0	18	0	63	0	0	74	80	40	62	311	0	0	26	34	51	49	324	428	147	84	222	0	174	149	177	66	63	65	110	74	26	141	47	0	28	0	0	0	15	709	181	0	0	0	0	13	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	85	7	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	109	80	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	NA
Fung_ASV92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
Fung_ASV93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1412	0	3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
Fung_ASV94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4590	269	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
Fung_ASV95	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	100	75	43	0	44	0	0	0	1405	486	483	170	271	206	184	3	205	23	24	37	14	0	0	0	0	0	208	208	139	0	157	9	38	115	65	0	0	0	0	15	0	18	30	0	0	0	0	61	0	0	0	0	0	k__Fungi	NA	NA	NA	NA	NA	NA
Fung_ASV96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	52	0	0	0	0	96	0	0	0	0	337	0	840	80	37	63	0	5	0	30	104	0	72	0	0	0	649	0	189	788	500	460	320	273	k__Fungi	NA	NA	NA	NA	NA	NA
Fung_ASV97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	161	0	28	137	127	332	149	146	0	0	0	0	0	0	14	0	26	762	1599	480	0	43	74	53	401	185	0	0	0	0	0	0	70	21	25	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__sulphureus
Fung_ASV98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	1492	844	429	872	280	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	NA	NA	NA	NA	NA	NA
Fung_ASV99	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	55	153	0	0	0	0	0	0	0	0	0	0	213	0	209	0	62	72	0	0	0	3020	0	0	0	0	0	30	747	47	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__insuetus
Fung_ASV100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	264	640	1182	1697	125	191	73	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
Fung_ASV101	0	1581	1031	0	0	0	1530	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
Fung_ASV102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	16	0	39	104	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	45	0	42	14	0	0	0	0	5	0	8	0	0	0	0	93	824	0	316	995	439	929	242	380	k__Fungi	NA	NA	NA	NA	NA	NA
Fung_ASV103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	22	0	0	0	0	0	0	0	0	0	78	19	0	0	21	149	1197	0	18	0	0	0	0	0	0	0	0	0	59	47	88	0	0	0	0	0	0	101	38	62	87	51	76	42	0	97	0	0	0	0	118	25	0	0	0	429	136	237	131	127	0	768	142	116	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__wyomingensis
