term	estimate	std.error	statistic	p.value	lower	upper	estimate_signif
scale(Farming)	-0.716987786951172	0.0970190026602337	-7.39017890610673	1.25134447306012e-10	-0.907141537981226	-0.526834035921118	−0.72***
scale(Moisture)	-0.515921433359212	0.0878584820333368	-5.87218696953417	9.37763005333196e-08	-0.688120893880911	-0.343721972837512	−0.52***
scale(Carbon)	0.00977439676129894	0.104785967606681	0.0932796345211753	0.925914625754637	-0.195602325832977	0.215151119355575	0.01
scale(Nitrogen)	0.0115772300944534	0.0860795327917429	0.13449457401753	0.893349297390104	-0.157135553983397	0.180290014172304	0.01
scale(pH)	-0.0650624256755955	0.0985557069527951	-0.660158885641784	0.511048169488811	-0.258228061773958	0.128103210422767	−0.07
scale(Moisture_absdev_across)	0.00663285465415381	0.0946409034414415	0.0700844393170639	0.944301348382316	-0.178859907555404	0.192125616863712	0.01
scale(Carbon_absdev_across)	0.116255055313206	0.0654407729530915	1.77649269816142	0.0794535145424047	-0.012006502795316	0.244516613421728	0.12
scale(Nitrogen_absdev_across)	-0.0521362912974615	0.0674242512127788	-0.773257253283077	0.441648991116626	-0.184285395359089	0.0800128127641659	−0.05
scale(pH_absdev_across)	0.0479962054564449	0.072117196625311	0.66553065984819	0.507625494998131	-0.0933509025951581	0.189343313508048	0.05
